;key;source;famer_brand_list;famer_model_list;famer_product_name;digital zoom;optical zoom;weight;sensor type;dimensions;optical sensor resolution in megapixel;other resolution;weight without battery;weight;weight_with_battery;weight_without_battery
7137;5f3ba61e3fd5b671b22005a5;www.price-hunt.com;pentax;k30;pentaxk30;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);CMOS;129.54 (w) x 96.52 (h) x 71.12 (d) mm;16.3 Megapixels;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);650;589
7138;5f3ba61e3fd5b671b22005ae;www.price-hunt.com;nikon;s02;nikoncoolpixs02;4x;3x;100 g;CMOS;77.1 (w) x 51.3 (h\, )\, 17.5 (d) mm;13.2 Megapixels;1600 x 1200 (2 m)\, 2272 x 1704 (4 m);;100 g;100;
7139;5f3ba61e3fd5b671b22005b6;www.price-hunt.com;panasonic;tz25;panasoniclumixdmctz25;4x;16x;185 g (Without Battery and SD Memory Card)\, 208 g (with Battery and SD Memory Card);Mos;) x 33.4 (d) mm\, 104.9 (w) x 57.6 x (h;12.1 Megapixels;3264 x 2176 (7 m)\, 2560 x 1712 (4.5 m)\, 2560 x 1920 (5 m)\, 480 x 480 (0.2 m)\, 4\:3\: 3264 x 2448 (8 m)\, 2048 x 1360 (2.5 m)\, 3264 x 1840 (6 m)\, 1920 x 1080 (2 m)\, 2448 x 2448 (6 m)\, 640 x 424 (0.3 m)\, 640x360 (0.2 m)\, 1600 x 1200 (2 m)\, 640 x 480 (0.3 m)\, 1920 x 1920 (3.5 m)\, 3\:2\: 4000 x 2672 (10.5 m)\, 2560 x 1440 (3.5 m)\, 16\:9\: 4000 x 2248 (9 m)\, 1\:1\: 2992 x 2992 (9 m)\, 2048 x 1536 (3 m)\, 1536 x 1536 (2.5 m);;185 g (Without Battery and SD Memory Card)\, 208 g (with Battery and SD Memory Card);208;185
7140;5f3ba61e3fd5b671b22005c2;www.price-hunt.com;fujifilm;jz100;fujifilmfinepixjz100;6.7x;8x;129 g (with Battery and Memory Card)\, 112 g (Without Battery and Memory Card);CCD;) x 23.9 (d) mm\, 100.3 (w) x 55.9 (h;14 Megapixels;4288 x 3216 (4\:3)\, 1920 x 1080 (16\:9)\, 3072 x 2304 (4\:3)\, 2048 x 1536 (4\:3)\, 4288 x 2864 (3\:2)\, 4288 x 2416 (16\:9)\, 3072 x 1728 (16\:9);;129 g (with Battery and Memory Card)\, 112 g (Without Battery and Memory Card);129;112
7141;5f3ba61e3fd5b671b22005c6;www.price-hunt.com;fujifilm;jz700;fujifilmfinepixjz700;2x;8x;117 g (Without Battery and Memory Card)\, 134 g (with Battery and Memory Card);CMOS;99.4 (w) x 57.0 (h\, ) x 22.6 (d) mm;14.0 Megapixels;16\:9 Aspect Ratio 3072 x 1728\, Recorded Pixels Still Image Large\: 4\:3 Aspect Ratio 4288 x 3216\, 3\:2 Aspect Ratio 4288 x 2864\, 16\:9 Aspect Ratio 4288 x 2416\, Small\: 4\:3 Aspect Ratio 2048 x 1536\, 16\:9 Aspect Ratio 1920 x 1080\, Movie Recording\: 1920 x 1080 / 1280 x 720 / 640 x 480 (30 Fps)\, Medium\: 4\:3 Aspect Ratio 3072 x 2304;;117 g (Without Battery and Memory Card)\, 134 g (with Battery and Memory Card);134;117
7142;5f3ba61e3fd5b671b22005e5;www.price-hunt.com;panasonic;s71;panasonicsdrs71;100x / 3500x;70x;212 g;CCD;54.9 (w) x 64.0 (h) x 107.3 (d) mm;0.47 Megapixels;;;212 g;212;
7143;5f3ba61e3fd5b671b22005ec;www.price-hunt.com;olympus;vg180;olympusstylusvg180;4x;5x;122 g (with Battery and SD Meomry Card);CCD;95.4 (w) x 58.2 (h\, ) x 21.0 (d) mm;16 Megapixels;2048 x 1536 (3 m)\, 15 Fps)\, Image Size\: 3264 x 2448 (8 m)\, vga 640 x 480\, Movie Recording Size\: vga (30 Fps\, 15 Fps) / QVGA (30 fps;;122 g (with Battery and SD Meomry Card);122;
7144;5f3ba61e3fd5b671b220060d;www.price-hunt.com;sony;sx45e;sonydcrsx45e;2000x;60x;230 g;Advanced had CCD;52.5 (w) x 57 (h) x 123.5 (d) mm;;;;230 g;230;
7145;5f3ba61e3fd5b671b220060f;www.price-hunt.com;samsung;pl120;samsungpl120;Still Image Mode\: 1.0x ~ 5.0x (Optical x Digital\: 25.0x) Play Mode\: 1.0x ~ 13.5x (Depends on Image Size\, );5x;110 g;CCD;) x 18.8 (d) mm\, 94.0 (w) x 54.5 (h;14.2 Megapixels;;;110 g;110;
7146;5f3ba61e3fd5b671b2200611;www.price-hunt.com;canon;550d;canoneos550d;1.5x - 10x;;475 g;CMOS;128.8 (w) x 97.5 (h) x 75.3 (d) mm;18 Megapixels;3456 x 2304 (8 m\, Medium)\, 2592 x 1728 (4.5 m\, Small)\, 5184 x 3456 (17.9 m\, Raw);;475 g;475;
7147;5f3ba61e3fd5b671b220061a;www.price-hunt.com;panasonic;zr3;panasoniclumixdmczr3;4x;8x;159 g (with Battery and SD Memory Card)\, 137 g (Without Battery and SD Memory Card);CCD;) x 26.0 (d) mm\, 97.8 (w) x 54.8 (h;14.1 Megapixels;;;159 g (with Battery and SD Memory Card)\, 137 g (Without Battery and SD Memory Card);159;137
7148;5f3ba61e3fd5b671b2200624;www.price-hunt.com;olympus;tg3;olympustg3;16x;4x;247 g (Cipa Guideline Compliant\, Including Batteries\, Card);CMOS;;16 Megapixels;640 x 480 (Vga)\, 320 x 240 at Hs240 Fps\, Movie Recording Size\: 1920 x 1080 at 1080 Fps\, 1280 x 720 at 720 Fps\, 640 x 480 at Hs120 Fps\, Time Lapse Movie\: 1280 x 720 at 720 fps;;247 g (Cipa Guideline Compliant\, Including Batteries\, Card);247;
7149;5f3ba61e3fd5b671b2200669;www.price-hunt.com;nikon;s3500;nikoncoolpixs3500;4x;7x;129 g (with Battery and SD Meomry Card);CCD;) x 20.5 (d) mm\, 96.8 (w) x 57.8 (h;20.1 Megapixels;Vga 640 x 480\, 1600 x 1200 (2 m)\, 240 / 30p\: 320 x 240 / 4\:3 / 30 Fps\, 16\:9 Aspect Ratio\: 5120 x 2880 (14 m)\, 2272 x 1704 (4 m)\, 480 / 30p\: 640 x 480 / 4\:3 / 30 Fps\, Movie\: 720 / 30 p\, Image Size\: 5152 x 3864 (20 m)\, 1280 x 720 / 16\:9 / 30 Fps\, 3648 x 2736 (10 m);;129 g (with Battery and SD Meomry Card);129;
7150;5f3ba61e3fd5b671b220066b;www.price-hunt.com;sony;pj540e;sonyhdrpj540e;350x;30x;325 g;CMOS;;9.2 Megapixels;;;325 g;325;
7151;5f3ba61e3fd5b671b2200681;www.price-hunt.com;nikon;s30;nikoncoolpixs30;4x;3x;214 g (with Battery and SD Memory Card);CCD;) x 39.4 (d) mm\, 101.9 (w) x 64.8 (h;10.1 Megapixels;;;214 g (with Battery and SD Memory Card);214;
7152;5f3ba61e3fd5b671b2200684;www.price-hunt.com;nikon;d600;nikond600;;;850 g (with Battery and Memory Card but Without Body Cap)\, 760 g (Camera Body Only);CMOS;141 (w) x 113 (h) x 82 (d) mm;24.3 Megapixels;Fx (36 x 24) Image Area\: 4512 x 3008 (Medium)\, 3008 x 2008 (Small)\, dx (24 x 16) Image Area\: 3936 x 2624 (Large)\, 2944 x 1968 (Medium)\, 1968 x 1312 (Small)\, fx Format Photographs Taken in Movie Live View\: 6016 x 3376 (Large) 4512 x 2528 (Medium)\, 3008 x 1688 (Small)\, dx Format Photographs in Movie Live View\: 3936 x 2224 (Large)\, 2944 x 1664 (Medium)\, 1968 x 1112 (Small);;850 g (with Battery and Memory Card but Without Body Cap)\, 760 g (Camera Body Only);850;760
7153;5f3ba61e3fd5b671b2200692;www.price-hunt.com;casio;zs5;casioexilimexzs5;4x;5x;141 g;CCD;) x 20.7 (d) mm\, 95.8 (w) x 56.9 (h;14.1 Megapixels;;;141 g;141;
7154;5f3ba61e3fd5b671b2200694;www.price-hunt.com;sony;hx60v;sonycybershotdschx60v;324x;30x;272 g (with Battery and Memory Stick);Exmor r CMOS;) x 38.3 (d) mm\, 108.1 (w) x 63.6 (h;20.4 Megapixels;;246.0;272 g (with Battery and Memory Stick);272;
8857;5f3ba61e3fd5b671b2200562;www.price-hunt.com;olympus;vr350;olympusvr350;4x;10x;125 g (with Battery and Memory Card);CCD;96 (w) x 56.5 (h\, ) x 19.3 (d) mm;14 Megapixels;2048 x 1536\, 2560 x 1920\, 1280 x 960\, 1600 x 1200\, 640 x 480\, 3264 x 2448;;125 g (with Battery and Memory Card);125;
8858;5f3ba61e3fd5b671b2200566;www.price-hunt.com;canon;a3400;canonpowershota3400;4x;5x;141 g (with Battery and Memory Card)\, 125 g (Camera Body Only);CCD;94.4 (w) x 56.3 (h\, ) x 21.3 (d) mm;16.0 Megapixels;4608 x 2592 (Widescreen)\, 1600 x 1200 (m 2)\, 640 x 480 (s)\, Still Image\: 3264 x 2448 (m 1);;141 g (with Battery and Memory Card)\, 125 g (Camera Body Only);141;125
8859;5f3ba61e3fd5b671b2200567;www.price-hunt.com;fujifilm;x100;fujifilmfinepixx100;;1x;405 g (Without Battery and Memory Card)\, 445 g (with Battery and Memory Card);CMOS;126.5 (w) x 74.4 (h) x 53.9 (d) mm;12.3 Megapixels;;;405 g (Without Battery and Memory Card)\, 445 g (with Battery and Memory Card);445;405
8860;5f3ba61e3fd5b671b2200573;www.price-hunt.com;nikon;s5300;nikoncoolpixs5300;4x;8x;138 g (with Battery and SD Memory Card);CMOS;) x 20.9 (d) mm\, 96.9 (w) x 58 (h;16 Megapixels;)\, 1080/60i\: 1920 x 1080 (16\:9)\, )\, 1080/50i\: 1920 x 1080 (16\:9)\, Movie (1080 / 30 fps (Default Setting)\, Iframe\: 1280 x 720 (16\:9) at 720/25 Fps\, Iframe\: 1280 x 720 (16\:9) at 720/30 Fps\, HS 480/4x\: 640 x 480 (4\:3)\, HS 1080/0.5x\: 1920 x 1080 (16\:9)\, 640 x 480 (4\:3) at 480/25 Fps\, 1280 x 720 (16\:9) at 720/30 Fps\, 640 x 480 (4\:3) at 480/30 Fps\, 1080/25 fps (Default Setting)\: 1920 x 1080 (16\:9\, HS 720/2x\: 1280 x 720 (16\:9)\, 1280 x 720 (16\:9) at 720/25 Fps\, )\: 1920 x 1080 (16\:9);;138 g (with Battery and SD Memory Card);138;
8861;5f3ba61e3fd5b671b2200579;www.price-hunt.com;sony;ilce6000;sonyilce6000;4x;;344 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;) x 45.1 (d) mm\, 120 (w) x 66.9 (h;24.3 Megapixels;;285.0;344 g (with Battery and Memory Stick pro Duo);344;
8862;5f3ba61e3fd5b671b2200580;www.price-hunt.com;aiptek;m2;aiptekdvm2;4x;16x;800 g;CMOS;103.8 (w) x 68.0 (h\, ) x 22.5 (d) mm;5 Megapixels;;;800 g;800;
8863;5f3ba61e3fd5b671b2200581;www.price-hunt.com;sony;rx100m3;sonydscrx100m3;44x;2.9x;290 g (with Battery and Memory Stick Duo);Exmor r CMOS;101.6 (w) x 58.1 (h\, ) x 41 (d) mm;20.1 Megapixels;;263.0;290 g (with Battery and Memory Stick Duo);290;
8864;5f3ba61e3fd5b671b2200583;www.price-hunt.com;fujifilm;ax500;fujifilmfinepixax500;6.7x;5x;168 g (with Accessories\, Battery and Memory Card)\, 119 g (Whithout Accessories\, Battery and Memory Card);CCD;93 (w) x 60.2 (h\, ) x 27.8 (d) mm;14 Megapixels;4288 x 2416 (16\:9)\, 2048 x 1536 (4\:3)\, 4288 x 2864 (3\:2)\, 3072 x 1728 (16\:9)\, 1920 x 1080 (16\:9)\, 3072 x 2304 (4\:3);;168 g (with Accessories\, Battery and Memory Card)\, 119 g (Whithout Accessories\, Battery and Memory Card);168;119
8865;5f3ba61e3fd5b671b2200589;www.price-hunt.com;pentax;k500;pentaxk500;;;589.6 g (Without Battery or Removable Memory Card)\, 649.2 g (d-Li109 Battery and Memory Card)\, 646.3 g (4 aa Lithium Batteries and Memory Card);CMOS;) x 71.1 (d) mm\, 129.5 (w) x 96.5 (h;16.3 Megapixels;;;589.6 g (Without Battery or Removable Memory Card)\, 649.2 g (d-Li109 Battery and Memory Card)\, 646.3 g (4 aa Lithium Batteries and Memory Card);;590
8866;5f3ba61e3fd5b671b220058b;www.price-hunt.com;sony;wx220;sonycybershotdscwx220;102x;10x;122 g (with Battery and Memory Stick);Exmor r CMOS;) x 21.6 (d) mm\, 92.3 (w) x 52.4 (h;18.2 Megapixels;;106.0;122 g (with Battery and Memory Stick);122;
8867;5f3ba61e3fd5b671b22005a0;www.price-hunt.com;nikon;l820;nikoncoolpixl820;4x;30x;470 g (with Battery and SD Memory Card);CMOS;111.0 (w) x 76.3 (h) x 84.5 (d) mm;16.0 Megapixels;HS 720 / 2x\: 1280 x 720 / 16\:9\, HS 240 / 8x\: 320 x 240 / 4\:3\, 3264 x 2448 (8 m)\, 1600 x 1200 (2 m)\, HS 480 / 4x\: 640 x 480 / 4\:3\, Iframe 540 / 30p\: 960 x 540 / 16\:9 / 30 Fps\, 480 / 30p\: 640 x 480 / 4\:3 / 30 Fps\, HS 1080 / 0.5x\: 1920 x 1080 / 16\:9\, 2272 x 1704 (4 m)\, 720 / 30p\: 1280 x 720 / 16\:9 / 30 Fps\, Image Size\: 4608 x 3456 (16 m)\, 1080 / 30p\: 1920 x 1080 / 16\:9 / 30 Fps\, Movie\: 1080 / 30p\: 1920 x 1080 / 16\:9 / 30 Fps\, vga 640 x 480\, 16\:9 Aspect Ratio\: 4608 x 2592;;470 g (with Battery and SD Memory Card);470;
8868;5f3ba61e3fd5b671b22005be;www.price-hunt.com;kodak;fz41;kodakpixprofz41;6x;4x;116 g;CCD;;16 Megapixels;;;116 g;116;
8869;5f3ba61e3fd5b671b22005c3;www.price-hunt.com;kodak;m522;kodakm522;5x Advanced Digital;4x;158.76 g (with Battery and Memory Card);CCD;93.98 (w) x 55.88 (h\, ) x 22.86 (d) mm;14.2 Megapixels;;;158.76 g (with Battery and Memory Card);159;
8870;5f3ba61e3fd5b671b22005ca;www.price-hunt.com;canon;sx260;canonpowershotsx260;4x;20x;208 g (Camera Body Only)\, 231 g (with Battery and Memory Card);CMOS;106.3 (w) x 61 (h) x 32.7 (d) mm;12.1 Megapixels;640 x 480\, 1920 x 1080\, 640 x 360\, 1200 x 1200\, 2816 x 2112\, 4000 x 2248\, 4000 x 3000\, 480 x 480\, 2112 x 2112\, 2816 x 1880\, 1600 x 1200\, 2816 x 1584\, 640 x 424\, 2992 x 2992\, 4000 x 2664\, 1600 x 1064;;208 g (Camera Body Only)\, 231 g (with Battery and Memory Card);231;208
8871;5f3ba61e3fd5b671b22005cf;www.price-hunt.com;sony;wx1;sonycybershotdscwx1;10x;5x;120;CCD;;10.2 mp;;;120;120;
8872;5f3ba61e3fd5b671b22005db;www.price-hunt.com;panasonic;gf2;panasonicdmcgf2;4x;;475 g (SD Memory Card\, Battery\, Lens Included);Mos;112.8 (w) x 67.8 (h) x 32.8 (d) mm;12.10 Megapixels;;;475 g (SD Memory Card\, Battery\, Lens Included);475;
8873;5f3ba61e3fd5b671b22005ed;www.price-hunt.com;canon;ixus500;canonixus500;4x;12x;135 g (Camera Body Only)\, 155 g (with Battery and Memory Card);CMOS;) x 19.2 (d) mm\, 87.1 (w) x 53.9 (h;10.1 Megapixels;1\:1 (2736 x 2736\, 2112 x 2112\, 1200 x 1200\, 480 x 480)\, 3\:2 (3648 x 2432\, 2816 x 1880\, 1600 x 1064\, 640 x 424)\, 4\:3 (3648 x 2736\, 2816 x 2112\, 1600 x 1200\, 640 x 480)\, Still Image\: 16\:9 (3648 x 2048\, 2816 x 1584\, 1920 x 1080\, 640 x 360);;135 g (Camera Body Only)\, 155 g (with Battery and Memory Card);155;135
8874;5f3ba61e3fd5b671b22005fd;www.price-hunt.com;nikon;d610;nikond610;;;850 g (with Battery and Memory Card but Without Body Cap)\, 760 g (Camera Body Only);CMOS;141 (w) x 113 (h) x 82 (d) mm;24.3 Megapixels;Fx (36 x 24) Image Area\: 4512 x 3008 (m)\, 3008 x 2008 (s)\, dx (24 x 16) Image Area\: 3936 x 2624 (l)\, 2944 x 1968 (m)\, 1968 x 1312 (s)\, fx Format Photographs Taken in Movie Live View\: 6016 x 3376 (l) 4512 x 2528 (m)\, 3008 x 1688 (s)\, dx Format Photographs in Movie Live View\: 3936 x 2224 (l)\, 2944 x 1664 (m)\, 1968 x 1112 (s);;850 g (with Battery and Memory Card but Without Body Cap)\, 760 g (Camera Body Only);850;760
8875;5f3ba61e3fd5b671b2200604;www.price-hunt.com;samsung;gc100;samsunggc100;;20.9x;305 g (with Batteries);Bsi CMOS;) x 19 (d) mm\, 129 (w) x 71 (h;16.3 Megapixels;;;305 g (with Batteries);305;
8876;5f3ba61e3fd5b671b220060c;www.price-hunt.com;fujifilm;s4200;fujifilms4200;6.7x;24x;448 g (Without Battery and Memory Card)\, 543 g (with Battery and Memory Card);CCD;118.0 (w) x 80.9 (h\, ) x 99.8 (d) mm;14 Megapixels;3072 x 2304 (4\:3)\, 3072 x 1728 (16\:9)\, 2048 x 1536 (4\:3)\, 4288 x 2416 (16\:9)\, 2048 x 1360 (3\:2)\, 3072 x 2048 (3\:2)\, 4288 x 2864 (3\:2)\, 1920 x 1080 (16\:9);;448 g (Without Battery and Memory Card)\, 543 g (with Battery and Memory Card);543;448
8877;5f3ba61e3fd5b671b2200626;www.price-hunt.com;fujifilm;x10;fujifilmx10;2x;4x;;;;12 mp;;;;;
8878;5f3ba61e3fd5b671b2200639;www.price-hunt.com;panasonic;hs60;panasonichdchs60;60x / 1500x;25x;;Mos;54.5 (w) x 65.5 (h) x 112 (d) mm;2.11 Megapixels;Recording / Playback Mode\: ha (17 Mbps / Vbr)\, (1920 x 1080) / hg (13 Mbps / Vbr)\, (1920 x 1080) / hx (9 Mbps / Vbr)\, (1920 x 1080) / he (5 Mbps / Vbr)\, (1920 x 1080);327.0;;;
8879;5f3ba61e3fd5b671b220063b;www.price-hunt.com;canon;1200d;canoneos1200d;;;480 g (Cipa Guidelines);CMOS;5.10 (w) x 3.93 (h) x 3.07 (d) Inch;18 Megapixels;Recording Size and Frame Rate (Full HD 1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps)\, HD 1280 x 720 at (60 Fps\, 50 Fps)\, File Size (1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps) 330 MB/min\, SD 640 x 480 at (30 Fps\, 25 Fps)\, File Size)\, 640 x 480 at (30 Fps\, 25 Fps) 82.5 MB/min\, 1280 x 720 at (60 Fps\, 50 Fps) 330 MB/min;435.0;480 g (Cipa Guidelines);480;
8880;5f3ba61e3fd5b671b2200641;www.price-hunt.com;panasonic;lx5;panasoniclumixdmclx5;4x;3.8x;271 g;CCD;) x 43.0 (d) mm\, 109.7 (w) x 65.5 (h;10.1 Megapixels;;;271 g;271;
8881;5f3ba61e3fd5b671b220065a;www.price-hunt.com;sony;hx400v;sonycybershotdschx400v;540x;50x;660 g (with Battery and Memory Stick);Exmor r CMOS;129.6 (w) x 93.2 (h\, ) x 103.2 (d) mm;20.4 Megapixels;;633.0;660 g (with Battery and Memory Stick);660;
8882;5f3ba61e3fd5b671b220065d;www.price-hunt.com;fujifilm;mini8;fujifilminstaxmini8;;;307;;;0.6 mp;;;307;307;
8883;5f3ba61e3fd5b671b2200663;www.price-hunt.com;nikon;p530;nikoncoolpixp530;4x;42x;494 g (with Battery and SD Memory Card);CMOS;) x 98.2 (d) mm\, 122.8 (w) x 84.1 (h;16.1 Megapixels;(HS 720/2x\: 1280 x 720 (16\:9)\, )\, (720/25 Fps\: 1280 x 720 (16\:9)\, (Iframe 720/30 Fps\: 1280 x 720 (16\:9)\, (480/30 Fps\: 640 x 480 (4\:3)\, )\, (1080 / 25 fps (Default Setting)\: 1920 x 1080 (16\:9\, )\, )\, )\, )\, )\, (HS 1080/0.5x\: 1920 x 1080 (16\:9)\, )\, Movie (1080/30 fps (Default Setting)\: 1920 x 1080 (16\:9\, (480/25 Fps\: 640 x 480 (4\:3)\, ))\, (HS 480/4x\: 640 x 480 (4\:3)\, )\, )\, (Iframe 720/25 Fps\: 1280 x 720 (16\:9)\, ))\, (1080/60i\: 1920 x 1080 (16\:9)\, )\, (1080/50i\: 1920 x 1080 (16\:9)\, (720/30 Fps\: 1280 x 720 (16\:9);;494 g (with Battery and SD Memory Card);494;
8884;5f3ba61e3fd5b671b2200665;www.price-hunt.com;fujifilm;f660exr;fujifilmf660exr;3.4x;15x;196 g (Without Battery and Memory Card)\, 217 g (with Battery and Memory Card);Exr CMOS;103.5 (w) x 59.2 (h\, ) x 32.6 (d) mm;16.0 Megapixels;2304 x 1536 (3\:2)\, 3264 x 2176 (3\:2)\, 2304 x 1728 (4\:3)\, 3264 x 2448 (4\:3)\, 4608 x 3072 (3\:2)\, 3264 x 1840 (16\:9)\, 4608 x 2592 (16\:9)\, 1920 x 1080 (16\:9);;196 g (Without Battery and Memory Card)\, 217 g (with Battery and Memory Card);217;196
8885;5f3ba61e3fd5b671b220068b;www.price-hunt.com;nikon;s6600;nikoncoolpixs6600;4x;12x;165 g (with Battery and SD Memory Card);CMOS;96.9 (w) x 57.1 (h\, ) x 27.2 (d) mm;16.0 Megapixels;3264 x 2448 (8 m)\, 4608 x 2592 (16\:9)\, 640 x 480 (Vga)\, 1600 x 1200 (2 m)\, 3456 x 3456 (1\:1)\, 2272 x 1704 (4 m);;165 g (with Battery and SD Memory Card);165;
8886;5f3ba61e3fd5b671b220068e;www.price-hunt.com;benq;gh210;benqgh210;4x;12.5x;160 g (Without Battery and SD Meomry Card);CCD;103.2 (w) x 58.5 (h) x 21.2 (d) mm;16 Megapixels;Image Size\: 3\:2 Aspect Ratio 4320 x 2880\, 3648 x 2736 (10 m)\, 2816 x 2112 (6 m)\, 30 Fps\, vga 640 x 480\, 2048 x 1536 (3 m)\, vga 640 x 480\, / 16\:9 Aspect Ratio 4320 x 2432\, Movie Mode\: HD 720p (1280 x 720);;160 g (Without Battery and SD Meomry Card);;160
10615;5f3ba61e3fd5b671b2200568;www.price-hunt.com;panasonic;sz7;panasoniclumixdmcsz7;4x;10x;116 g (Without Battery and SD Memory Card)\, 133 g (with Battery and SD Memory Card);Mos;99.0 (w) x 59.4 (h\, ) x 19.0 (d) mm;14.1 Megapixels;2048 x 1536 (3 m)\, 4320 x 2432 (10.5 m)\, 3232 x 3232 (10.5 m)\, 4320 x 2880 (12.5 m)\, 3648 x 2736 (10 m)\, 640 x 480 (0.3 m)\, 2560 x 1920 (5 m);;116 g (Without Battery and SD Memory Card)\, 133 g (with Battery and SD Memory Card);133;116
10616;5f3ba61e3fd5b671b2200574;www.price-hunt.com;panasonic;w850;panasonichcw850;60x / 1500x (the Maximum Value of Zoom Magnification);20x;361 g (Without Battery and SD Card);Bsi mos;65 (w) x 73 (h) x 139 (d) mm;6.03 Megapixels;;;361 g (Without Battery and SD Card);;361
10617;5f3ba61e3fd5b671b220057e;www.price-hunt.com;sony;5tl;sonynex5tl;4x;;276 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;110.8 (w) x 58.8 (h) x 38.9 (d) mm;16.1 Megapixels;;218.0;276 g (with Battery and Memory Stick pro Duo);276;
10618;5f3ba61e3fd5b671b2200591;www.price-hunt.com;canon;ixus145;canonpowershotixus145;4x;8x;127 g (Including Battery and Memory Card);CCD;95.2 (w) x 54.3 (h\, ) x 22.1 (d) mm;16 Megapixels;;;127 g (Including Battery and Memory Card);127;
10619;5f3ba61e3fd5b671b2200592;www.price-hunt.com;panasonic;mdh2;panasonichcmdh2;60x / 1500x (the Maximum Value of Zoom Magnification);21x;2270 g (Without Battery and Memory Card);Mos;205 (w) x 217 (h) x 479 (d) mm;4.14 Megapixels;;;2270 g (Without Battery and Memory Card);;2270
10620;5f3ba61e3fd5b671b2200596;www.price-hunt.com;polaroid;z340;polaroidinstantz340;4x;3x;653 g;CCD;;14 Megapixels;;;653 g;653;
10621;5f3ba61e3fd5b671b22005af;www.price-hunt.com;fujifilm;50s;fujifilminstaxmini50s;;;275 g (Without Batteries\, Strap\, Film Pack);;112.0 (w) x 96.5 (h) x 49.5 (d) mm;;;;275 g (Without Batteries\, Strap\, Film Pack);;275
10622;5f3ba61e3fd5b671b22005d2;www.price-hunt.com;sony;s2000;sonycybershotdscs2000;6x;3x;125;CCD;;10.1 mp;;;125;125;
10623;5f3ba61e3fd5b671b22005ea;www.price-hunt.com;samsung;wb100;samsungwb100;5x;26x;403 g (Without Battery and Memory Card Media);CCD;) x 86.45 (d) mm\, 114.48 (w) x 79.26 (h;16.2 Megapixels;1 Megapixel (1024 x 768)\, 3 Megapixel (1984 x 1488)\, 10 Megapixel (3648 x 2736)\, 8 Megapixel (2832 x 2832)\, 2 Megapixel w (1920 x 1080)\, 5 Megapixel (2592 x 1944)\, 14 Megapixel (4608 x 3072)\, 12 Megapixel w (4608 x 2592);;403 g (Without Battery and Memory Card Media);;403
10624;5f3ba61e3fd5b671b22005ef;www.price-hunt.com;sony;s2100;sonycybershotdscs2100;6x;3x;137;CCD;;12.1 mp;;;137;137;
10625;5f3ba61e3fd5b671b22005f5;www.price-hunt.com;sony;pj820e;sonyhdrpj820e;160x;12x;460 g;CMOS;;24.5 Megapixels;;;460 g;460;
10626;5f3ba61e3fd5b671b2200617;www.price-hunt.com;yourdeal;sj4000;yourdealsj4000;4x;;100;CMOS;;12 mp;;;100;100;
10627;5f3ba61e3fd5b671b2200618;www.price-hunt.com;samsung;st90;samsungst90;25.0x;5x;105.0 g (Without Battery and Memory Card);CCD;) x 16.5 (d) mm\, 91.8 (w) x 53.9 (h;14.2 Megapixels;;;105.0 g (Without Battery and Memory Card);;105
10628;5f3ba61e3fd5b671b220061f;www.price-hunt.com;canon;1100d;canoneos1100d;;;450 g (Body Only)\, 495 g (Cipa Guidelines);CMOS;129.9 (w) x 99.7 (h) x 77.9 (d) mm;12.2 Megapixels;;;450 g (Body Only)\, 495 g (Cipa Guidelines);495;450
10629;5f3ba61e3fd5b671b2200621;www.price-hunt.com;sony;hd1000p;sonyhvrhd1000p;;10x;;CMOS;;;;2700.0;;;
10630;5f3ba61e3fd5b671b2200622;www.price-hunt.com;panasonic;tz10;panasoniclumixdmctz10;4x;12x;196 g (Without Battery and SD Memory Card)\, 218 g (with Battery and SD Memory Card);CCD;) x 32.6 (d) mm\, 103.3 (w) x 59.6 (h;12.1 Megapixels;;;196 g (Without Battery and SD Memory Card)\, 218 g (with Battery and SD Memory Card);218;196
10631;5f3ba61e3fd5b671b220062c;www.price-hunt.com;panasonic;fz40;panasoniclumixdmcfz40;4x;24x;498 g;CCD;) x 91.9 (d) mm\, 120.3 (w) x 79.8 (h;14.1 Megapixels;;;498 g;498;
10632;5f3ba61e3fd5b671b220062d;www.price-hunt.com;canon;sx400;canonpowershotsx400;;30x;313 g (Including Battery and Memory Card);CCD;;16 Megapixels;;297.0;313 g (Including Battery and Memory Card);313;
10633;5f3ba61e3fd5b671b2200630;www.price-hunt.com;sony;pj820e;sonyhdrpj820e;160x;12x;460 g;CMOS;;24.5 Megapixels;;;460 g;460;
10634;5f3ba61e3fd5b671b220063a;www.price-hunt.com;pentax;k30;pentaxk30;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);CMOS;129.54 (w) x 96.52 (h) x 71.12 (d) mm;16.3 Megapixels;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);649;589
