key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
5f3ba6213fd5b671b2205407,www.shopbot.com.au,nex5r,5,/,/,sonyalphanex5r,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220540e,www.shopbot.com.au,d810,810,/,/,nikond810,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205419,www.shopbot.com.au,d800,800,/,/,nikond800,/,,14.6,12.3,900,/,nikon,/,/,/
5f3ba6213fd5b671b220541e,www.shopbot.com.au,d5200,5200,/,/,nikond5200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220541f,www.shopbot.com.au,nx1,1,/,/,samsungnx1,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b2205421,www.shopbot.com.au,s01,01,/,/,nikoncoolpixs01,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220542c,www.shopbot.com.au,dmcft2,2,/,/,panasoniclumixdmcft2,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205443,www.shopbot.com.au,exzr850,850,/,/,casioexzr850,/,,0.0,0.0,,/,casio,/,/,/
5f3ba6213fd5b671b2205447,www.shopbot.com.au,sh25mr,25,/,/,olympussh25mr,/,125,109.2,61.8,208,/,olympus,/,/,/
5f3ba6213fd5b671b2205449,www.shopbot.com.au,df,,/,/,nikondf,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205461,www.shopbot.com.au,dmcgf6,6,/,/,panasoniclumixdmcgf6,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205462,www.shopbot.com.au,ep5,5,/,/,olympuspenep5,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205465,www.shopbot.com.au,d30,30,/,/,canonpowershotd30,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b220546b,www.shopbot.com.au,slta77,77-2,/,/,sonyalphaslta77,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220547b,www.shopbot.com.au,epm2,2,/,/,olympuspenepm2,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205483,www.shopbot.com.au,dmctz40,40,/,/,panasoniclumixdmctz40,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205488,www.shopbot.com.au,dmclx7,7,/,/,panasoniclumixdmclx7,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22052ae,www.shopbot.com.au,d600,600,/,/,nikond600,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22052b4,www.shopbot.com.au,k5,5-2,/,/,pentaxk5,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22052b7,www.shopbot.com.au,k01,01,/,/,pentaxk01,/,,12.2,7.9,561,/,pentax,/,/,/
5f3ba6213fd5b671b22052b9,www.shopbot.com.au,k5,5-2,/,/,pentaxk5,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22052c3,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,14.8,11.0,820,/,canon,/,/,/
5f3ba6213fd5b671b22052d9,www.shopbot.com.au,dp1,1,/,/,sigmadp1,/,,12.2,6.7,330,/,sigma,/,/,/
5f3ba6213fd5b671b22052ef,www.shopbot.com.au,exzr1200,1200,/,/,casioexilimexzr1200,/,,0.0,0.0,,/,casio,/,/,/
5f3ba6213fd5b671b2205301,www.shopbot.com.au,s6200,6200,/,/,nikoncoolpixs6200,/,10,9.3,5.8,160,/,nikon,/,/,/
5f3ba6213fd5b671b2205307,www.shopbot.com.au,d3200,3200,/,/,nikond3200,/,,12.5,9.6,505,/,nikon,/,/,/
5f3ba6213fd5b671b220530e,www.shopbot.com.au,d5100,5100,/,/,nikond5100,/,,12.8,9.7,560,/,nikon,/,/,/
5f3ba6213fd5b671b2205321,www.shopbot.com.au,xz2,2,/,/,olympusxz2,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b220533d,www.shopbot.com.au,dmclx5,5,/,/,panasoniclumixdmclx5,/,38,11.0,6.5,271,/,panasonic,/,/,/
5f3ba6213fd5b671b2205345,www.shopbot.com.au,d600,600,/,/,nikond600,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220534e,www.shopbot.com.au,ep3,3,/,/,olympuspenep3,/,,12.2,6.9,369,/,olympus,/,/,/
5f3ba6213fd5b671b2205356,www.shopbot.com.au,dmcgx1,1,/,/,panasoniclumixdmcgx1,/,,11.6,6.8,318,/,panasonic,/,/,/
5f3ba6213fd5b671b2205359,www.shopbot.com.au,ixus155,155,/,/,canonixus155,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205360,www.shopbot.com.au,70d,70,/,/,canoneos70d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205368,www.shopbot.com.au,d3100,3100,/,/,nikond3100,/,,12.4,9.6,505,/,nikon,/,/,/
5f3ba6213fd5b671b2205376,www.shopbot.com.au,1100d,1100,/,/,canoneos1100d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205380,www.shopbot.com.au,wg2,2,/,/,pentaxoptiowg2,/,5,12.2,6.1,198,/,pentax,/,/,/
5f3ba6213fd5b671b2205381,www.shopbot.com.au,d300s,300,/,/,nikond300s,/,,14.7,11.4,938,/,nikon,/,/,/
5f3ba6213fd5b671b2205387,www.shopbot.com.au,650d,650,/,/,canoneos650d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205393,www.shopbot.com.au,dsctx30,30,/,/,sonycybershotdsctx30,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053a6,www.shopbot.com.au,dscrx1r,1,/,/,sonycybershotdscrx1r,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053aa,www.shopbot.com.au,dschx30v,30,/,/,sonycybershotdschx30v,/,20,10.7,6.2,254,/,sony,/,/,/
5f3ba6213fd5b671b22053ad,www.shopbot.com.au,jv250,250,/,/,fujifilmfinepixjv250,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053c4,www.shopbot.com.au,5d,5-3,/,/,canoneos5d,/,,15.2,11.6,950,/,canon,/,/,/
5f3ba6213fd5b671b22053ff,www.shopbot.com.au,d7000,7000,/,/,nikond7000,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205415,www.shopbot.com.au,dmcgm5,5,/,/,panasoniclumixdmcgm5,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205418,www.shopbot.com.au,dmcfx78,78,/,/,panasoniclumixdmcfx78,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b220541c,www.shopbot.com.au,600d,600,/,/,canoneos600d,/,,13.3,10.0,570,/,canon,/,/,/
5f3ba6213fd5b671b2205425,www.shopbot.com.au,dscw510,510,/,/,sonycybershotdscw510,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205441,www.shopbot.com.au,60d,60,/,/,canoneos60d,/,,14.5,10.6,755,/,canon,/,/,/
5f3ba6213fd5b671b220544f,www.shopbot.com.au,d7000,7000,/,/,nikond7000,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205454,www.shopbot.com.au,d3300,3300,/,/,nikond3300,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220545d,www.shopbot.com.au,d200,200,/,/,nikond200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205471,www.shopbot.com.au,xpro1,1,/,/,fujifilmxpro1,/,,14.0,8.2,450,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205487,www.shopbot.com.au,slta77,77,/,/,sonyalphaslta77,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220549e,www.shopbot.com.au,xe1,1,/,/,fujifilmxe1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22052a1,www.shopbot.com.au,dmcgf6,6,/,/,panasoniclumixdmcgf6,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22052a6,www.shopbot.com.au,vlux40,40,/,/,leicavlux40,/,20,10.5,5.9,210,/,leica,/,/,/
5f3ba6213fd5b671b22052af,www.shopbot.com.au,eos,,/,/,canoneosm,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052b3,www.shopbot.com.au,sd15,15,/,/,sigmasd15,/,,0.0,0.0,,/,sigma,/,/,/
5f3ba6213fd5b671b22052d1,www.shopbot.com.au,700d,700,/,/,canoneos700d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052d4,www.shopbot.com.au,z2300,2300,/,/,polaroidz2300,/,,0.0,0.0,,/,polaroid,/,/,/
5f3ba6213fd5b671b22052ed,www.shopbot.com.au,typ701,701,/,/,leicattyp701,/,,0.0,0.0,,/,leica,/,/,/
5f3ba6213fd5b671b22052f5,www.shopbot.com.au,l820,820,/,/,nikoncoolpixl820,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22052f9,www.shopbot.com.au,70d,70,/,/,canoneos70d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052fe,www.shopbot.com.au,dscrx100,100-2,/,/,sonycybershotdscrx100,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205306,www.shopbot.com.au,g1,1,/,/,canonpowershotg1,/,4,11.7,8.1,534,/,canon,/,/,/
5f3ba6213fd5b671b220530d,www.shopbot.com.au,xz10,10,/,/,olympusstylusxz10,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205320,www.shopbot.com.au,s9700,9700,/,/,nikoncoolpixs9700,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220532c,www.shopbot.com.au,em1,1,/,/,olympusomdem1,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205331,www.shopbot.com.au,d90,90,/,/,nikond90,/,,13.2,10.3,703,/,nikon,/,/,/
5f3ba6213fd5b671b2205341,www.shopbot.com.au,sx510,510,/,/,canonpowershotsx510,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205344,www.shopbot.com.au,vs20,20,/,/,pentaxoptiovs20,/,20,11.1,6.1,235,/,pentax,/,/,/
5f3ba6213fd5b671b2205349,www.shopbot.com.au,a6000,6000,/,/,sonyalphaa6000,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205352,www.shopbot.com.au,600d,600,/,/,canoneos600d,/,,13.3,10.0,570,/,canon,/,/,/
5f3ba6213fd5b671b2205373,www.shopbot.com.au,650d,650,/,/,canoneos650d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b220537c,www.shopbot.com.au,xe1,1,/,/,fujifilmxe1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053a4,www.shopbot.com.au,epl5,5,/,/,olympuspenepl5,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053b1,www.shopbot.com.au,s6500,6500,/,/,nikoncoolpixs6500,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053c1,www.shopbot.com.au,s2600,2600,/,/,nikoncoolpixs2600,/,5,93.8,58.4,121,/,nikon,/,/,/
5f3ba6213fd5b671b22053cb,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053d2,www.shopbot.com.au,dmcgx7,7,/,/,panasoniclumixdmcgx7,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22053d4,www.shopbot.com.au,light,,/,/,lytrolightfield,/,,0.0,0.0,,/,lytro,/,/,/
5f3ba6213fd5b671b22053ed,www.shopbot.com.au,d20,20,/,/,canonpowershotd20,/,5,11.2,7.1,228,/,canon,/,/,/
5f3ba6213fd5b671b22053f7,www.shopbot.com.au,d5100,5100,/,/,nikond5100,/,,12.8,9.7,560,/,nikon,/,/,/
5f3ba6213fd5b671b22053fe,www.shopbot.com.au,g700se,700,/,/,ricohg700se,/,5,11.7,6.8,307,/,ricoh,/,/,/
5f3ba6213fd5b671b220542a,www.shopbot.com.au,a5000,5000,/,/,sonyalphaa5000,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220542b,www.shopbot.com.au,a5100,5100,/,/,sonyalphaa5100,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220542e,www.shopbot.com.au,ex2f,2,/,/,samsungex2f,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b220543c,www.shopbot.com.au,d3300,3300,/,/,nikond3300,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220544c,www.shopbot.com.au,xpro1,1,/,/,fujifilmxpro1,/,,14.0,8.2,450,/,fujifilm,/,/,/
5f3ba6213fd5b671b220545c,www.shopbot.com.au,dmcfh4,4,/,/,panasoniclumixdmcfh4,/,4,97.6,56.2,96,/,panasonic,/,/,/
5f3ba6213fd5b671b2205460,www.shopbot.com.au,xt1,1,/,/,fujifilmxt1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205489,www.shopbot.com.au,700d,700,/,/,canoneos700d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b220548e,www.shopbot.com.au,nex6,6,/,/,sonyalphanex6,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205494,www.shopbot.com.au,xe2,2,/,/,fujifilmxe2,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205498,www.shopbot.com.au,nx20,20,/,/,samsungnx20,/,,12.2,9.0,341,/,samsung,/,/,/
5f3ba6213fd5b671b220529d,www.shopbot.com.au,vlux3,3,/,/,leicavlux3,/,24,12.4,8.1,540,/,leica,/,/,/
5f3ba6213fd5b671b22052b8,www.shopbot.com.au,x100s,100,/,/,fujifilmx100s,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22052c5,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b22052c9,www.shopbot.com.au,dmcgf5,5,/,/,panasoniclumixdmcgf5,/,,10.8,6.7,267,/,panasonic,/,/,/
5f3ba6213fd5b671b22052ee,www.shopbot.com.au,slta37,37,/,/,sonyslta37,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22052f1,www.shopbot.com.au,sx230,230,/,/,canonpowershotsx230,/,14,10.6,6.2,223,/,canon,/,/,/
5f3ba6213fd5b671b22052fa,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220531f,www.shopbot.com.au,nx30,30,/,/,samsungnx30,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b2205336,www.shopbot.com.au,sx260,260,/,/,canonpowershotsx260,/,20,10.6,6.1,231,/,canon,/,/,/
5f3ba6213fd5b671b2205362,www.shopbot.com.au,d200,200,/,/,nikond200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220536a,www.shopbot.com.au,d3300,3300,/,/,nikond3300,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205372,www.shopbot.com.au,nex6,6,/,/,sonyalphanex6,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220537f,www.shopbot.com.au,wg1,1,/,/,pentaxoptiowg1,/,5,11.4,5.8,157,/,pentax,/,/,/
5f3ba6213fd5b671b220538d,www.shopbot.com.au,dmcg5,5,/,/,panasoniclumixdmcg5,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205391,www.shopbot.com.au,f550exr,550,/,/,fujifilmfinepixf550exr,/,15,10.4,6.3,215,/,fujifilm,/,/,/
5f3ba6213fd5b671b220539d,www.shopbot.com.au,sx500,500,/,/,canonpowershotsx500,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053ae,www.shopbot.com.au,dscrx10,10,/,/,sonycybershotdscrx10,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053bc,www.shopbot.com.au,epl3,3,/,/,olympuspenepl3,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053e0,www.shopbot.com.au,eos,,/,/,canoneosm,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053e2,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053e4,www.shopbot.com.au,600d,600,/,/,canoneos600d,/,,13.3,10.0,570,/,canon,/,/,/
5f3ba6213fd5b671b22053fc,www.shopbot.com.au,nex5t,5,/,/,sonyalphanex5t,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205408,www.shopbot.com.au,gc200,200,/,/,samsunggalaxycamera2gc200,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b2205412,www.shopbot.com.au,xm1,1,/,/,fujifilmxm1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205414,www.shopbot.com.au,d4,4,/,/,nikond4,/,,16.0,15.7,1340,/,nikon,/,/,/
5f3ba6213fd5b671b2205423,www.shopbot.com.au,dscwx100,100,/,/,sonycybershotdscwx100,/,10,92.3,52.4,108,/,sony,/,/,/
5f3ba6213fd5b671b2205428,www.shopbot.com.au,s200,200,/,/,canonpowershots200,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205432,www.shopbot.com.au,x100,100,/,/,fujifilmfinepixx100,/,1,12.6,7.5,445,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205435,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,14.8,11.0,820,/,canon,/,/,/
5f3ba6213fd5b671b2205437,www.shopbot.com.au,ixus230,230,/,/,canonixus230,/,8,9.6,5.7,140,/,canon,/,/,/
5f3ba6213fd5b671b220543a,www.shopbot.com.au,dmctz60,60,/,/,panasoniclumixdmctz60,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b220543e,www.shopbot.com.au,k3,3,/,/,pentaxk3,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b2205442,www.shopbot.com.au,gc100,100,/,/,samsunggalaxycameragc100,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b2205467,www.shopbot.com.au,fe26,26,/,/,olympusfe26,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b220546a,www.shopbot.com.au,a2500,2500,/,/,canonpowershota2500,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205472,www.shopbot.com.au,s3600,3600,/,/,nikoncoolpixs3600,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220548d,www.shopbot.com.au,ep3,3,/,/,olympuspenep3,/,,12.2,6.9,369,/,olympus,/,/,/
5f3ba6213fd5b671b220549f,www.shopbot.com.au,d800e,800,/,/,nikond800e,/,,14.6,12.3,900,/,nikon,/,/,/
