key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba6213fd5b671b2204dca,www.priceme.co.nz,p7800,7800,/,/,nikoncoolpixp7800,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204dcd,www.priceme.co.nz,m2,2,/,/,canoneosm2,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ddd,www.priceme.co.nz,p330,330,/,/,nikoncoolpixp330,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204de8,www.priceme.co.nz,exzs10,10,/,/,casioexilimexzs10,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204ded,www.priceme.co.nz,l310,310,/,/,nikoncoolpixl310,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204df8,www.priceme.co.nz,a490,490,/,/,canonpowershota490,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e1b,www.priceme.co.nz,ixus150,150,/,/,canonixus150,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e1c,www.priceme.co.nz,dmctz55,55,/,/,panasoniclumixdmctz55,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e50,www.priceme.co.nz,sx240,240,/,/,canonpowershotsx240,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e54,www.priceme.co.nz,dscwx1,1,/,/,sonycybershotdscwx1,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e6c,www.priceme.co.nz,ixus1100,1100,/,/,canonixus1100,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e90,www.priceme.co.nz,xp50,50,/,/,fujifilmfinepixxp50,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ea1,www.priceme.co.nz,s1500,1500,/,/,fujifilmfinepixs1500,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204eaa,www.priceme.co.nz,z35,35,/,/,fujifilmfinepixz35,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f0b,www.priceme.co.nz,z2300,2300,/,/,polaroidz2300,/,/,/,/,/,/,polaroid
5f3ba6213fd5b671b2204f19,www.priceme.co.nz,s9600,9600,/,/,nikoncoolpixs9600,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f30,www.priceme.co.nz,dschx100v,100,/,/,sonycybershotdschx100v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f3d,www.priceme.co.nz,7d,7-2,/,/,canoneos7d,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f53,www.priceme.co.nz,hs10,10,/,/,fujifilmfinepixhs10,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f7e,www.priceme.co.nz,tg820,820,/,/,olympustoughtg820,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204f85,www.priceme.co.nz,wb35f,35,/,/,samsungwb35f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204cb2,www.priceme.co.nz,dp2,2,/,/,sigmadp2,/,/,/,/,/,/,sigma
5f3ba6213fd5b671b2204cb3,www.priceme.co.nz,dslra380,380,/,/,sonyalphadslra380,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204cbe,www.priceme.co.nz,s500,500,/,/,nikoncoolpixs500,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204cd0,www.priceme.co.nz,coolpix,,/,/,nikoncoolpixa,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204cd6,www.priceme.co.nz,st93,93,/,/,samsungst93,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204cf5,www.priceme.co.nz,wb350f,350,/,/,samsungwb350f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204d0e,www.priceme.co.nz,dsctx200v,200,/,/,sonycybershotdsctx200v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d19,www.priceme.co.nz,f550,550,/,/,fujifilmfinepixf550,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d1e,www.priceme.co.nz,f800,800,/,/,fujifilmfinepixf800,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d3e,www.priceme.co.nz,wg2,2,/,/,pentaxoptiowg2,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204d50,www.priceme.co.nz,f660,660,/,/,fujifilmfinepixf660,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d55,www.priceme.co.nz,j28,28,/,/,fujifilmfinepixj28,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204dd6,www.priceme.co.nz,dscqx30,30,/,/,sonycybershotdscqx30,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204de5,www.priceme.co.nz,jx600,600,/,/,fujifilmfinepixjx600,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204def,www.priceme.co.nz,dscwx300,300,/,/,sonycybershotdscwx300,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204df7,www.priceme.co.nz,dmcft20,20,/,/,panasoniclumixdmcft20,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e01,www.priceme.co.nz,exzr1100,1100,/,/,casioexilimexzr1100,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204e06,www.priceme.co.nz,sx270,270,/,/,canonpowershotsx270,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e16,www.priceme.co.nz,dmcsz1,1,/,/,panasoniclumixdmcsz1,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e20,www.priceme.co.nz,a2300,2300,/,/,canonpowershota2300,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e21,www.priceme.co.nz,ixus145,145,/,/,canonixus145,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e65,www.priceme.co.nz,f750,750,/,/,fujifilmfinepixf750,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e68,www.priceme.co.nz,s2600,2600,/,/,nikoncoolpixs2600,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204e76,www.priceme.co.nz,ixus115,115,/,/,canonixus115,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e89,www.priceme.co.nz,dslrsd15,15,/,/,sigmadslrsd15,/,/,/,/,/,/,sigma
5f3ba6213fd5b671b2204e9e,www.priceme.co.nz,sx280,280,/,/,canonpowershotsx280,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ecd,www.priceme.co.nz,dmcfz200,200,/,/,panasoniclumixdmcfz200,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204ed7,www.priceme.co.nz,jx700,700,/,/,fujifilmfinepixjx700,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204eee,www.priceme.co.nz,s01,01,/,/,nikoncoolpixs01,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f18,www.priceme.co.nz,ac200w,200,/,/,hpac200w,/,/,/,/,/,/,hp
5f3ba6213fd5b671b2204f1f,www.priceme.co.nz,dscrx1,1,/,/,sonycybershotdscrx1,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f4c,www.priceme.co.nz,gr,,/,/,ricohgrdigital,/,/,/,/,/,/,ricoh
5f3ba6213fd5b671b2204f75,www.priceme.co.nz,dschx1,1,/,/,sonycybershotdschx1,/,/,/,/,/,/,sony
