key,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61e3fd5b671b2200927,5f3ba61e3fd5b671b2200927,www.buzzillions.com,s8200,8200,"233216 black\,nkns8200",nkns8200,nikoncoolpixs8200nkns8200,24.0,14.0,,,,CMOS,nikon
5f3ba61e3fd5b671b2200953,5f3ba61e3fd5b671b2200953,www.buzzillions.com,sh100,100,,,samsungsh100,5.0,55.0,,,,CCD,samsung
5f3ba61f3fd5b671b2200956,5f3ba61f3fd5b671b2200956,www.buzzillions.com,l26,26,"255600\,018208262991",018208262991,nikoncoolpixl26018208262991,4.0,55.0,,,,CCD,nikon
5f3ba61f3fd5b671b2200957,5f3ba61f3fd5b671b2200957,www.buzzillions.com,x,,,,panasoniclumix,4.0,10.0,,,,,panasonic
5f3ba61f3fd5b671b2200962,5f3ba61f3fd5b671b2200962,www.buzzillions.com,with18,18,"166264 black\,16301ptx",16301ptx,pentax1630316301ptxwith18,,3.0,,,,,pentax
5f3ba61f3fd5b671b2200986,5f3ba61f3fd5b671b2200986,www.buzzillions.com,f770exr,770,,,fujifilmfinepixf770exrf770exrf770exr,,,,,,,fujifilm
5f3ba61f3fd5b671b220098d,5f3ba61f3fd5b671b220098d,www.buzzillions.com,d5200,5200,,,nikond5200,,3.0,,,,CMOS,nikon
5f3ba61f3fd5b671b2200990,5f3ba61f3fd5b671b2200990,www.buzzillions.com,m200,200,"215130 purple\,m200\,m200purple",m200,kodakeasyshareminim200,45.0,3.0,,,,CCD,kodak
5f3ba61f3fd5b671b2200991,5f3ba61f3fd5b671b2200991,www.buzzillions.com,dscwx80,80,"""280896""\,""280897""\,""027242862425""\,""027242862432""","""027242862425""\,""027242862432""",sonycybershotdscwx80027242862425027242862432,,8.0,,,,CMOS,sony
5f3ba61f3fd5b671b22009ae,5f3ba61f3fd5b671b22009ae,www.buzzillions.com,d5200,5200,"""286853""\,""280886""\,""018208132867""\,""018208263776""","""018208132867""\,""018208263776""",nikond5200018208132867018208263776d5200d5200,4.0,6.0,,,,CMOS,nikon
5f3ba61f3fd5b671b22009b3,5f3ba61f3fd5b671b22009b3,www.buzzillions.com,"exz550be\,exz550",550,,,casiowidelcdexz550beexz550beexz550,4.0,4.0,,,,,casio
5f3ba61f3fd5b671b22009b7,5f3ba61f3fd5b671b22009b7,www.buzzillions.com,sx210,210,"175006 black\,canpssx210is",canpssx210is,canonpowershotsx210canpssx210is,44.0,1414.0,,,,,canon
5f3ba61f3fd5b671b22009c4,5f3ba61f3fd5b671b22009c4,www.buzzillions.com,fe230,230,"""58134""\,""73407 black""\,""olyfe310""\,""olyfe230""","""olyfe310""\,""olyfe230""",olympusfe230olyfe230olyfe310,4.0,5.0,,,,,olympus
5f3ba61f3fd5b671b22009f7,5f3ba61f3fd5b671b22009f7,www.buzzillions.com,model15781764,15781764,"""148788 black""\,""180098""\,""15781764""\,""15989158""","""15781764""\,""15989158""",fujifilmdigitalcameramodel1578176415989158model15781764,62.02218,,,,,,fujifilm
5f3ba61f3fd5b671b2200a02,5f3ba61f3fd5b671b2200a02,www.buzzillions.com,s610,610,"148895 black\,26125bgr",26125bgr,nikoncoolpixs61026125bgr,4.0,44.0,,,,,nikon
5f3ba61f3fd5b671b2200a03,5f3ba61f3fd5b671b2200a03,www.buzzillions.com,fe3010,3010,"176876 orange\,fe3010",fe3010,olympusfe3010,,,,,,,olympus
5f3ba61f3fd5b671b2200a17,5f3ba61f3fd5b671b2200a17,www.buzzillions.com,dmcgx7,7,,,panasoniclumixdmcgx7,,,,,,,panasonic
5f3ba61f3fd5b671b2200a24,5f3ba61f3fd5b671b2200a24,www.buzzillions.com,powershot,,"280875\,013803222289",013803222289,canonpowershotcamera013803222289,4.0,8.0,,,,CCD,canon
5f3ba61f3fd5b671b2200a3a,5f3ba61f3fd5b671b2200a3a,www.buzzillions.com,with18,18,"166263\,15801ptx",15801ptx,pentaxkxdigitalcamerawith1815801ptxwith18,,3.0,,,,,pentax
5f3ba61f3fd5b671b2200a4a,5f3ba61f3fd5b671b2200a4a,www.buzzillions.com,dmcf3,3,,,panasoniclumixdmcf3dmcf3dmcf3,4.0,4.0,,,,,panasonic
5f3ba61f3fd5b671b2200a55,5f3ba61f3fd5b671b2200a55,www.buzzillions.com,nex6,6,,,sonyalphanex6,,,,,,,sony
5f3ba61f3fd5b671b2200a60,5f3ba61f3fd5b671b2200a60,www.buzzillions.com,dscwx70,70,,,sonycybershotdscwx70,,5.0,,,,CMOS,sony
5f3ba61f3fd5b671b2200a6c,5f3ba61f3fd5b671b2200a6c,www.buzzillions.com,dmcfh10,10,"318807\,qz4508",qz4508,panasoniclumixdmcfh10qz4508,,5.0,,,,CCD,panasonic
5f3ba61f3fd5b671b2200a79,5f3ba61f3fd5b671b2200a79,www.buzzillions.com,exs200,200,,,casioexlimexs200,64.0,4.0,,,,,casio
5f3ba61f3fd5b671b2200a81,5f3ba61f3fd5b671b2200a81,www.buzzillions.com,exs5,5,"160945 blue\,exs5",exs5,casioexilimexs5exs5exs5,4.0,3.0,,,,,casio
5f3ba61f3fd5b671b2200a87,5f3ba61f3fd5b671b2200a87,www.buzzillions.com,dmcts20,20,"250795\,885170069886",885170069886,panasoniclumixdmcts20885170069886,4.0,4.0,,,,CCD,panasonic
5f3ba61f3fd5b671b2200a95,5f3ba61f3fd5b671b2200a95,www.buzzillions.com,50d,50,,,canoneos50d,,,,,,,canon
5f3ba61f3fd5b671b2200a99,5f3ba61f3fd5b671b2200a99,www.buzzillions.com,j150w,150,"148785 black\,15841966",15841966,fujifilmfinepixj150w15841966j150wj150w,,5.0,,,,,fujifilm
5f3ba61f3fd5b671b2200aa0,5f3ba61f3fd5b671b2200aa0,www.buzzillions.com,"2 7\,27\,exs8",2,,,casio27exs8,4.0,4.0,,,,,casio
5f3ba61f3fd5b671b2200aa5,5f3ba61f3fd5b671b2200aa5,www.buzzillions.com,dmcfz40,40,,,panasoniclumixdmcfz40,4.0,24.0,,,,,panasonic
5f3ba61f3fd5b671b2200aab,5f3ba61f3fd5b671b2200aab,www.buzzillions.com,dscrx1r,1,,,sonycybershotdscrx1r,,,,,,CMOS,sony
5f3ba61f3fd5b671b2200ab7,5f3ba61f3fd5b671b2200ab7,www.buzzillions.com,x10,10,,,fujifilmx10,,4.0,,,,CMOS,fujifilm
5f3ba61f3fd5b671b2200ac5,5f3ba61f3fd5b671b2200ac5,www.buzzillions.com,,,,,olympusdigitalcamera,,20.0,,,,CCD,olympus
5f3ba61f3fd5b671b2200ad1,5f3ba61f3fd5b671b2200ad1,www.buzzillions.com,rz10,10,,,pentaxoptiorz10rz10rz10,67.0,10.0,,,,,pentax
5f3ba61f3fd5b671b2200ade,5f3ba61f3fd5b671b2200ade,www.buzzillions.com,sd4500,4500,,,canonpowershotsd4500,44.0,1010.0,,,,,canon
5f3ba61f3fd5b671b2200afe,5f3ba61f3fd5b671b2200afe,www.buzzillions.com,elph520,520,"""240329 black""\,""250799""\,""canps520hs""\,""013803146752""","""canps520hs""\,""013803146752""",canonpowershotelph520013803146752canps520hselph520,4.0,12.0,,,,CMOS,canon
5f3ba61f3fd5b671b2200b05,5f3ba61f3fd5b671b2200b05,www.buzzillions.com,5d,5-2,,,canoneos5d,,,,,,,canon
5f3ba61f3fd5b671b2200b0d,5f3ba61f3fd5b671b2200b0d,www.buzzillions.com,"dslra390l\,a390l",390,,,sonydslra390ldslra390la390l,,33.1,,,,,sony
5f3ba61f3fd5b671b2200b28,5f3ba61f3fd5b671b2200b28,www.buzzillions.com,m577,577,,,kodakeasysharem577,4.0,5.0,,,,,kodak
5f3ba61f3fd5b671b2200b33,5f3ba61f3fd5b671b2200b33,www.buzzillions.com,vr370,370,,,olympusdigitalcameravr370,4.0,12.0,,,,CCD,olympus
5f3ba61e3fd5b671b220081a,5f3ba61e3fd5b671b220081a,www.buzzillions.com,s570,570,"165330 black\,nkns570",nkns570,nikoncoolpixs570nkns570s570s570,44.0,55.0,,,,,nikon
5f3ba61e3fd5b671b220081e,5f3ba61e3fd5b671b220081e,www.buzzillions.com,p70,70,"155015 silver\,17561srw",17561srw,pentaxoptiop7017561srwp70p70,6.3,4.0,,,,,pentax
5f3ba61e3fd5b671b2200820,5f3ba61e3fd5b671b2200820,www.buzzillions.com,c180,180,"""163137 silver""\,""175032""\,""820852""\,""2402658xx""","""820852""\,""2402658xx""",kodakc1802402658xx820852c180c180,5.0,35.0,,,,,kodak
5f3ba61e3fd5b671b2200848,5f3ba61e3fd5b671b2200848,www.buzzillions.com,s3500,3500,,,nikoncoolpixs3500,,7.0,,,,CCD,nikon
5f3ba61e3fd5b671b2200868,5f3ba61e3fd5b671b2200868,www.buzzillions.com,nex7,7,,,sonyalphanex7,,,,,,CMOS,sony
5f3ba61e3fd5b671b220086d,5f3ba61e3fd5b671b220086d,www.buzzillions.com,xp20,20,"215127 orange\,16124810",16124810,fujifilmfinepixxp2016124810,,5.0,,,,CCD,fujifilm
5f3ba61e3fd5b671b220086e,5f3ba61e3fd5b671b220086e,www.buzzillions.com,fz200,200,,,panasoniclumixfz200,4.0,24.0,,,,CMOS,panasonic
5f3ba61e3fd5b671b2200875,5f3ba61e3fd5b671b2200875,www.buzzillions.com,7d,7,"235769\,caneos7d18135",caneos7d18135,canoneos7dcaneos7d18135,,7.0,,,,,canon
5f3ba61e3fd5b671b2200879,5f3ba61e3fd5b671b2200879,www.buzzillions.com,f300exr,300,,,fujifilmfinepixf300exr,4444.0,15.0,,,,,fujifilm
5f3ba61e3fd5b671b220087b,5f3ba61e3fd5b671b220087b,www.buzzillions.com,s100,100,"""253341 silver""\,""235780""\,""canpss100silver""\,""canpss100""","""canpss100silver""\,""canpss100""",canonpowershots100canpss100canpss100s100s100,,5.0,,,,CMOS,canon
5f3ba61e3fd5b671b220087f,5f3ba61e3fd5b671b220087f,www.buzzillions.com,sz10,10,"211978 silver\,228725\,""228725""\,""228730""",228725,olympussz10228725,5.0,18.0,,,,,olympus
5f3ba61e3fd5b671b2200884,5f3ba61e3fd5b671b2200884,www.buzzillions.com,pl210,210,"211840 blue\,ecpl210bpuus",ecpl210bpuus,samsungpl210ecpl210bpuus,5.0,10.0,,,,CCD,samsung
5f3ba61e3fd5b671b22008aa,5f3ba61e3fd5b671b22008aa,www.buzzillions.com,dschx7v,7,,,sonycybershotdschx7v,,10.0,,,,,sony
5f3ba61e3fd5b671b22008cc,5f3ba61e3fd5b671b22008cc,www.buzzillions.com,p500,500,"215640 black\,26256",26256,nikoncoolpixp50026256,4.0,3636.0,,,,,nikon
5f3ba61e3fd5b671b22008d1,5f3ba61e3fd5b671b22008d1,www.buzzillions.com,"70200 2\,702002",70200,,,nikon702002270200,,3.0,,,,CMOS,nikon
5f3ba61e3fd5b671b22008d3,5f3ba61e3fd5b671b22008d3,www.buzzillions.com,aw110,110,,,nikoncoolpixaw110,4.0,5.0,,,,CMOS,nikon
5f3ba61e3fd5b671b22008d4,5f3ba61e3fd5b671b22008d4,www.buzzillions.com,dschx7v,7,,,sonycybershotdschx7v,,10.0,,,,,sony
5f3ba61e3fd5b671b22008d5,5f3ba61e3fd5b671b22008d5,www.buzzillions.com,dschx7v,7,,,sonycybershotdschx7v,,10.0,,,,,sony
5f3ba61e3fd5b671b22008d9,5f3ba61e3fd5b671b22008d9,www.buzzillions.com,dscwx5,5,,,sonycybershotdscwx5,,55.0,,,,,sony
5f3ba61e3fd5b671b22008dc,5f3ba61e3fd5b671b22008dc,www.buzzillions.com,720p,720,,,pentaxkrdigitalslrcamerawith18and55dalzoomlensescmossensor720p,,315.423,,,,,pentax
5f3ba61e3fd5b671b22008ec,5f3ba61e3fd5b671b22008ec,www.buzzillions.com,s6200,6200,,,nikoncoolpixs6200,44.0,1010.0,,,,CCD,nikon
5f3ba61e3fd5b671b22008ee,5f3ba61e3fd5b671b22008ee,www.buzzillions.com,"dmcfs7s\,dmcfs7k",7,,,panasonicdmcfs7sdmcfs7sdmcfs7k,4.0,54.0,,,,,panasonic
5f3ba61e3fd5b671b22008f0,5f3ba61e3fd5b671b22008f0,www.buzzillions.com,k01,01,"244936 black\,px15389322",px15389322,pentaxk01px15389322,,,,,,CMOS,pentax
5f3ba61e3fd5b671b2200904,5f3ba61e3fd5b671b2200904,www.buzzillions.com,dmcfh2k,2,,,panasoniclumixdmcfh2k,4.0,4.0,,,,,panasonic
5f3ba61e3fd5b671b2200908,5f3ba61e3fd5b671b2200908,www.buzzillions.com,a3400,3400,"250530\,013803146516",013803146516,canonpowershota3400013803146516,4.0,5.0,,,,CCD,canon
5f3ba61e3fd5b671b220090a,5f3ba61e3fd5b671b220090a,www.buzzillions.com,p510,510,"250527\,018208263295",018208263295,nikoncoolpixp510018208263295,,,,,,CMOS,nikon
5f3ba61e3fd5b671b2200910,5f3ba61e3fd5b671b2200910,www.buzzillions.com,fe340,340,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,54554.0,,3.7,2.4,,,olympus
5f3ba61e3fd5b671b2200930,5f3ba61e3fd5b671b2200930,www.buzzillions.com,ax650,650,"304543\,16277992",16277992,fujifilmfinepixax65016277992ax650ax650,,,,,,,fujifilm
5f3ba61e3fd5b671b220093b,5f3ba61e3fd5b671b220093b,www.buzzillions.com,"the widowmaker\,thewidowmaker",,"""211958 black""\,""86289""\,""par340214dd""\,""dscw570b""","""par340214dd""\,""dscw570b""",k19dscw570bpar340214ddthewidowmaker,,5.0,,,,,k19
5f3ba61e3fd5b671b220093d,5f3ba61e3fd5b671b220093d,www.buzzillions.com,s30,30,cps30whttru,,nikoncoolpixs30,4.0,33.0,,,,CCD,nikon
5f3ba61e3fd5b671b220093f,5f3ba61e3fd5b671b220093f,www.buzzillions.com,"and the\,andthe",,"""78123""\,""208313 brown""\,""canps500hs""\,""uni20714dd""","""canps500hs""\,""uni20714dd""",josephandthecanps500hsuni20714dd,44.0,,,,,,joseph
5f3ba61e3fd5b671b2200946,5f3ba61e3fd5b671b2200946,www.buzzillions.com,st200f,200,,,samsungst200f,5.0,10.0,,,,CCD,samsung
5f3ba61e3fd5b671b2200948,5f3ba61e3fd5b671b2200948,www.buzzillions.com,powershot,,"""280874 silver""\,""280874 red""\,""01380321360714""\,""013803213607""\,""013803213614""","""01380321360714""\,""013803213607""\,""013803213614""",canonpowershotdigital01380321360701380321360714013803213614,,8.0,,,,CCD,canon
5f3ba61e3fd5b671b220094a,5f3ba61e3fd5b671b220094a,www.buzzillions.com,s6500,6500,"280885\,018208263721\,cps6500redtru",018208263721,nikons6500018208263721,,12.0,,,,CMOS,nikon
5f3ba61e3fd5b671b2200952,5f3ba61e3fd5b671b2200952,www.buzzillions.com,s8200,8200,"233216 black\,nkns8200",nkns8200,nikoncoolpixs8200nkns8200,42.0,14.0,,,,CMOS,nikon
5f3ba61f3fd5b671b220096f,5f3ba61f3fd5b671b220096f,www.buzzillions.com,dsch90,90,,,sonycybershotdsch90,,16.0,,,,CCD,sony
5f3ba61f3fd5b671b2200970,5f3ba61f3fd5b671b2200970,www.buzzillions.com,xp60,60,"""280880 yellow""\,""304527 green""\,""074101021479509""\,""16318gby""\,""fpxp60blu""\,""fpxp60yel""\,""fpxp60grn""\,""fpxp60red""","""074101021479509""\,""16318gby""",fujifilm16318497finepixxp6007410102147950916318gby,102.0,5.0,,,,CMOS,fujifilm
5f3ba61f3fd5b671b2200973,5f3ba61f3fd5b671b2200973,www.buzzillions.com,"a1100\,2in1",1100,"154831 blue\,canpsa1100is",canpsa1100is,canonpowershota1100a11002in1canpsa1100is,44.0,44.0,,,,,canon
5f3ba61f3fd5b671b2200979,5f3ba61f3fd5b671b2200979,www.buzzillions.com,a65,65,,,sonyalphadslrslta65,,3.0,,,,CMOS,sony
5f3ba61f3fd5b671b2200980,5f3ba61f3fd5b671b2200980,www.buzzillions.com,t1i,1,"180147\,3818b002",3818b002,canoneosrebelt1i3818b002,,3.0,,,,,canon
5f3ba61f3fd5b671b2200985,5f3ba61f3fd5b671b2200985,www.buzzillions.com,nex5,5,,,sonyalphanex5,,,,,,,sony
5f3ba61f3fd5b671b220098b,5f3ba61f3fd5b671b220098b,www.buzzillions.com,dmcts5,5,"""318802 orange""\,""318801 red""\,""280892""\,""qz4519202122""\,""qz45161718""\,""885170117013""","""qz4519202122""\,""qz45161718""\,""885170117013""",panasoniclumixdmcts5885170117013qz45161718qz4519202122,,4.0,,,,"[""CCD""\,""CMOS""]",panasonic
5f3ba61f3fd5b671b220098c,5f3ba61f3fd5b671b220098c,www.buzzillions.com,"the widowmaker\,thewidowmaker",,"""86289""\,""211958 black""\,""dscw570b""\,""par340214dd""","""dscw570b""\,""par340214dd""",k19dscw570bpar340214ddthewidowmaker,,5.0,,,,,k19
5f3ba61f3fd5b671b22009b4,5f3ba61f3fd5b671b22009b4,www.buzzillions.com,zoom2,2,,,panasonicdigitalzoom2zoom2,44.0,55.0,,,,,panasonic
5f3ba61f3fd5b671b22009c3,5f3ba61f3fd5b671b22009c3,www.buzzillions.com,26127brs,26127,"148897 black\,26127brs",26127brs,nikonelinchromportalite26127brs26127brs,,,,,,,nikon
5f3ba61f3fd5b671b22009d4,5f3ba61f3fd5b671b22009d4,www.buzzillions.com,dlux5,5,,,leicadlux5dlux5,44.0,,,,,,leica
5f3ba61f3fd5b671b22009ea,5f3ba61f3fd5b671b22009ea,www.buzzillions.com,a835,835,"133429 silver\,a835",a835,geappliancea835,4.5,3.0,,,,,ge
5f3ba61f3fd5b671b22009f3,5f3ba61f3fd5b671b22009f3,www.buzzillions.com,7d,7,"""168890""\,""168891""\,""caneos7dbody""\,""caneos7dkit""","""caneos7dbody""\,""caneos7dkit""",canoneos7dcaneos7dbodycaneos7dkit,,3.0,,,,,canon
5f3ba61f3fd5b671b22009f4,5f3ba61f3fd5b671b22009f4,www.buzzillions.com,stylus7040,7040,,,olympusstylus7040stylus7040stylus7040,5.0,7.0,,,,,olympus
5f3ba61f3fd5b671b22009f6,5f3ba61f3fd5b671b22009f6,www.buzzillions.com,dsctx55,55,,,sonydsctx55,,5.0,,,,CMOS,sony
5f3ba61f3fd5b671b22009ff,5f3ba61f3fd5b671b22009ff,www.buzzillions.com,z981,981,z981blk,,kodakz981,54.0,26.0,,,,,kodak
5f3ba61f3fd5b671b2200a48,5f3ba61f3fd5b671b2200a48,www.buzzillions.com,k30,30,"256361 blue\,k30lensbwb",k30lensbwb,pentaxk30k30lensbwb,,3.0,,,,CMOS,pentax
5f3ba61f3fd5b671b2200a4d,5f3ba61f3fd5b671b2200a4d,www.buzzillions.com,"m550\,550 m\,550m\,550",550,,,kodakeasysharem550mm550550,,5.0,,,,,kodak
5f3ba61f3fd5b671b2200a56,5f3ba61f3fd5b671b2200a56,www.buzzillions.com,d7000,7000,,,nikond7000,,,,,,,nikon
5f3ba61f3fd5b671b2200a5e,5f3ba61f3fd5b671b2200a5e,www.buzzillions.com,a1255,1255,"180101 silver\,a1255",a1255,geappliancesmartseriesa1255,,,,,,,ge
5f3ba61f3fd5b671b2200a65,5f3ba61f3fd5b671b2200a65,www.buzzillions.com,s60,60,"148893 black\,26129bbbpwr",26129bbbpwr,nikoncoolpixs6026129bbbpwr,4.0,55.0,,,,,nikon
5f3ba61f3fd5b671b2200a66,5f3ba61f3fd5b671b2200a66,www.buzzillions.com,k30,30,"256361 blue\,k30lensbwb",k30lensbwb,pentaxk30k30lensbwb,,3.0,,,,CMOS,pentax
5f3ba61f3fd5b671b2200a7f,5f3ba61f3fd5b671b2200a7f,www.buzzillions.com,xp100,100,,,fujifilmfinepixxp100,,5.0,,,,CMOS,fujifilm
5f3ba61f3fd5b671b2200a98,5f3ba61f3fd5b671b2200a98,www.buzzillions.com,nex3k,3,,,sonyalphanex3k,,,,,,,sony
5f3ba61f3fd5b671b2200aa2,5f3ba61f3fd5b671b2200aa2,www.buzzillions.com,st95,95,,,samsungst95st95st95,5.0,5.0,,,,CCD,samsung
5f3ba61f3fd5b671b2200aa9,5f3ba61f3fd5b671b2200aa9,www.buzzillions.com,d5200,5200,"""280886""\,""286853""\,""018208263776""\,""018208132867""","""018208263776""\,""018208132867""",nikond5200018208132867018208263776d5200d5200,4.0,6.0,,,,CMOS,nikon
5f3ba61f3fd5b671b2200ab1,5f3ba61f3fd5b671b2200ab1,www.buzzillions.com,t99,99,,,sonycybershotdigitalcamerat99,,4.0,,,,,sony
5f3ba61f3fd5b671b2200ac4,5f3ba61f3fd5b671b2200ac4,www.buzzillions.com,exz800,800,"202608\,exz800yw",exz800yw,casioexilimexz800exz800exz800exz800yw,6.0,4.0,,,,,casio
5f3ba61f3fd5b671b2200adb,5f3ba61f3fd5b671b2200adb,www.buzzillions.com,sz12,12,v102081bu000,,olympussz12sz12sz12,,24.0,,,,CCD,olympus
5f3ba61f3fd5b671b2200ae2,5f3ba61f3fd5b671b2200ae2,www.buzzillions.com,d5100,5100,,,nikond5100,,,,,,CMOS,nikon
5f3ba61f3fd5b671b2200ae4,5f3ba61f3fd5b671b2200ae4,www.buzzillions.com,"exz550be\,exz550",550,,,casiowidelcdexz550beexz550beexz550,4.0,4.0,,,,,casio
5f3ba61f3fd5b671b2200ae6,5f3ba61f3fd5b671b2200ae6,www.buzzillions.com,a1050,1050,,,geappliancedigitalcameraa1050,5.7,5.0,,,,,ge
5f3ba61f3fd5b671b2200af5,5f3ba61f3fd5b671b2200af5,www.buzzillions.com,dmcgf3,3,,,panasoniclumixdmcgf3,,3.0,,,,CMOS,panasonic
5f3ba61f3fd5b671b2200aff,5f3ba61f3fd5b671b2200aff,www.buzzillions.com,v25,25,"186146 red\,v25\,v25-straw-tru",v25,vivitarv25,,,,,,,vivitar
5f3ba61f3fd5b671b2200b00,5f3ba61f3fd5b671b2200b00,www.buzzillions.com,dslra550l,550,,,sonydslra550l,,3.0,,,,,sony
5f3ba61f3fd5b671b2200b06,5f3ba61f3fd5b671b2200b06,www.buzzillions.com,k2000,2000,"155017\,17311",17311,pentaxk200017311k2000k2000,,,,,,,pentax
5f3ba61f3fd5b671b2200b13,5f3ba61f3fd5b671b2200b13,www.buzzillions.com,fe47,47,,,olympusfe47fe47fe47,4.0,55.0,,,,,olympus
5f3ba61f3fd5b671b2200b2e,5f3ba61f3fd5b671b2200b2e,www.buzzillions.com,a,,,,nikoncoolpixa,,,,,,CMOS,nikon
5f3ba61e3fd5b671b2200800,5f3ba61e3fd5b671b2200800,www.buzzillions.com,exh10bk,10,,,casioexilimexh10bk,44.0,1010.0,,,,,casio
5f3ba61e3fd5b671b2200818,5f3ba61e3fd5b671b2200818,www.buzzillions.com,a2400,2400,"304011 black\,618883b001",618883b001,canonpowershota2400618883b001,4.0,55.0,,,,CCD,canon
5f3ba61e3fd5b671b220082c,5f3ba61e3fd5b671b220082c,www.buzzillions.com,510hs,510,"233063 black\,canps510hs",canps510hs,canonpowershotelph510hscanps510hs,4.0,12.0,,,,CMOS,canon
5f3ba61e3fd5b671b220082d,5f3ba61e3fd5b671b220082d,www.buzzillions.com,,,,,olympusdigitalcamera,4.0,4.0,,,,CMOS,olympus
5f3ba61e3fd5b671b2200832,5f3ba61e3fd5b671b2200832,www.buzzillions.com,z800exr,800,"195724 black\,z800exr",z800exr,fujifilmfinepixz800exr,44.4,5.0,,,,,fujifilm
5f3ba61e3fd5b671b2200835,5f3ba61e3fd5b671b2200835,www.buzzillions.com,sx30,30,"""200329 black""\,""215216 black""\,""013803127348""\,""canpssx30is""","""013803127348""\,""canpssx30is""",canonpowershotsx30013803127348canpssx30is,44.0,343535.0,,,,,canon
5f3ba61e3fd5b671b2200844,5f3ba61e3fd5b671b2200844,www.buzzillions.com,"sp810uz\,optical",810,,,olympussp810uzopticalsp810uzcamera,,36.0,,,,CCD,olympus
5f3ba61e3fd5b671b220084d,5f3ba61e3fd5b671b220084d,www.buzzillions.com,"dmczr1s\,zr1",1,,,panasoniclumixdmczr1sdmczr1szr1,44.0,88.0,,,,,panasonic
5f3ba61e3fd5b671b2200852,5f3ba61e3fd5b671b2200852,www.buzzillions.com,s6100,6100,"""215641 plum""\,""215643 silver""\,""233214 red""\,""26261""\,""26269""\,""nkns4100""","""26261""\,""26269""\,""nkns4100""",nikoncoolpixs61002626126269nkns4100,4.0,7575.0,,,,,nikon
5f3ba61e3fd5b671b2200860,5f3ba61e3fd5b671b2200860,www.buzzillions.com,"dscs950\,shot10",950,,,sonydscs950dscs950shot10,,,,,,,sony
5f3ba61e3fd5b671b220086b,5f3ba61e3fd5b671b220086b,www.buzzillions.com,nx1000,1000,"287970\,evnx1000babus",evnx1000babus,samsungsmartwirelssnx1000evnx1000babus,,,,,,CMOS,samsung
5f3ba61e3fd5b671b220086f,5f3ba61e3fd5b671b220086f,www.buzzillions.com,v1,1,,,nikon1v1,,,,,,CMOS,nikon
5f3ba61e3fd5b671b2200870,5f3ba61e3fd5b671b2200870,www.buzzillions.com,k2000,2000,"155020\,17314",17314,pentaxk200017314,,3.0,,,,,pentax
5f3ba61e3fd5b671b220088d,5f3ba61e3fd5b671b220088d,www.buzzillions.com,sz30mr,30,,,olympussz30mr,44.0,2424.0,,,,CMOS,olympus
5f3ba61e3fd5b671b22008a1,5f3ba61e3fd5b671b22008a1,www.buzzillions.com,"foosball robot\,foosballrobot",,"""107783""\,""107784""\,""vc5188pink""\,""vc5188blk""","""vc5188pink""\,""vc5188blk""",sparcofoosballrobotvc5188vc5188blk,8.0,,,,,,sparco
5f3ba61e3fd5b671b22008c1,5f3ba61e3fd5b671b22008c1,www.buzzillions.com,sl30,30,,,samsungsl30sl30sl30,,3.0,,,,,samsung
5f3ba61e3fd5b671b22008cd,5f3ba61e3fd5b671b22008cd,www.buzzillions.com,l610,610,,,nikoncoolpixl610,,14.0,,,,CMOS,nikon
5f3ba61e3fd5b671b22008ce,5f3ba61e3fd5b671b22008ce,www.buzzillions.com,e1035,1035,"133428 silver\,e1035",e1035,geappliancee1035e1035e1035,4.5,3.0,,,,,ge
5f3ba61e3fd5b671b22008f3,5f3ba61e3fd5b671b22008f3,www.buzzillions.com,pl120,120,"""85770""\,""211839""\,""par015394dd""\,""ecpl120""\,ec-pl120zbpbus","""par015394dd""\,""ecpl120""",samsungpl120ecpl120par015394dd,,5.0,,,,CCD,samsung
5f3ba61e3fd5b671b22008fc,5f3ba61e3fd5b671b22008fc,www.buzzillions.com,kidizoom,,"""229308""\,""230324""\,""3417761227008""\,""122750""\,""80-106950""\,""80-122750""\,""80-122700""\,""80-106900""","""3417761227008""\,""122750""",vtechkidizoomcamera1227503417761227008,,,,,,,vtech
5f3ba61e3fd5b671b2200902,5f3ba61e3fd5b671b2200902,www.buzzillions.com,dsctx55,55,,,sonydsctx55,,5.0,,,,CMOS,sony
5f3ba61e3fd5b671b220090d,5f3ba61e3fd5b671b220090d,www.buzzillions.com,dschx20v,20,"250802\,027242846227",027242846227,sonycybershotdschx20v027242846227,,20.0,,,,CMOS,sony
5f3ba61e3fd5b671b2200926,5f3ba61e3fd5b671b2200926,www.buzzillions.com,dscw650,650,"""244225""\,""250520""\,""027242844261""\,""027242844247""","""027242844261""\,""027242844247""",sonycybershotdscw650027242844247027242844261,,5.0,,,,CCD,sony
5f3ba61e3fd5b671b220092e,5f3ba61e3fd5b671b220092e,www.buzzillions.com,dschx50v,50,,,sonycybershotdschx50v,,30.0,,,,CMOS,sony
