,key,source,famer_brand_list,famer_model_list,famer_product_name,digital zoom,famer_opticalzoom,optical zoom,sensor type,sensor_typ_2,weight,dimension,dimensions,display,zoom
10791,5f3ba61f3fd5b671b2200d1f,www.pricedekho.com,canon,sx150,canonpowershotsx150,,,,,CCD Sensor,,Dimensions\n4.46 x 2.88 x 1.8 Inches\nWeight\n306 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n12x\nDigital Zoom\n4x
"
12521,5f3ba61f3fd5b671b2200bb7,www.pricedekho.com,canon,100d,canoneos100d,,,,CMOS Sensor,,,,,,"
"
12522,5f3ba61f3fd5b671b2200bbb,www.pricedekho.com,panasonic,dmcg3w,panasoniclumixgdmcg3w,,,,,,,,,,"
"
12523,5f3ba61f3fd5b671b2200bc1,www.pricedekho.com,olympus,vg110,olympusvg110,4x,,4x,CCD Sensor,,,,,,"
"
12524,5f3ba61f3fd5b671b2200bc4,www.pricedekho.com,samsung,wb50f,samsungsmartwb50f,2x,,12x,CCD Sensor,,157 gms,,101 x 68 x 27.1 mm,,"
"
12525,5f3ba61f3fd5b671b2200bd0,www.pricedekho.com,fujifilm,ax550,fujifilmfinepixax550,7.2x,,5x,CCD Sensor,,408 gms,,117 x 34.7 x 61 mm,,"
"
12526,5f3ba61f3fd5b671b2200bda,www.pricedekho.com,sony,a850l,sonya850l,,,,,Exmor CMOS Sensor,,Weight\n861.8 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches,"Optical Zoom\nNo
"
12527,5f3ba61f3fd5b671b2200be0,www.pricedekho.com,canon,a3300,canonpowershota3300,4x,,5x,CCD Sensor,,,,,,"
"
12528,5f3ba61f3fd5b671b2200bee,www.pricedekho.com,samsung,nx,samsungnxmini,,,,,BSI CMOS Sensor,,Weight\n195 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps,"Optical Zoom\n3x
"
12529,5f3ba61f3fd5b671b2200bf6,www.pricedekho.com,sony,dscwx80,sonydscwx80,32x,,8x,Exmor R CMOS Sensor,,124 gms,,113 x 76 x 43.5 mm,,"
"
12530,5f3ba61f3fd5b671b2200c0b,www.pricedekho.com,olympus,t110,olympust110,,,,,CCD Sensor,,Weight\n135 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots,"Optical Zoom\n3x\nDigital Zoom\n4x
"
12531,5f3ba61f3fd5b671b2200c10,www.pricedekho.com,nikon,l820,nikoncoolpixl820,4x,,30x,CMOS Sensor,,470 gms,,4.37 x 3.33 x 3 Inches,,"
"
12532,5f3ba61f3fd5b671b2200c16,www.pricedekho.com,olympus,sz31mr,olympussz31mr,4x,,24x,CMOS Sensor,,,,,,"
"
12533,5f3ba61f3fd5b671b2200c21,www.pricedekho.com,canon,a3200,canonpowershota3200,4x,5.0,5x,,,,,,,"
"
12534,5f3ba61f3fd5b671b2200c22,www.pricedekho.com,nikon,p7700,nikoncoolpixp7700,4x,,7.1x,CMOS Sensor,,392 gms,,4.67 x 2.85 x 1.98 Inches,,"
"
12535,5f3ba61f3fd5b671b2200c30,www.pricedekho.com,fujifilm,jz100,fujifilmfinepixjz100,6.7x,,8x,CCD Sensor,,112 gms,,3.95 x 2.2 x 0.94 Inches,,"
"
12536,5f3ba61f3fd5b671b2200c3e,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,BSI CMOS Sensor,,Dimensions\n96 x 54.9 x 25.7 mm\nWeight\n160 gms,,Display Type\nLCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:09\nAdditional Display Features\nAnti-reflection Coating,"Optical Zoom\n10x\nDigital Zoom\n4x
"
12537,5f3ba61f3fd5b671b2200c4a,www.pricedekho.com,panasonic,dmcfh2,panasoniclumixdmcfh2,4x,,4x,CCD Sensor,,,,,,"
"
12538,5f3ba61f3fd5b671b2200c4b,www.pricedekho.com,canon,sx240,canonpowershotsx240,4x,20.0,20x,CMOS Sensor,,,,,,"
"
12539,5f3ba61f3fd5b671b2200c6b,www.pricedekho.com,canon,600d,canoneos600d,,,,CMOS Sensor,,570 gms,,5.24 x 3.92 x 3.14 Inches,,"
"
12540,5f3ba61f3fd5b671b2200c78,www.pricedekho.com,nikon,d750,nikond750,4x,,3x,CMOS Sensor,,840 gms,,140.5 x 113 x 78 mm,,"
"
12541,5f3ba61f3fd5b671b2200c7a,www.pricedekho.com,nikon,s3300,nikoncoolpixs3300,,,,,,,,,,"
"
12542,5f3ba61f3fd5b671b2200c82,www.pricedekho.com,sony,dschx10v,sonycybershotdschx10v,,,,,Exmor R CMOS Sensor,,Dimensions\n4.12 x 2.35 x 1.33 Inches\nWeight\n204 gms,,"Display Type\nXtraFine LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921600 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 4\:3","Optical Zoom\n16x\nDigital Zoom\n40x
"
12543,5f3ba61f3fd5b671b2200c86,www.pricedekho.com,sony,dscw610,sonycybershotdscw610,9x,,4x,Super HAD CCD Sensor,,113 gms,,133.1 x 99.8 x 78.8 mm,,"
"
12544,5f3ba61f3fd5b671b2200c9e,www.pricedekho.com,nikon,s9200,nikoncoolpixs9200,,,,,,,,,,"
"
12545,5f3ba61f3fd5b671b2200c9f,www.pricedekho.com,samsung,st72,samsungst72,,,,,CCD Sensor,,Dimensions\n3.72 x 2.28 x 0.7 Inches\nWeight\n114 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n5x\nDigital Zoom\n51x
"
12546,5f3ba61f3fd5b671b2200cc3,www.pricedekho.com,kodak,slice,kodakslicetouchscreen,,,,,CCD Sensor,,Weight\n158 gms,,"Screen Size\n3.5 Inches\nVideo Display Resolution\n720 @ 30 fps (HD)\, 848 x 480 @ 30 fps (WVGA) pixels","Optical Zoom\n5x\nDigital Zoom\n5x
"
12547,5f3ba61f3fd5b671b2200cd8,www.pricedekho.com,samsung,es75,samsunges75,3x,,5x,CCD Sensor,,,,,,"
"
12548,5f3ba61f3fd5b671b2200cdb,www.pricedekho.com,samsung,st200f,samsungst200f,,,,,CCD Sensor,,Weight\n142.3 gms,,Screen Size\n3 Inches,"Optical Zoom\n10x
"
12549,5f3ba61f3fd5b671b2200ce7,www.pricedekho.com,nikon,s9700,nikoncoolpixs9700,,,,,BSI CMOS Sensor,,Dimensions\n4.33 x 2.52 x 1.38 Inches\nWeight\n232 gms,,Display Type\nOLED with Anti-reflection Coating\nScreen Size\n3 Inches,"Optical Zoom\n30x\nDigital Zoom\n4x
"
12550,5f3ba61f3fd5b671b2200ce9,www.pricedekho.com,nikon,s2700,nikoncoolpixs2700,,,,,CCD Sensor,,Dimensions\n3.73 x 2.28 x 0.82 Inches\nWeight\n125 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n16\:09,"Optical Zoom\n6x\nDigital Zoom\n4x
"
12551,5f3ba61f3fd5b671b2200cf3,www.pricedekho.com,nikon,s80,nikoncoolpixs80,4x,5.0,5x,,,,,,,"
"
12552,5f3ba61f3fd5b671b2200cf7,www.pricedekho.com,fujifilm,sl1000,fujifilmfinepixsl1000,,,,,CMOS Sensor,,Weight\n619 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n920000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 60 fps\nViewFinder\nElectronic View Finder,"Optical Zoom\n50x\nDigital Zoom\n2x
"
12553,5f3ba61f3fd5b671b2200cff,www.pricedekho.com,canon,s100,canonpowershots100,4x,5.0,5x,CMOS Sensor,,"173 gms (Body only)\, 198 gms (with Battery & Memory Card)",,,,"
"
12554,5f3ba61f3fd5b671b2200d03,www.pricedekho.com,nikon,l810,nikoncoolpixl810,4x,,26x,CCD Sensor,,430 gms,,4.37 x 3 x 3.27 Inches,,"
"
12555,5f3ba61f3fd5b671b2200d05,www.pricedekho.com,samsung,ex1,samsungex1,,,3x,CCD Sensor,,,,,,"
"
12556,5f3ba61f3fd5b671b2200d1e,www.pricedekho.com,canon,ixus265,canonixus265,4x,,12x,,,147 gms,,3.93 x 2.27 x 0.88 Inches,,"
"
14299,5f3ba61f3fd5b671b2200be8,www.pricedekho.com,canon,7d,canoneos7d,,,,CMOS Sensor,,820 gms,,148.2 x 110.7 x 73.5 mm,,"
"
14300,5f3ba61f3fd5b671b2200bf2,www.pricedekho.com,sony,w310,sonydscw310,,,,,CMOS Sensor,,Weight\n127 gms,,Screen Size\n2.7 Inches,"Optical Zoom\n4x
"
14301,5f3ba61f3fd5b671b2200c04,www.pricedekho.com,canon,ixus125,canonixus125,,,,,CMOS Sensor,,Dimensions\n94.5 x 58.3 x 26.3 mm\nWeight\n135 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n5x\nDigital Zoom\n4x
"
14302,5f3ba61f3fd5b671b2200c18,www.pricedekho.com,samsung,gc100,samsunggalaxygc100,,,20.9x,BSI CMOS Sensor,,305 gms,,129 x 71 x 19 mm,,"
"
14303,5f3ba61f3fd5b671b2200c1b,www.pricedekho.com,panasonic,dmcf3,panasoniclumixdmcf3,4x,4.0,4x,,,,,,,"
"
14304,5f3ba61f3fd5b671b2200c3b,www.pricedekho.com,samsung,dv100,samsungdv100,Still Image Mode\: 1x - 5x,,5x,CCD Sensor,,123 gms,,124 x 96 x 74.5 mm,,"
"
14305,5f3ba61f3fd5b671b2200c3c,www.pricedekho.com,nikon,l23,nikoncoolpixl23,4x,5.0,5x,CCD Sensor,,,,,,"
"
14306,5f3ba61f3fd5b671b2200c54,www.pricedekho.com,nikon,l810,nikoncoolpixl810,,,,,,,,,,"
"
14307,5f3ba61f3fd5b671b2200c64,www.pricedekho.com,kodak,m577,kodakeasysharetouchm577,,,,,CCD Sensor,,Weight\n150 gms,,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n5x
"
14308,5f3ba61f3fd5b671b2200c66,www.pricedekho.com,nikon,p530,nikoncoolpixp530,,,,,CMOS Sensor,,Dimensions\n4.84 x 3.86 x 3.31 Inches\nWeight\n494 gms,,Display Type\nTFT LCD with Anti-Reflection Coating\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nElectronic View Finder,"Optical Zoom\n41.7x\nDigital Zoom\n4x
"
14309,5f3ba61f3fd5b671b2200c6c,www.pricedekho.com,nikon,s6700,nikoncoolpixs6700,,,,,CCD Sensor,,Dimensions\n3.75 x 2.29 x 0.84 Inches\nWeight\n137 gms,,Display Type\nTFT LCD with Anti-Reflection Coating\nScreen Size\n3 Inches\nImage Display Resolution\n230000 Dots,"Optical Zoom\n10x\nDigital Zoom\n4x
"
14310,5f3ba61f3fd5b671b2200c7d,www.pricedekho.com,fujifilm,hs28exr,fujifilmfinepixhs28exr,,,,,EXR CMOS Sensor,,Dimensions\n5.14 x 4.96 x 3.57 Inches\nWeight\n637 gms,,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder","Optical Zoom\n30x\nDigital Zoom\n2x
"
14311,5f3ba61f3fd5b671b2200c88,www.pricedekho.com,sony,w530,sonycybershotdscw530,,,,,CCD Sensor,,Weight\n113 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots,"Optical Zoom\n4x\nDigital Zoom\n8x
"
14312,5f3ba61f3fd5b671b2200c8d,www.pricedekho.com,canon,600d,canoneos600d,,,,CMOS Sensor,,570 gms,,5.24 x 3.92 x 3.14 Inches,,"
"
14313,5f3ba61f3fd5b671b2200ca2,www.pricedekho.com,samsung,st70,samsungst70,,,,CCD Sensor,,,,,,"
"
14314,5f3ba61f3fd5b671b2200ca4,www.pricedekho.com,nikon,s3100,nikoncoolpixs3100,4x,5.0,5x,CCD Sensor,,,,,,"
"
14315,5f3ba61f3fd5b671b2200cb0,www.pricedekho.com,olympus,vg160,olympusvg160,4x,,5x,CCD Sensor,,125 gms,,3.78 x 2.22 x 0.76 Inches,,"
"
14316,5f3ba61f3fd5b671b2200cdd,www.pricedekho.com,casio,zs100,casioexilimexzs100,,,,,,,,,,"
"
14317,5f3ba61f3fd5b671b2200ce4,www.pricedekho.com,canon,550d,canoneos550d,,,,,CMOS Sensor,,Dimensions\n5.07 x 3.84 x 2.96 Inches\nWeight\n475 gms,,Display Type\nLiquid Crystal TFT\nScreen Size\n3 Inches\nImage Display Resolution\n1040000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n03\:02\nViewFinder\nEye-level Pentamirror,"Optical Zoom\n10x\nDigital Zoom\n1.5x
"
14318,5f3ba61f3fd5b671b2200cf6,www.pricedekho.com,canon,powershot,canonpowershotn,4x,,8x,CMOS Sensor,,,,,,"
"
14319,5f3ba61f3fd5b671b2200d04,www.pricedekho.com,olympus,810uz,olympussp810uz,4x,,36x,CCD Sensor,,,,,,"
"
14320,5f3ba61f3fd5b671b2200d1b,www.pricedekho.com,sony,dscw620,sonycybershotdscw620,10x,5.0,5x,Super HAD CCD Sensor,,,,,,"
"
16026,5f3ba61f3fd5b671b2200bb9,www.pricedekho.com,panasonic,dmcfz200,panasoniclumixdmcfz200,4x,,24x,MOS Sensor,,537 gms,,4.93 x 3.41 x 4.34 Inches,,"
"
16027,5f3ba61f3fd5b671b2200bbf,www.pricedekho.com,canon,sx220,canonpowershotsx220,4.0,,14x,CMOS Sensor,,,,,,"
"
16028,5f3ba61f3fd5b671b2200bd5,www.pricedekho.com,olympus,epm1,olympusepm1,,,,Live MOS Sensor,,,,,,"
"
16029,5f3ba61f3fd5b671b2200bd9,www.pricedekho.com,fujifilm,s4500,fujifilmfinepixs4500,6.7x,,30x,CCD Sensor,,540 gms,,4.65 x 3.19 x 3.93 Inches,,"
"
16030,5f3ba61f3fd5b671b2200bf3,www.pricedekho.com,benq,lm100,benqlm100,5x,,4x,CCD Sensor,,,,,,"
"
16031,5f3ba61f3fd5b671b2200bf7,www.pricedekho.com,ricoh,x5,ricohpentaxx5,,,,,,,,,"Screen Size\n3 Inches\nVideo Display Resolution\n1280 x 720 pixels (HD)\nViewFinder\nElectronic View Finder\, Approx. 230K dots (Equipped the with diopter adjustment dial)","Optical Zoom\n26x\nDigital Zoom\n7.2x
"
16032,5f3ba61f3fd5b671b2200c28,www.pricedekho.com,panasonic,dmcfh7,panasoniclumixdmcfh7,4x,,4x,CCD Sensor,,109 gms,,3.75 x 2.22 x 0.76 Inches,,"
"
16033,5f3ba61f3fd5b671b2200c2d,www.pricedekho.com,nikon,d800e,nikond800e,,,,CMOS Sensor,,,,,,"
"
16034,5f3ba61f3fd5b671b2200c2e,www.pricedekho.com,canon,ixus115,canonixus115,4x,,4x,CMOS Sensor,,,,,,"
"
16035,5f3ba61f3fd5b671b2200c40,www.pricedekho.com,nikon,s4400,nikoncoolpixs4400,,,,,CCD Sensor,,Dimensions\n3.76 x 2.32 x 0.82 Inches\nWeight\n140 gms,,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)\nAdditional Display Features\nAnti-reflection Coating,"Optical Zoom\n6x\nDigital Zoom\n4x
"
16036,5f3ba61f3fd5b671b2200c4e,www.pricedekho.com,sony,w520,sonycybershotdscw520,,,,,CCD Sensor,,Weight\n108 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA),"Optical Zoom\n5x\nDigital Zoom\n10x
"
16037,5f3ba61f3fd5b671b2200c6d,www.pricedekho.com,sony,dscw630,sonycybershotdscw630,20x,,5x,Super HAD CCD Sensor,,116 gms,,125.2 x 86.6 x 110.2 mm,,"
"
16038,5f3ba61f3fd5b671b2200c77,www.pricedekho.com,fujifilm,hs50exr,fujifilmfinepixhs50exr,2x,,42x,EXR CMOS II Sensor,,758 gms,,5.74 x 5.31 x 3.99 Inches,,"
"
16039,5f3ba61f3fd5b671b2200c7b,www.pricedekho.com,nikon,l320,nikoncoolpixl320,4x,,26x,CCD Sensor,,430 gms,,111.1 x 76.3 x 83.3 mm,,"
"
16040,5f3ba61f3fd5b671b2200cad,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,,,,,,"
"
16041,5f3ba61f3fd5b671b2200cb9,www.pricedekho.com,sony,s2000,sonycybershotdscs2000,,,,,Super HAD CCD Sensor,,Weight\n125 gms,,Screen Size\n2.5 Inches,"Optical Zoom\n3x\nDigital Zoom\n6x
"
16042,5f3ba61f3fd5b671b2200cbd,www.pricedekho.com,samsung,st30,samsungst30,,,,,CCD Sensor,,Dimensions\n92.9 x 52.4 x 21.6 mm\nWeight\n86.5 gms,,Display Type\nTFT LCD\nScreen Size\n2.4 Inches\nImage Display Resolution\n112000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA),"Digital Zoom\n3x
"
16043,5f3ba61f3fd5b671b2200cca,www.pricedekho.com,nikon,l620,nikoncoolpixl620,2x,,14x,CMOS Sensor,,,,,,"
"
16044,5f3ba61f3fd5b671b2200cd9,www.pricedekho.com,sony,dscw350,sonycybershotdscw350,,,,,Super HAD CCD Sensor,,Weight\n117 gms,,Screen Size\n2.7 Inches,"Optical Zoom\n4x\nDigital Zoom\n8x
"
16045,5f3ba61f3fd5b671b2200cfd,www.pricedekho.com,sony,hx60v,sonycybershotdschx60v,,,,CMOS Sensor,,,,,,"
"
16046,5f3ba61f3fd5b671b2200d0c,www.pricedekho.com,sony,dscrx100,sonycybershotdscrx100,14x,3.6,3.6x,Exmor R CMOS Sensor,,,,,,"
"
17769,5f3ba61f3fd5b671b2200bcf,www.pricedekho.com,nikon,s1100pj,nikoncoolpixs1100pj,,,,,CCD Sensor,,Dimensions\n3.97 x 2.47 x 0.95 Inches\nWeight\n155 gms,,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n5x\nDigital Zoom\n4x
"
17770,5f3ba61f3fd5b671b2200bd7,www.pricedekho.com,samsung,dv300f,samsungdv300f,5x,,5x,CCD Sensor,,120 gms,,3.75 x 2.22 x 0.72 Inches,,"
"
17771,5f3ba61f3fd5b671b2200bef,www.pricedekho.com,olympus,vr320,olympusvr320,4x,,12.5x,CCD Sensor,,,,,,"
"
17772,5f3ba61f3fd5b671b2200bf0,www.pricedekho.com,canon,g11,canonpowershotg11,4x,4.0,4x,,,,,,,"
"
17773,5f3ba61f3fd5b671b2200bf1,www.pricedekho.com,canon,550d,canoneos550d,10x,,Approx. 1.5x - 10x,CMOS Sensor,,,,,,"
"
17774,5f3ba61f3fd5b671b2200bfd,www.pricedekho.com,ricoh,gr,ricohgr,,1.0,1x,,,,,,,"
"
17775,5f3ba61f3fd5b671b2200bfe,www.pricedekho.com,olympus,epl3,olympuspenliteepl3,,,,,,313 gms,,4.31 x 2.51 x 1.47 Inches,,"
"
17776,5f3ba61f3fd5b671b2200c00,www.pricedekho.com,sony,a57k,sonyalphaslta57k,4x,4.0,4x,,,,,,,"
"
17777,5f3ba61f3fd5b671b2200c12,www.pricedekho.com,olympus,vh520,olympusstylusvh520,2x,,10x,CMOS Sensor,,148 gms,,4.01 x 2.24 x 1 Inches,,"
"
17778,5f3ba61f3fd5b671b2200c15,www.pricedekho.com,fujifilm,l30,fujifilmfinepixl30,5.7x,,3x,CCD Sensor,,,,,,"
"
17779,5f3ba61f3fd5b671b2200c19,www.pricedekho.com,casio,zs5,casioexilimexzs5,4x,,5x,CCD Sensor,,,,,,"
"
17780,5f3ba61f3fd5b671b2200c1c,www.pricedekho.com,fujifilm,z900,fujifilmfinepixz900,5x,,5x,CMOS Sensor,,,,,,"
"
17781,5f3ba61f3fd5b671b2200c2b,www.pricedekho.com,sony,ilce6000l,sonyalphailce6000l,2x,,,CMOS Sensor,,460 gms,,4.72 x 2.64 x 1.77 Inches,,"
"
17782,5f3ba61f3fd5b671b2200c2f,www.pricedekho.com,nikon,d4,nikond4,,,,,CMOS Sensor,,Weight\n1180 gms,,Display Type\nTFT LCD\nScreen Size\n3.2 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nEye-level Pentaprism\nAdditional Display Features\nWide Viewing Angle,"
"
17783,5f3ba61f3fd5b671b2200c35,www.pricedekho.com,canon,s110,canonpowershots110,4x,,5x,CMOS Sensor,,173 gms,,3.89 x 2.32 x 1.06 Inches,,"
"
17784,5f3ba61f3fd5b671b2200c41,www.pricedekho.com,ricoh,k30,ricohpentaxk30,,,,,CMOS Sensor,,Weight\n649 gms,,Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps,"Optical Zoom\n8x
"
17785,5f3ba61f3fd5b671b2200c5c,www.pricedekho.com,canon,5d,canoneos5d,,,,,CMOS Sensor,,Weight\n860 gms,,Display Type\nLiquid Crystal TFT\nScreen Size\n3 Inches\nImage Display Resolution\n1040000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nViewFinder\nEye-level Pentaprism,"Optical Zoom\nNo
"
17786,5f3ba61f3fd5b671b2200c6a,www.pricedekho.com,panasonic,dmcfp1,panasoniclumixdmcfp1,,,,,CCD Sensor,,Weight\n141 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n848 x 480 pixels @ 30 fps,"Optical Zoom\n4x\nDigital Zoom\n4x
"
17787,5f3ba61f3fd5b671b2200c6f,www.pricedekho.com,nikon,coolpix,nikoncoolpixa,-,,No,,,,,,,"
"
17788,5f3ba61f3fd5b671b2200c97,www.pricedekho.com,canon,sx400,canonpowershotsx400,,,,,CCD Sensor,,Weight\n313 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 Dots,"Optical Zoom\n30x\nDigital Zoom\n4x
"
17789,5f3ba61f3fd5b671b2200cbf,www.pricedekho.com,canon,1100d,canoneos1100d,,,,CMOS Sensor,,450 gms,,129.9 x 99.7 x 77.9 mm,,"
"
17790,5f3ba61f3fd5b671b2200cc5,www.pricedekho.com,canon,a2400,canonpowershota2400,,,,,CCD Sensor,,Dimensions\n108.7 x 62.3 x 30.6 mm\nWeight\n110 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 24 fps\nSupported Aspect Ratio\n04\:03,"Optical Zoom\n5x\nDigital Zoom\n4x
"
17791,5f3ba61f3fd5b671b2200ccc,www.pricedekho.com,nikon,d700,nikond700,,,,CMOS Sensor,,,,,,"
"
17792,5f3ba61f3fd5b671b2200cd0,www.pricedekho.com,sony,h400,sonyh400,,,63x,CCD Sensor,,,,,,"
"
17793,5f3ba61f3fd5b671b2200ce2,www.pricedekho.com,nikon,d7100,nikond7100,,,,,,765 gms,,5.33 x 4.19 x 2.99 Inches,,"
"
17794,5f3ba61f3fd5b671b2200cf5,www.pricedekho.com,canon,a3400,canonpowershota3400,4x,,5x,CCD Sensor,,"125 gms (Body Only)\, 141 gms (with Battery & Memory Card)",,94.4 x 56.3 x 21.3 mm,,"
"
17795,5f3ba61f3fd5b671b2200cfc,www.pricedekho.com,fujifilm,s4800,fujifilmfinepixs4800,7.2x,30.0,30x,CCD Sensor,,,,,,"
"
17796,5f3ba61f3fd5b671b2200d01,www.pricedekho.com,panasonic,dmcfz60,panasoniclumixdmcfz60,4x,,24x,MOS Sensor,,,,,,"
"
17797,5f3ba61f3fd5b671b2200d06,www.pricedekho.com,samsung,wb200f,samsungsmartwb200f,,,,,CCD Sensor,,Dimensions\n4.19 x 2.43 x 0.85 Inches\nWeight\n184 gms,,Display Type\nTFT LCD C-Type Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n01\:01,"Optical Zoom\n18x
"
17798,5f3ba61f3fd5b671b2200d0f,www.pricedekho.com,sony,slta55vl,sonyslta55vl,,,,,CMOS Sensor,,Weight\n441 gms,,Screen Size\n3 Inches\nImage Display Resolution\n921600 dots\nViewFinder\nElectronic View Finder,"
"
17799,5f3ba61f3fd5b671b2200d13,www.pricedekho.com,fujifilm,hs20,fujifilmfinepixhs20,,30.0,30x,CMOS Sensor,,,,,,"
"
19527,5f3ba61f3fd5b671b2200bbc,www.pricedekho.com,canon,sx260,canonpowershotsx260,,,,,CMOS Sensor,,Weight\n208 gms,,Screen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps,"Optical Zoom\n20x\nDigital Zoom\n4x
"
19528,5f3ba61f3fd5b671b2200bbe,www.pricedekho.com,nikon,s6800,nikoncoolpixs6800,4x,12.0,12x,,,,,,,"
"
19529,5f3ba61f3fd5b671b2200bc5,www.pricedekho.com,panasonic,fh22,panasoniclumixfh22,4x,,8x,CCD Sensor,,,,,,"
"
19530,5f3ba61f3fd5b671b2200be3,www.pricedekho.com,panasonic,dmctz18,panasoniclumixdmctz18,4x,16.0,16x,MOS Sensor,,,,,,"
"
19531,5f3ba61f3fd5b671b2200bea,www.pricedekho.com,nikon,s02,nikoncoolpixs02,4x,,3x,CMOS Sensor,,100 gms,,77.1 x 51.3 x 17.5 mm,,"
"
19532,5f3ba61f3fd5b671b2200bf5,www.pricedekho.com,nikon,d810,nikond810,,,,CMOS Sensor,,,,,,"
"
19533,5f3ba61f3fd5b671b2200bfc,www.pricedekho.com,sony,nex3nl,sonynex3nl,,,,,Exmor APS HD CMOS Sensor,,Weight\n210 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460800 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 25 fps,"Digital Zoom\n4x
"
19534,5f3ba61f3fd5b671b2200c05,www.pricedekho.com,sony,wx350,sonycybershotwx350,,,20x,CMOS Sensor,,,,,,"
"
19535,5f3ba61f3fd5b671b2200c0f,www.pricedekho.com,canon,sx160,canonpowershotsx160,4x,,16x,CCD Sensor,,243 gms,,4.37 x 2.85 x 1.74 Inches,,"
"
19536,5f3ba61f3fd5b671b2200c11,www.pricedekho.com,fujifilm,sl300,fujifilmfinepixsl300,,,,,CCD Sensor,,Dimensions\n4.8 x 3.94 x 3.66 Inches\nWeight\n510 gms,,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder","Optical Zoom\n30x\nDigital Zoom\n6.7x
"
19537,5f3ba61f3fd5b671b2200c23,www.pricedekho.com,nikon,df,nikondfdslr,,,,,CMOS Sensor,,Dimensions\n5.65 x 4.33 x 2.62 Inches\nWeight\n765 gms,,Screen Size\n3.2 Inches\nViewFinder\nEye-level Pentaprism Single-Lens Reflex View Finder,"
"
