,key,source,famer_brand_list,famer_model_list,famer_product_name,digital zoom,famer_opticalzoom,optical zoom,sensor type,sensor type,weight,dimension,display
14299,5f3ba61f3fd5b671b2200be8,www.pricedekho.com,canon,7d,canoneos7d,,,,CMOS Sensor,CMOS Sensor,820 gms,,
14300,5f3ba61f3fd5b671b2200bf2,www.pricedekho.com,sony,w310,sonydscw310,,,,,,,Weight\n127 gms,Screen Size\n2.7 Inches
14301,5f3ba61f3fd5b671b2200c04,www.pricedekho.com,canon,ixus125,canonixus125,,,,,,,Dimensions\n94.5 x 58.3 x 26.3 mm\nWeight\n135 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
14302,5f3ba61f3fd5b671b2200c18,www.pricedekho.com,samsung,gc100,samsunggalaxygc100,,,20.9x,BSI CMOS Sensor,BSI CMOS Sensor,305 gms,,
14303,5f3ba61f3fd5b671b2200c1b,www.pricedekho.com,panasonic,dmcf3,panasoniclumixdmcf3,4x,4.0,4x,,,,,
14304,5f3ba61f3fd5b671b2200c3b,www.pricedekho.com,samsung,dv100,samsungdv100,Still Image Mode\: 1x - 5x,,5x,CCD Sensor,CCD Sensor,123 gms,,
14305,5f3ba61f3fd5b671b2200c3c,www.pricedekho.com,nikon,l23,nikoncoolpixl23,4x,5.0,5x,CCD Sensor,CCD Sensor,,,
14306,5f3ba61f3fd5b671b2200c54,www.pricedekho.com,nikon,l810,nikoncoolpixl810,,,,,,,,
14307,5f3ba61f3fd5b671b2200c64,www.pricedekho.com,kodak,m577,kodakeasysharetouchm577,,,,,,,Weight\n150 gms,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
14308,5f3ba61f3fd5b671b2200c66,www.pricedekho.com,nikon,p530,nikoncoolpixp530,,,,,,,Dimensions\n4.84 x 3.86 x 3.31 Inches\nWeight\n494 gms,Display Type\nTFT LCD with Anti-Reflection Coating\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nElectronic View Finder
14309,5f3ba61f3fd5b671b2200c6c,www.pricedekho.com,nikon,s6700,nikoncoolpixs6700,,,,,,,Dimensions\n3.75 x 2.29 x 0.84 Inches\nWeight\n137 gms,Display Type\nTFT LCD with Anti-Reflection Coating\nScreen Size\n3 Inches\nImage Display Resolution\n230000 Dots
14310,5f3ba61f3fd5b671b2200c7d,www.pricedekho.com,fujifilm,hs28exr,fujifilmfinepixhs28exr,,,,,,,Dimensions\n5.14 x 4.96 x 3.57 Inches\nWeight\n637 gms,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder"
14311,5f3ba61f3fd5b671b2200c88,www.pricedekho.com,sony,w530,sonycybershotdscw530,,,,,,,Weight\n113 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots
14312,5f3ba61f3fd5b671b2200c8d,www.pricedekho.com,canon,600d,canoneos600d,,,,CMOS Sensor,CMOS Sensor,570 gms,,
14313,5f3ba61f3fd5b671b2200ca2,www.pricedekho.com,samsung,st70,samsungst70,,,,CCD Sensor,CCD Sensor,,,
14314,5f3ba61f3fd5b671b2200ca4,www.pricedekho.com,nikon,s3100,nikoncoolpixs3100,4x,5.0,5x,CCD Sensor,CCD Sensor,,,
14315,5f3ba61f3fd5b671b2200cb0,www.pricedekho.com,olympus,vg160,olympusvg160,4x,,5x,CCD Sensor,CCD Sensor,125 gms,,
14316,5f3ba61f3fd5b671b2200cdd,www.pricedekho.com,casio,zs100,casioexilimexzs100,,,,,,,,
14317,5f3ba61f3fd5b671b2200ce4,www.pricedekho.com,canon,550d,canoneos550d,,,,,,,Dimensions\n5.07 x 3.84 x 2.96 Inches\nWeight\n475 gms,Display Type\nLiquid Crystal TFT\nScreen Size\n3 Inches\nImage Display Resolution\n1040000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n03\:02\nViewFinder\nEye-level Pentamirror
14318,5f3ba61f3fd5b671b2200cf6,www.pricedekho.com,canon,powershot,canonpowershotn,4x,,8x,CMOS Sensor,CMOS Sensor,,,
14319,5f3ba61f3fd5b671b2200d04,www.pricedekho.com,olympus,810uz,olympussp810uz,4x,,36x,CCD Sensor,CCD Sensor,,,
14320,5f3ba61f3fd5b671b2200d1b,www.pricedekho.com,sony,dscw620,sonycybershotdscw620,10x,5.0,5x,Super HAD CCD Sensor,Super HAD CCD Sensor,,,
16026,5f3ba61f3fd5b671b2200bb9,www.pricedekho.com,panasonic,dmcfz200,panasoniclumixdmcfz200,4x,,24x,MOS Sensor,MOS Sensor,537 gms,,
16027,5f3ba61f3fd5b671b2200bbf,www.pricedekho.com,canon,sx220,canonpowershotsx220,4.0,,14x,CMOS Sensor,CMOS Sensor,,,
16028,5f3ba61f3fd5b671b2200bd5,www.pricedekho.com,olympus,epm1,olympusepm1,,,,Live MOS Sensor,Live MOS Sensor,,,
16029,5f3ba61f3fd5b671b2200bd9,www.pricedekho.com,fujifilm,s4500,fujifilmfinepixs4500,6.7x,,30x,CCD Sensor,CCD Sensor,540 gms,,
16030,5f3ba61f3fd5b671b2200bf3,www.pricedekho.com,benq,lm100,benqlm100,5x,,4x,CCD Sensor,CCD Sensor,,,
16031,5f3ba61f3fd5b671b2200bf7,www.pricedekho.com,ricoh,x5,ricohpentaxx5,,,,,,,,"Screen Size\n3 Inches\nVideo Display Resolution\n1280 x 720 pixels (HD)\nViewFinder\nElectronic View Finder\, Approx. 230K dots (Equipped the with diopter adjustment dial)"
16032,5f3ba61f3fd5b671b2200c28,www.pricedekho.com,panasonic,dmcfh7,panasoniclumixdmcfh7,4x,,4x,CCD Sensor,CCD Sensor,109 gms,,
16033,5f3ba61f3fd5b671b2200c2d,www.pricedekho.com,nikon,d800e,nikond800e,,,,CMOS Sensor,CMOS Sensor,,,
16034,5f3ba61f3fd5b671b2200c2e,www.pricedekho.com,canon,ixus115,canonixus115,4x,,4x,CMOS Sensor,CMOS Sensor,,,
16035,5f3ba61f3fd5b671b2200c40,www.pricedekho.com,nikon,s4400,nikoncoolpixs4400,,,,,,,Dimensions\n3.76 x 2.32 x 0.82 Inches\nWeight\n140 gms,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)\nAdditional Display Features\nAnti-reflection Coating
16036,5f3ba61f3fd5b671b2200c4e,www.pricedekho.com,sony,w520,sonycybershotdscw520,,,,,,,Weight\n108 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA)
16037,5f3ba61f3fd5b671b2200c6d,www.pricedekho.com,sony,dscw630,sonycybershotdscw630,20x,,5x,Super HAD CCD Sensor,Super HAD CCD Sensor,116 gms,,
16038,5f3ba61f3fd5b671b2200c77,www.pricedekho.com,fujifilm,hs50exr,fujifilmfinepixhs50exr,2x,,42x,EXR CMOS II Sensor,EXR CMOS II Sensor,758 gms,,
16039,5f3ba61f3fd5b671b2200c7b,www.pricedekho.com,nikon,l320,nikoncoolpixl320,4x,,26x,CCD Sensor,CCD Sensor,430 gms,,
16040,5f3ba61f3fd5b671b2200cad,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,,,,
16041,5f3ba61f3fd5b671b2200cb9,www.pricedekho.com,sony,s2000,sonycybershotdscs2000,,,,,,,Weight\n125 gms,Screen Size\n2.5 Inches
16042,5f3ba61f3fd5b671b2200cbd,www.pricedekho.com,samsung,st30,samsungst30,,,,,,,Dimensions\n92.9 x 52.4 x 21.6 mm\nWeight\n86.5 gms,Display Type\nTFT LCD\nScreen Size\n2.4 Inches\nImage Display Resolution\n112000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA)
16043,5f3ba61f3fd5b671b2200cca,www.pricedekho.com,nikon,l620,nikoncoolpixl620,2x,,14x,CMOS Sensor,CMOS Sensor,,,
16044,5f3ba61f3fd5b671b2200cd9,www.pricedekho.com,sony,dscw350,sonycybershotdscw350,,,,,,,Weight\n117 gms,Screen Size\n2.7 Inches
16045,5f3ba61f3fd5b671b2200cfd,www.pricedekho.com,sony,hx60v,sonycybershotdschx60v,,,,CMOS Sensor,CMOS Sensor,,,
16046,5f3ba61f3fd5b671b2200d0c,www.pricedekho.com,sony,dscrx100,sonycybershotdscrx100,14x,3.6,3.6x,Exmor R CMOS Sensor,Exmor R CMOS Sensor,,,
17769,5f3ba61f3fd5b671b2200bcf,www.pricedekho.com,nikon,s1100pj,nikoncoolpixs1100pj,,,,,,,Dimensions\n3.97 x 2.47 x 0.95 Inches\nWeight\n155 gms,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
17770,5f3ba61f3fd5b671b2200bd7,www.pricedekho.com,samsung,dv300f,samsungdv300f,5x,,5x,CCD Sensor,CCD Sensor,120 gms,,
17771,5f3ba61f3fd5b671b2200bef,www.pricedekho.com,olympus,vr320,olympusvr320,4x,,12.5x,CCD Sensor,CCD Sensor,,,
17772,5f3ba61f3fd5b671b2200bf0,www.pricedekho.com,canon,g11,canonpowershotg11,4x,4.0,4x,,,,,
17773,5f3ba61f3fd5b671b2200bf1,www.pricedekho.com,canon,550d,canoneos550d,10x,,Approx. 1.5x - 10x,CMOS Sensor,CMOS Sensor,,,
17774,5f3ba61f3fd5b671b2200bfd,www.pricedekho.com,ricoh,gr,ricohgr,,1.0,1x,,,,,
17775,5f3ba61f3fd5b671b2200bfe,www.pricedekho.com,olympus,epl3,olympuspenliteepl3,,,,,,313 gms,,
17776,5f3ba61f3fd5b671b2200c00,www.pricedekho.com,sony,a57k,sonyalphaslta57k,4x,4.0,4x,,,,,
17777,5f3ba61f3fd5b671b2200c12,www.pricedekho.com,olympus,vh520,olympusstylusvh520,2x,,10x,CMOS Sensor,CMOS Sensor,148 gms,,
17778,5f3ba61f3fd5b671b2200c15,www.pricedekho.com,fujifilm,l30,fujifilmfinepixl30,5.7x,,3x,CCD Sensor,CCD Sensor,,,
17779,5f3ba61f3fd5b671b2200c19,www.pricedekho.com,casio,zs5,casioexilimexzs5,4x,,5x,CCD Sensor,CCD Sensor,,,
17780,5f3ba61f3fd5b671b2200c1c,www.pricedekho.com,fujifilm,z900,fujifilmfinepixz900,5x,,5x,CMOS Sensor,CMOS Sensor,,,
17781,5f3ba61f3fd5b671b2200c2b,www.pricedekho.com,sony,ilce6000l,sonyalphailce6000l,2x,,,CMOS Sensor,CMOS Sensor,460 gms,,
17782,5f3ba61f3fd5b671b2200c2f,www.pricedekho.com,nikon,d4,nikond4,,,,,,,Weight\n1180 gms,Display Type\nTFT LCD\nScreen Size\n3.2 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nEye-level Pentaprism\nAdditional Display Features\nWide Viewing Angle
17783,5f3ba61f3fd5b671b2200c35,www.pricedekho.com,canon,s110,canonpowershots110,4x,,5x,CMOS Sensor,CMOS Sensor,173 gms,,
17784,5f3ba61f3fd5b671b2200c41,www.pricedekho.com,ricoh,k30,ricohpentaxk30,,,,,,,Weight\n649 gms,Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps
17785,5f3ba61f3fd5b671b2200c5c,www.pricedekho.com,canon,5d,canoneos5d,,,,,,,Weight\n860 gms,Display Type\nLiquid Crystal TFT\nScreen Size\n3 Inches\nImage Display Resolution\n1040000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nViewFinder\nEye-level Pentaprism
17786,5f3ba61f3fd5b671b2200c6a,www.pricedekho.com,panasonic,dmcfp1,panasoniclumixdmcfp1,,,,,,,Weight\n141 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n848 x 480 pixels @ 30 fps
17787,5f3ba61f3fd5b671b2200c6f,www.pricedekho.com,nikon,coolpix,nikoncoolpixa,-,,No,,,,,
17788,5f3ba61f3fd5b671b2200c97,www.pricedekho.com,canon,sx400,canonpowershotsx400,,,,,,,Weight\n313 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 Dots
17789,5f3ba61f3fd5b671b2200cbf,www.pricedekho.com,canon,1100d,canoneos1100d,,,,CMOS Sensor,CMOS Sensor,450 gms,,
17790,5f3ba61f3fd5b671b2200cc5,www.pricedekho.com,canon,a2400,canonpowershota2400,,,,,,,Dimensions\n108.7 x 62.3 x 30.6 mm\nWeight\n110 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 24 fps\nSupported Aspect Ratio\n04\:03
17791,5f3ba61f3fd5b671b2200ccc,www.pricedekho.com,nikon,d700,nikond700,,,,CMOS Sensor,CMOS Sensor,,,
17792,5f3ba61f3fd5b671b2200cd0,www.pricedekho.com,sony,h400,sonyh400,,,63x,CCD Sensor,CCD Sensor,,,
17793,5f3ba61f3fd5b671b2200ce2,www.pricedekho.com,nikon,d7100,nikond7100,,,,,,765 gms,,
17794,5f3ba61f3fd5b671b2200cf5,www.pricedekho.com,canon,a3400,canonpowershota3400,4x,,5x,CCD Sensor,CCD Sensor,"125 gms (Body Only)\, 141 gms (with Battery & Memory Card)",,
17795,5f3ba61f3fd5b671b2200cfc,www.pricedekho.com,fujifilm,s4800,fujifilmfinepixs4800,7.2x,30.0,30x,CCD Sensor,CCD Sensor,,,
17796,5f3ba61f3fd5b671b2200d01,www.pricedekho.com,panasonic,dmcfz60,panasoniclumixdmcfz60,4x,,24x,MOS Sensor,MOS Sensor,,,
17797,5f3ba61f3fd5b671b2200d06,www.pricedekho.com,samsung,wb200f,samsungsmartwb200f,,,,,,,Dimensions\n4.19 x 2.43 x 0.85 Inches\nWeight\n184 gms,Display Type\nTFT LCD C-Type Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n01\:01
17798,5f3ba61f3fd5b671b2200d0f,www.pricedekho.com,sony,slta55vl,sonyslta55vl,,,,,,,Weight\n441 gms,Screen Size\n3 Inches\nImage Display Resolution\n921600 dots\nViewFinder\nElectronic View Finder
17799,5f3ba61f3fd5b671b2200d13,www.pricedekho.com,fujifilm,hs20,fujifilmfinepixhs20,,30.0,30x,CMOS Sensor,CMOS Sensor,,,
19527,5f3ba61f3fd5b671b2200bbc,www.pricedekho.com,canon,sx260,canonpowershotsx260,,,,,,,Weight\n208 gms,Screen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps
19528,5f3ba61f3fd5b671b2200bbe,www.pricedekho.com,nikon,s6800,nikoncoolpixs6800,4x,12.0,12x,,,,,
19529,5f3ba61f3fd5b671b2200bc5,www.pricedekho.com,panasonic,fh22,panasoniclumixfh22,4x,,8x,CCD Sensor,CCD Sensor,,,
19530,5f3ba61f3fd5b671b2200be3,www.pricedekho.com,panasonic,dmctz18,panasoniclumixdmctz18,4x,16.0,16x,MOS Sensor,MOS Sensor,,,
19531,5f3ba61f3fd5b671b2200bea,www.pricedekho.com,nikon,s02,nikoncoolpixs02,4x,,3x,CMOS Sensor,CMOS Sensor,100 gms,,
19532,5f3ba61f3fd5b671b2200bf5,www.pricedekho.com,nikon,d810,nikond810,,,,CMOS Sensor,CMOS Sensor,,,
19533,5f3ba61f3fd5b671b2200bfc,www.pricedekho.com,sony,nex3nl,sonynex3nl,,,,,,,Weight\n210 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460800 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 25 fps
19534,5f3ba61f3fd5b671b2200c05,www.pricedekho.com,sony,wx350,sonycybershotwx350,,,20x,CMOS Sensor,CMOS Sensor,,,
19535,5f3ba61f3fd5b671b2200c0f,www.pricedekho.com,canon,sx160,canonpowershotsx160,4x,,16x,CCD Sensor,CCD Sensor,243 gms,,
19536,5f3ba61f3fd5b671b2200c11,www.pricedekho.com,fujifilm,sl300,fujifilmfinepixsl300,,,,,,,Dimensions\n4.8 x 3.94 x 3.66 Inches\nWeight\n510 gms,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder"
19537,5f3ba61f3fd5b671b2200c23,www.pricedekho.com,nikon,df,nikondfdslr,,,,,,,Dimensions\n5.65 x 4.33 x 2.62 Inches\nWeight\n765 gms,Screen Size\n3.2 Inches\nViewFinder\nEye-level Pentaprism Single-Lens Reflex View Finder
19538,5f3ba61f3fd5b671b2200c33,www.pricedekho.com,nikon,l29,nikoncoolpixl29,,,,,,,Dimensions\n3.8 x 2.34 x 1.14 Inches\nWeight\n160 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 Dots\nVideo Display Resolution\n1280 x 720 pixels (HD)
19539,5f3ba61f3fd5b671b2200c45,www.pricedekho.com,benq,ae100,benqae100,12x,,5x,CCD Sensor,CCD Sensor,,,
19540,5f3ba61f3fd5b671b2200c63,www.pricedekho.com,olympus,tg810,olympustg810,,,,CCD Sensor,CCD Sensor,,,
19541,5f3ba61f3fd5b671b2200c65,www.pricedekho.com,canon,elph150,canonelph150,,,,,,,Dimensions\n3.74 x 2.24 x 0.94 Inches\nWeight\n142 gms,"Screen Size\n2.7 Inches\nViewFinder\nPentamirror\, Built-in diopter adjustment (-3 to +1 m-)"
19542,5f3ba61f3fd5b671b2200c74,www.pricedekho.com,fujifilm,jx300,fujifilmfinepixjx300,6.7x,,5x,CCD Sensor,CCD Sensor,113 gms,,
19543,5f3ba61f3fd5b671b2200c7c,www.pricedekho.com,canon,700d,canoneos700d,,,,,,,Weight\n205 gms,Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps
19544,5f3ba61f3fd5b671b2200c8e,www.pricedekho.com,benq,gh600,benqgh600,12x,,21x,CCD Sensor,CCD Sensor,,,
19545,5f3ba61f3fd5b671b2200c99,www.pricedekho.com,olympus,xz1,olympusxz1,,,,,,,Weight\n275 gms,"Screen Size\n3 Inches\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 6\:6"
19546,5f3ba61f3fd5b671b2200c9a,www.pricedekho.com,nikon,p7800,nikoncoolpixp7800,4x,,7.1x,CMOS Sensor,CMOS Sensor,399 gms,,
19547,5f3ba61f3fd5b671b2200c9c,www.pricedekho.com,nikon,s1200pj,nikons1200pj,4x,5.0,5x,CCD Sensor,CCD Sensor,,,
19548,5f3ba61f3fd5b671b2200ca5,www.pricedekho.com,samsung,nx,samsungnxmini,,,,,,,,
19549,5f3ba61f3fd5b671b2200ca6,www.pricedekho.com,olympus,vg180,olympusstylusvg180,,,,,,,Dimensions\n3.76 x 2.29 x 0.83 Inches\nWeight\n122 gms,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1"
19550,5f3ba61f3fd5b671b2200ca7,www.pricedekho.com,canon,ixus220,canonixus220,,,,,,,Weight\n141 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps x 2
19551,5f3ba61f3fd5b671b2200ca9,www.pricedekho.com,fujifilm,s4000,fujifilmfinepixs4000,6.7x,30.0,30x,CCD Sensor,CCD Sensor,,,
19552,5f3ba61f3fd5b671b2200cb1,www.pricedekho.com,olympus,xz2,olympusstylusxz2,,,,,,,Dimensions\n4.45 x 2.57 x 1.89 Inches\nWeight\n346 gms,"Display Type\nTiltable LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n920000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 6\:6"
19553,5f3ba61f3fd5b671b2200ccb,www.pricedekho.com,sony,hx200v,sonycybershotdschx200v,120x,30.0,30x,Exmor R CMOS Sensor,Exmor R CMOS Sensor,,,
19554,5f3ba61f3fd5b671b2200ccd,www.pricedekho.com,nikon,d7000,nikond7000,,,,CMOS Sensor,CMOS Sensor,690 gms,,
19555,5f3ba61f3fd5b671b2200cd4,www.pricedekho.com,nikon,d7000,nikond7000,,,,,,,,
19556,5f3ba61f3fd5b671b2200ce5,www.pricedekho.com,nikon,s4150,nikoncoolpixs4150,4x,5.0,5x,CCD Sensor,CCD Sensor,,,
19557,5f3ba61f3fd5b671b2200ce8,www.pricedekho.com,nikon,s4300,nikoncoolpixs4300,4x,,Yes,CCD Sensor,CCD Sensor,139 gms (with Battery & Memory Card),,
19558,5f3ba61f3fd5b671b2200cfa,www.pricedekho.com,canon,a2600,canonpowershota2600,4x,,5x,CCD Sensor,CCD Sensor,135 gms,,
19559,5f3ba61f3fd5b671b2200d09,www.pricedekho.com,nikon,s9200,nikoncoolpixs9200,,,,,,,Dimensions\n4.28 x 2.35 x 1.2 Inches\nWeight\n209 gms,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nSupported Aspect Ratio\n16\:09\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle"
19560,5f3ba61f3fd5b671b2200d0d,www.pricedekho.com,olympus,em5,olympusomdem5,,,,Live MOS Sensor,Live MOS Sensor,,,
19561,5f3ba61f3fd5b671b2200d18,www.pricedekho.com,nikon,d3300,nikond3300,,,,,,,,
