key,row_key,key,source,famer_brand_list,famer_model_list,famer_model_no_list,famer_keys,famer_product_name,famer_weight,famer_optical_zoom,famer_digital_zoom,famer_height,famer_width,famer_megapixels,famer_sensor,famer_mpn_list,famer_ean_list,model_no_list
5f3ba61e3fd5b671b2200822,209,5f3ba61e3fd5b671b2200822,www.buzzillions.com,canon,61939184b001,61939184,can61939184,canonpowershotdigital61939184b00161939184b001,,5.0,,,,16.0,CCD,"304012 blue\,61939184b001\,""psa2300blktru""\,""psa2300red""\,""psa2300slv""\,""psa2300blu""",61939184b001,/
5f3ba61e3fd5b671b2200842,210,5f3ba61e3fd5b671b2200842,www.buzzillions.com,fujifilm,"jx350\,7in",350,fuj350,fujifilmfinepixjx350jx3507in,,5.0,,,,16.0,CCD,fpjx350blk,,/
5f3ba61e3fd5b671b2200853,211,5f3ba61e3fd5b671b2200853,www.buzzillions.com,kodak,m580,580,kod580,kodakm580,,8.0,,,,14.0,,m580blue,,/
5f3ba61e3fd5b671b2200855,212,5f3ba61e3fd5b671b2200855,www.buzzillions.com,canon,sx210,210,can210,canonpowershotsx210canpssx210is,,1414.0,44.0,,,14.0,,"175006 black\,canpssx210is",canpssx210is,/
5f3ba61e3fd5b671b2200856,213,5f3ba61e3fd5b671b2200856,www.buzzillions.com,sony,"dschx10v\,hx10v",10,son10,sonycybershotdschx10vdschx10vhx10v,,16.0,,,,18.0,CMOS,,,/
5f3ba61e3fd5b671b220085e,214,5f3ba61e3fd5b671b220085e,www.buzzillions.com,canon,sl1,1,can1,canoneosrebelsl1,,,,,,18.0,,,,/
5f3ba61e3fd5b671b2200867,215,5f3ba61e3fd5b671b2200867,www.buzzillions.com,canon,"xs18\,1000d",18,can18,canoneosdigitalrebelxs18canrebelxsblkxs181000d,,3.0,,,,,,"147903 black\,canrebelxsblk",canrebelxsblk,/
5f3ba61e3fd5b671b220086a,216,5f3ba61e3fd5b671b220086a,www.buzzillions.com,nikon,d7000,7000,nik7000,nikond7000,,,,,,16.0,,,,/
5f3ba61e3fd5b671b2200888,217,5f3ba61e3fd5b671b2200888,www.buzzillions.com,pentax,k20d,20,pen20,pentaxk20d19381,,,,,,14.6,,"153388\,19381",19381,/
5f3ba61e3fd5b671b220088a,218,5f3ba61e3fd5b671b220088a,www.buzzillions.com,samsung,sl50,50,sam50,samsungsl50sl50sl50,,5.0,4.0,,,,,,,/
5f3ba61e3fd5b671b220088f,219,5f3ba61e3fd5b671b220088f,www.buzzillions.com,olympus,tg810,810,oly810,olympusdigitalcameracameratg810,,5.0,,,,14.0,CCD,,,/
5f3ba61e3fd5b671b2200899,220,5f3ba61e3fd5b671b2200899,www.buzzillions.com,canon,eos1d,1,can1,canoneos1d,,,,,,18.0,CMOS,,,/
5f3ba61e3fd5b671b22008a2,221,5f3ba61e3fd5b671b22008a2,www.buzzillions.com,pentax,k20d,20,pen20,pentaxk20d19411,,3.0,,,,14.6,,"153390\,19411",19411,/
5f3ba61e3fd5b671b22008a3,222,5f3ba61e3fd5b671b22008a3,www.buzzillions.com,canon,"sd1300is\,sd1300",1300,can1300,canonpowershotsd1300is013803119534canpssd1300issd1300issd1300,,44.0,44.0,,,12.1,,"""212917 blue""\,""175000 blue""\,""202242 silver""\,""canpssd1300is""\,""013803119534""","""canpssd1300is""\,""013803119534""",/
5f3ba61e3fd5b671b22008af,223,5f3ba61e3fd5b671b22008af,www.buzzillions.com,canon,sd1400,1400,can1400,canonpowershotsd1400canpssd1400is,,44.0,44.0,,,14.0,CCD,"175002 black\,canpssd1400is",canpssd1400is,/
5f3ba61e3fd5b671b22008b5,224,5f3ba61e3fd5b671b22008b5,www.buzzillions.com,fujifilm,f600exr,600,fuj600,fujifilmfinepixf600exr,,15.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008bc,225,5f3ba61e3fd5b671b22008bc,www.buzzillions.com,canon,s110,110,can110,canonpowershots110,,5.0,,,,12.0,CMOS,,,/
5f3ba61e3fd5b671b22008dd,226,5f3ba61e3fd5b671b22008dd,www.buzzillions.com,kodak,m580,580,kod580,kodakm580,,8.0,,,,14.0,,m580blue,,/
5f3ba61e3fd5b671b22008de,227,5f3ba61e3fd5b671b22008de,www.buzzillions.com,sony,cybershot,,son,sonycybershotdigitaldsch55dscw330dscw350dscw530dscw560dscw560rfox2005895dd,,41010774.0,42.0,,,14.0,CCD,"""126443""\,""180117 black""\,""180118 black""\,""180119""\,""211953 silver""\,""211954 silver""\,""211957 red""\,""dsch55""\,""dscw330""\,""dscw350""\,""dscw530""\,""dscw560""\,""dscw560r""\,""fox2005895dd""","""dsch55""\,""dscw330""\,""dscw350""\,""dscw530""\,""dscw560""\,""dscw560r""\,""fox2005895dd""",/
5f3ba61e3fd5b671b22008e9,228,5f3ba61e3fd5b671b22008e9,www.buzzillions.com,olympus,fe47,47,oly47,olympusfe47fe47fe47,,55.0,4.0,,,14.0,,,,/
5f3ba61e3fd5b671b22008f1,229,5f3ba61e3fd5b671b22008f1,www.buzzillions.com,digital,uturn,,dig,digitalblueuturnuturn,,,,,,,,db14801,,/
5f3ba61e3fd5b671b2200909,230,5f3ba61e3fd5b671b2200909,www.buzzillions.com,nikon,d800e,800,nik800,nikond800e,,,,,,35.0,CMOS,,,/
5f3ba61e3fd5b671b2200912,231,5f3ba61e3fd5b671b2200912,www.buzzillions.com,sony,h90,90,son90,sonycybershotdigitalcamerah90027242843974,,16.0,,,,16.0,CCD,"250803\,027242843974",027242843974,/
5f3ba61e3fd5b671b2200918,232,5f3ba61e3fd5b671b2200918,www.buzzillions.com,olympus,fe20,20,oly20,olympusfe20fe20fe20olyfe20,,3.0,4.0,,,8.0,,"147902\,olyfe20black",olyfe20black,/
5f3ba61e3fd5b671b220091d,233,5f3ba61e3fd5b671b220091d,www.buzzillions.com,canon,"g11\,7d",11,can11,canonpowershotg113632b001g117d,,55.0,44.0,,,10.0,,"180094\,3632b001",3632b001,/
5f3ba61e3fd5b671b2200927,234,5f3ba61e3fd5b671b2200927,www.buzzillions.com,nikon,s8200,8200,nik8200,nikoncoolpixs8200nkns8200,,14.0,24.0,,,16.0,CMOS,"233216 black\,nkns8200",nkns8200,/
5f3ba61e3fd5b671b2200953,235,5f3ba61e3fd5b671b2200953,www.buzzillions.com,samsung,sh100,100,sam100,samsungsh100,,55.0,5.0,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200956,236,5f3ba61f3fd5b671b2200956,www.buzzillions.com,nikon,l26,26,nik26,nikoncoolpixl26018208262991,,55.0,4.0,,,16.0,CCD,"255600\,018208262991",018208262991,/
5f3ba61f3fd5b671b2200957,237,5f3ba61f3fd5b671b2200957,www.buzzillions.com,panasonic,x,,pan,panasoniclumix,,10.0,4.0,,,9.0,,,,/
5f3ba61f3fd5b671b2200962,238,5f3ba61f3fd5b671b2200962,www.buzzillions.com,pentax,with18,18,pen18,pentax1630316301ptxwith18,,3.0,,,,12.4,,"166264 black\,16301ptx",16301ptx,/
5f3ba61f3fd5b671b2200986,239,5f3ba61f3fd5b671b2200986,www.buzzillions.com,fujifilm,f770exr,770,fuj770,fujifilmfinepixf770exrf770exrf770exr,,,,,,,,,,/
5f3ba61f3fd5b671b220098d,240,5f3ba61f3fd5b671b220098d,www.buzzillions.com,nikon,d5200,5200,nik5200,nikond5200,,3.0,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b2200990,241,5f3ba61f3fd5b671b2200990,www.buzzillions.com,kodak,m200,200,kod200,kodakeasyshareminim200,,3.0,45.0,,,10.0,CCD,"215130 purple\,m200\,m200purple",m200,/
5f3ba61f3fd5b671b2200991,242,5f3ba61f3fd5b671b2200991,www.buzzillions.com,sony,dscwx80,80,son80,sonycybershotdscwx80027242862425027242862432,,8.0,,,,16.0,CMOS,"""280896""\,""280897""\,""027242862425""\,""027242862432""","""027242862425""\,""027242862432""",/
5f3ba61f3fd5b671b22009ae,243,5f3ba61f3fd5b671b22009ae,www.buzzillions.com,nikon,d5200,5200,nik5200,nikond5200018208132867018208263776d5200d5200,,6.0,4.0,,,2416.0,CMOS,"""286853""\,""280886""\,""018208132867""\,""018208263776""","""018208132867""\,""018208263776""",/
5f3ba61f3fd5b671b22009b3,244,5f3ba61f3fd5b671b22009b3,www.buzzillions.com,casio,"exz550be\,exz550",550,cas550,casiowidelcdexz550beexz550beexz550,,4.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b22009b7,245,5f3ba61f3fd5b671b22009b7,www.buzzillions.com,canon,sx210,210,can210,canonpowershotsx210canpssx210is,,1414.0,44.0,,,14.0,,"175006 black\,canpssx210is",canpssx210is,/
5f3ba61f3fd5b671b22009c4,246,5f3ba61f3fd5b671b22009c4,www.buzzillions.com,olympus,fe230,230,oly230,olympusfe230olyfe230olyfe310,,5.0,4.0,,,8.0,,"""58134""\,""73407 black""\,""olyfe310""\,""olyfe230""","""olyfe310""\,""olyfe230""",/
5f3ba61f3fd5b671b22009f7,247,5f3ba61f3fd5b671b22009f7,www.buzzillions.com,fujifilm,model15781764,15781764,fuj15781764,fujifilmdigitalcameramodel1578176415989158model15781764,,,62.02218,,,,,"""148788 black""\,""180098""\,""15781764""\,""15989158""","""15781764""\,""15989158""",/
5f3ba61f3fd5b671b2200a02,248,5f3ba61f3fd5b671b2200a02,www.buzzillions.com,nikon,s610,610,nik610,nikoncoolpixs61026125bgr,,44.0,4.0,,,10.0,,"148895 black\,26125bgr",26125bgr,/
5f3ba61f3fd5b671b2200a03,249,5f3ba61f3fd5b671b2200a03,www.buzzillions.com,olympus,fe3010,3010,oly3010,olympusfe3010,,,,,,,,"176876 orange\,fe3010",fe3010,/
5f3ba61f3fd5b671b2200a17,250,5f3ba61f3fd5b671b2200a17,www.buzzillions.com,panasonic,dmcgx7,7,pan7,panasoniclumixdmcgx7,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200a24,251,5f3ba61f3fd5b671b2200a24,www.buzzillions.com,canon,powershot,,can,canonpowershotcamera013803222289,,8.0,4.0,,,16.0,CCD,"280875\,013803222289",013803222289,/
5f3ba61f3fd5b671b2200a3a,252,5f3ba61f3fd5b671b2200a3a,www.buzzillions.com,pentax,with18,18,pen18,pentaxkxdigitalcamerawith1815801ptxwith18,,3.0,,,,12.4,,"166263\,15801ptx",15801ptx,/
5f3ba61f3fd5b671b2200a4a,253,5f3ba61f3fd5b671b2200a4a,www.buzzillions.com,panasonic,dmcf3,3,pan3,panasoniclumixdmcf3dmcf3dmcf3,,4.0,4.0,,,12.1,,,,/
5f3ba61f3fd5b671b2200a55,254,5f3ba61f3fd5b671b2200a55,www.buzzillions.com,sony,nex6,6,son6,sonyalphanex6,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200a60,255,5f3ba61f3fd5b671b2200a60,www.buzzillions.com,sony,dscwx70,70,son70,sonycybershotdscwx70,,5.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200a6c,256,5f3ba61f3fd5b671b2200a6c,www.buzzillions.com,panasonic,dmcfh10,10,pan10,panasoniclumixdmcfh10qz4508,,5.0,,,,16.0,CCD,"318807\,qz4508",qz4508,/
5f3ba61f3fd5b671b2200a79,257,5f3ba61f3fd5b671b2200a79,www.buzzillions.com,casio,exs200,200,cas200,casioexlimexs200,,4.0,64.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200a81,258,5f3ba61f3fd5b671b2200a81,www.buzzillions.com,casio,exs5,5,cas5,casioexilimexs5exs5exs5,,3.0,4.0,,,10.0,,"160945 blue\,exs5",exs5,/
5f3ba61f3fd5b671b2200a87,259,5f3ba61f3fd5b671b2200a87,www.buzzillions.com,panasonic,dmcts20,20,pan20,panasoniclumixdmcts20885170069886,,4.0,4.0,,,16.0,CCD,"250795\,885170069886",885170069886,/
5f3ba61f3fd5b671b2200a95,260,5f3ba61f3fd5b671b2200a95,www.buzzillions.com,canon,50d,50,can50,canoneos50d,,,,,,15.0,,,,/
5f3ba61f3fd5b671b2200a99,261,5f3ba61f3fd5b671b2200a99,www.buzzillions.com,fujifilm,j150w,150,fuj150,fujifilmfinepixj150w15841966j150wj150w,,5.0,,,,10.0,,"148785 black\,15841966",15841966,/
5f3ba61f3fd5b671b2200aa0,262,5f3ba61f3fd5b671b2200aa0,www.buzzillions.com,casio,"2 7\,27\,exs8",2,cas2,casio27exs8,,4.0,4.0,,,12.0,,,,/
5f3ba61f3fd5b671b2200aa5,263,5f3ba61f3fd5b671b2200aa5,www.buzzillions.com,panasonic,dmcfz40,40,pan40,panasoniclumixdmcfz40,,24.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200aab,264,5f3ba61f3fd5b671b2200aab,www.buzzillions.com,sony,dscrx1r,1,son1,sonycybershotdscrx1r,,,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b2200ab7,265,5f3ba61f3fd5b671b2200ab7,www.buzzillions.com,fujifilm,x10,10,fuj10,fujifilmx10,,4.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200ac5,266,5f3ba61f3fd5b671b2200ac5,www.buzzillions.com,olympus,,,oly,olympusdigitalcamera,,20.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200ad1,267,5f3ba61f3fd5b671b2200ad1,www.buzzillions.com,pentax,rz10,10,pen10,pentaxoptiorz10rz10rz10,,10.0,67.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200ade,268,5f3ba61f3fd5b671b2200ade,www.buzzillions.com,canon,sd4500,4500,can4500,canonpowershotsd4500,,1010.0,44.0,,,10.0,,,,/
5f3ba61f3fd5b671b2200afe,269,5f3ba61f3fd5b671b2200afe,www.buzzillions.com,canon,elph520,520,can520,canonpowershotelph520013803146752canps520hselph520,,12.0,4.0,,,10.0,CMOS,"""240329 black""\,""250799""\,""canps520hs""\,""013803146752""","""canps520hs""\,""013803146752""",/
5f3ba61f3fd5b671b2200b05,270,5f3ba61f3fd5b671b2200b05,www.buzzillions.com,canon,5d,5-2,can5-2,canoneos5d,,,,,,21.1,,,,/
5f3ba61f3fd5b671b2200b0d,271,5f3ba61f3fd5b671b2200b0d,www.buzzillions.com,sony,"dslra390l\,a390l",390,son390,sonydslra390ldslra390la390l,,33.1,,,,14.0,,,,/
5f3ba61f3fd5b671b2200b28,272,5f3ba61f3fd5b671b2200b28,www.buzzillions.com,kodak,m577,577,kod577,kodakeasysharem577,,5.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200b33,273,5f3ba61f3fd5b671b2200b33,www.buzzillions.com,olympus,vr370,370,oly370,olympusdigitalcameravr370,,12.0,4.0,,,16.0,CCD,,,/
5f3ba61e3fd5b671b220081a,274,5f3ba61e3fd5b671b220081a,www.buzzillions.com,nikon,s570,570,nik570,nikoncoolpixs570nkns570s570s570,,55.0,44.0,,,12.0,,"165330 black\,nkns570",nkns570,/
5f3ba61e3fd5b671b220081e,275,5f3ba61e3fd5b671b220081e,www.buzzillions.com,pentax,p70,70,pen70,pentaxoptiop7017561srwp70p70,,4.0,6.3,,,12.0,,"155015 silver\,17561srw",17561srw,/
5f3ba61e3fd5b671b2200820,276,5f3ba61e3fd5b671b2200820,www.buzzillions.com,kodak,c180,180,kod180,kodakc1802402658xx820852c180c180,,35.0,5.0,,,10.2,,"""163137 silver""\,""175032""\,""820852""\,""2402658xx""","""820852""\,""2402658xx""",/
5f3ba61e3fd5b671b2200848,277,5f3ba61e3fd5b671b2200848,www.buzzillions.com,nikon,s3500,3500,nik3500,nikoncoolpixs3500,,7.0,,,,20.0,CCD,,,/
5f3ba61e3fd5b671b2200868,278,5f3ba61e3fd5b671b2200868,www.buzzillions.com,sony,nex7,7,son7,sonyalphanex7,,,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b220086d,279,5f3ba61e3fd5b671b220086d,www.buzzillions.com,fujifilm,xp20,20,fuj20,fujifilmfinepixxp2016124810,,5.0,,,,14.0,CCD,"215127 orange\,16124810",16124810,/
5f3ba61e3fd5b671b220086e,280,5f3ba61e3fd5b671b220086e,www.buzzillions.com,panasonic,fz200,200,pan200,panasoniclumixfz200,,24.0,4.0,,,12.0,CMOS,,,/
5f3ba61e3fd5b671b2200875,281,5f3ba61e3fd5b671b2200875,www.buzzillions.com,canon,7d,7,can7,canoneos7dcaneos7d18135,,7.0,,,,18.0,,"235769\,caneos7d18135",caneos7d18135,/
5f3ba61e3fd5b671b2200879,282,5f3ba61e3fd5b671b2200879,www.buzzillions.com,fujifilm,f300exr,300,fuj300,fujifilmfinepixf300exr,,15.0,4444.0,,,12.0,,,,/
5f3ba61e3fd5b671b220087b,283,5f3ba61e3fd5b671b220087b,www.buzzillions.com,canon,s100,100,can100,canonpowershots100canpss100canpss100s100s100,,5.0,,,,12.0,CMOS,"""253341 silver""\,""235780""\,""canpss100silver""\,""canpss100""","""canpss100silver""\,""canpss100""",/
5f3ba61e3fd5b671b220087f,284,5f3ba61e3fd5b671b220087f,www.buzzillions.com,olympus,sz10,10,oly10,olympussz10228725,,18.0,5.0,,,14.0,,"211978 silver\,228725\,""228725""\,""228730""",228725,/
5f3ba61e3fd5b671b2200884,285,5f3ba61e3fd5b671b2200884,www.buzzillions.com,samsung,pl210,210,sam210,samsungpl210ecpl210bpuus,,10.0,5.0,,,14.0,CCD,"211840 blue\,ecpl210bpuus",ecpl210bpuus,/
5f3ba61e3fd5b671b22008aa,286,5f3ba61e3fd5b671b22008aa,www.buzzillions.com,sony,dschx7v,7,son7,sonycybershotdschx7v,,10.0,,,,16.0,,,,/
5f3ba61e3fd5b671b22008cc,287,5f3ba61e3fd5b671b22008cc,www.buzzillions.com,nikon,p500,500,nik500,nikoncoolpixp50026256,,3636.0,4.0,,,12.1,,"215640 black\,26256",26256,/
5f3ba61e3fd5b671b22008d1,288,5f3ba61e3fd5b671b22008d1,www.buzzillions.com,nikon,"70200 2\,702002",70200,nik70200,nikon702002270200,,3.0,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b22008d3,289,5f3ba61e3fd5b671b22008d3,www.buzzillions.com,nikon,aw110,110,nik110,nikoncoolpixaw110,,5.0,4.0,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008d4,290,5f3ba61e3fd5b671b22008d4,www.buzzillions.com,sony,dschx7v,7,son7,sonycybershotdschx7v,,10.0,,,,16.0,,,,/
5f3ba61e3fd5b671b22008d5,291,5f3ba61e3fd5b671b22008d5,www.buzzillions.com,sony,dschx7v,7,son7,sonycybershotdschx7v,,10.0,,,,16.0,,,,/
5f3ba61e3fd5b671b22008d9,292,5f3ba61e3fd5b671b22008d9,www.buzzillions.com,sony,dscwx5,5,son5,sonycybershotdscwx5,,55.0,,,,12.1,,,,/
5f3ba61e3fd5b671b22008dc,293,5f3ba61e3fd5b671b22008dc,www.buzzillions.com,pentax,720p,720,pen720,pentaxkrdigitalslrcamerawith18and55dalzoomlensescmossensor720p,,315.423,,,,12.4,,,,/
5f3ba61e3fd5b671b22008ec,294,5f3ba61e3fd5b671b22008ec,www.buzzillions.com,nikon,s6200,6200,nik6200,nikoncoolpixs6200,,1010.0,44.0,,,16.0,CCD,,,/
5f3ba61e3fd5b671b22008ee,295,5f3ba61e3fd5b671b22008ee,www.buzzillions.com,panasonic,"dmcfs7s\,dmcfs7k",7,pan7,panasonicdmcfs7sdmcfs7sdmcfs7k,,54.0,4.0,,,12.1,,,,/
5f3ba61e3fd5b671b22008f0,296,5f3ba61e3fd5b671b22008f0,www.buzzillions.com,pentax,k01,01,pen01,pentaxk01px15389322,,,,,,16.0,CMOS,"244936 black\,px15389322",px15389322,/
5f3ba61e3fd5b671b2200904,297,5f3ba61e3fd5b671b2200904,www.buzzillions.com,panasonic,dmcfh2k,2,pan2,panasoniclumixdmcfh2k,,4.0,4.0,,,14.0,,,,/
5f3ba61e3fd5b671b2200908,298,5f3ba61e3fd5b671b2200908,www.buzzillions.com,canon,a3400,3400,can3400,canonpowershota3400013803146516,,5.0,4.0,,,16.0,CCD,"250530\,013803146516",013803146516,/
5f3ba61e3fd5b671b220090a,299,5f3ba61e3fd5b671b220090a,www.buzzillions.com,nikon,p510,510,nik510,nikoncoolpixp510018208263295,,,,,,16.0,CMOS,"250527\,018208263295",018208263295,/
5f3ba61e3fd5b671b2200910,300,5f3ba61e3fd5b671b2200910,www.buzzillions.com,olympus,fe340,340,oly340,olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,,,54554.0,2.4,3.7,,,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",/
5f3ba61e3fd5b671b2200930,301,5f3ba61e3fd5b671b2200930,www.buzzillions.com,fujifilm,ax650,650,fuj650,fujifilmfinepixax65016277992ax650ax650,,,,,,16.0,,"304543\,16277992",16277992,/
5f3ba61e3fd5b671b220093b,302,5f3ba61e3fd5b671b220093b,www.buzzillions.com,k19,"the widowmaker\,thewidowmaker",,k19,k19dscw570bpar340214ddthewidowmaker,,5.0,,,,16.0,,"""211958 black""\,""86289""\,""par340214dd""\,""dscw570b""","""par340214dd""\,""dscw570b""",/
5f3ba61e3fd5b671b220093d,303,5f3ba61e3fd5b671b220093d,www.buzzillions.com,nikon,s30,30,nik30,nikoncoolpixs30,,33.0,4.0,,,10.0,CCD,cps30whttru,,/
5f3ba61e3fd5b671b220093f,304,5f3ba61e3fd5b671b220093f,www.buzzillions.com,joseph,"and the\,andthe",,jos,josephandthecanps500hsuni20714dd,,,44.0,,,12.1,,"""78123""\,""208313 brown""\,""canps500hs""\,""uni20714dd""","""canps500hs""\,""uni20714dd""",/
5f3ba61e3fd5b671b2200946,305,5f3ba61e3fd5b671b2200946,www.buzzillions.com,samsung,st200f,200,sam200,samsungst200f,,10.0,5.0,,,16.0,CCD,,,/
5f3ba61e3fd5b671b2200948,306,5f3ba61e3fd5b671b2200948,www.buzzillions.com,canon,powershot,,can,canonpowershotdigital01380321360701380321360714013803213614,,8.0,,,,16.0,CCD,"""280874 silver""\,""280874 red""\,""01380321360714""\,""013803213607""\,""013803213614""","""01380321360714""\,""013803213607""\,""013803213614""",/
5f3ba61e3fd5b671b220094a,307,5f3ba61e3fd5b671b220094a,www.buzzillions.com,nikon,s6500,6500,nik6500,nikons6500018208263721,,12.0,,,,16.0,CMOS,"280885\,018208263721\,cps6500redtru",018208263721,/
5f3ba61e3fd5b671b2200952,308,5f3ba61e3fd5b671b2200952,www.buzzillions.com,nikon,s8200,8200,nik8200,nikoncoolpixs8200nkns8200,,14.0,42.0,,,16.0,CMOS,"233216 black\,nkns8200",nkns8200,/
5f3ba61f3fd5b671b220096f,309,5f3ba61f3fd5b671b220096f,www.buzzillions.com,sony,dsch90,90,son90,sonycybershotdsch90,,16.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200970,310,5f3ba61f3fd5b671b2200970,www.buzzillions.com,fujifilm,xp60,60,fuj60,fujifilm16318497finepixxp6007410102147950916318gby,,5.0,102.0,,,16.0,CMOS,"""280880 yellow""\,""304527 green""\,""074101021479509""\,""16318gby""\,""fpxp60blu""\,""fpxp60yel""\,""fpxp60grn""\,""fpxp60red""","""074101021479509""\,""16318gby""",/
5f3ba61f3fd5b671b2200973,311,5f3ba61f3fd5b671b2200973,www.buzzillions.com,canon,"a1100\,2in1",1100,can1100,canonpowershota1100a11002in1canpsa1100is,,44.0,44.0,,,12.1,,"154831 blue\,canpsa1100is",canpsa1100is,/
5f3ba61f3fd5b671b2200979,312,5f3ba61f3fd5b671b2200979,www.buzzillions.com,sony,a65,65,son65,sonyalphadslrslta65,,3.0,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b2200980,313,5f3ba61f3fd5b671b2200980,www.buzzillions.com,canon,t1i,1,can1,canoneosrebelt1i3818b002,,3.0,,,,15.0,,"180147\,3818b002",3818b002,/
5f3ba61f3fd5b671b2200985,314,5f3ba61f3fd5b671b2200985,www.buzzillions.com,sony,nex5,5,son5,sonyalphanex5,,,,,,14.0,,,,/
5f3ba61f3fd5b671b220098b,315,5f3ba61f3fd5b671b220098b,www.buzzillions.com,panasonic,dmcts5,5,pan5,panasoniclumixdmcts5885170117013qz45161718qz4519202122,,4.0,,,,16.0,"[""CCD""\,""CMOS""]","""318802 orange""\,""318801 red""\,""280892""\,""qz4519202122""\,""qz45161718""\,""885170117013""","""qz4519202122""\,""qz45161718""\,""885170117013""",/
5f3ba61f3fd5b671b220098c,316,5f3ba61f3fd5b671b220098c,www.buzzillions.com,k19,"the widowmaker\,thewidowmaker",,k19,k19dscw570bpar340214ddthewidowmaker,,5.0,,,,16.0,,"""86289""\,""211958 black""\,""dscw570b""\,""par340214dd""","""dscw570b""\,""par340214dd""",/
5f3ba61f3fd5b671b22009b4,317,5f3ba61f3fd5b671b22009b4,www.buzzillions.com,panasonic,zoom2,2,pan2,panasonicdigitalzoom2zoom2,,55.0,44.0,,,12.1,,,,/
5f3ba61f3fd5b671b22009c3,318,5f3ba61f3fd5b671b22009c3,www.buzzillions.com,nikon,26127brs,26127,nik26127,nikonelinchromportalite26127brs26127brs,,,,,,,,"148897 black\,26127brs",26127brs,/
5f3ba61f3fd5b671b22009d4,319,5f3ba61f3fd5b671b22009d4,www.buzzillions.com,leica,dlux5,5,lei5,leicadlux5dlux5,,,44.0,,,10.0,,,,/
5f3ba61f3fd5b671b22009ea,320,5f3ba61f3fd5b671b22009ea,www.buzzillions.com,ge,a835,835,ge835,geappliancea835,,3.0,4.5,,,,,"133429 silver\,a835",a835,/
5f3ba61f3fd5b671b22009f3,321,5f3ba61f3fd5b671b22009f3,www.buzzillions.com,canon,7d,7,can7,canoneos7dcaneos7dbodycaneos7dkit,,3.0,,,,18.0,,"""168890""\,""168891""\,""caneos7dbody""\,""caneos7dkit""","""caneos7dbody""\,""caneos7dkit""",/
5f3ba61f3fd5b671b22009f4,322,5f3ba61f3fd5b671b22009f4,www.buzzillions.com,olympus,stylus7040,7040,oly7040,olympusstylus7040stylus7040stylus7040,,7.0,5.0,,,14.0,,,,/
5f3ba61f3fd5b671b22009f6,323,5f3ba61f3fd5b671b22009f6,www.buzzillions.com,sony,dsctx55,55,son55,sonydsctx55,,5.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009ff,324,5f3ba61f3fd5b671b22009ff,www.buzzillions.com,kodak,z981,981,kod981,kodakz981,,26.0,54.0,,,14.0,,z981blk,,/
5f3ba61f3fd5b671b2200a48,325,5f3ba61f3fd5b671b2200a48,www.buzzillions.com,pentax,k30,30,pen30,pentaxk30k30lensbwb,,3.0,,,,16.0,CMOS,"256361 blue\,k30lensbwb",k30lensbwb,/
5f3ba61f3fd5b671b2200a4d,326,5f3ba61f3fd5b671b2200a4d,www.buzzillions.com,kodak,"m550\,550 m\,550m\,550",550,kod550,kodakeasysharem550mm550550,,5.0,,,,12.0,,,,/
5f3ba61f3fd5b671b2200a56,327,5f3ba61f3fd5b671b2200a56,www.buzzillions.com,nikon,d7000,7000,nik7000,nikond7000,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200a5e,328,5f3ba61f3fd5b671b2200a5e,www.buzzillions.com,ge,a1255,1255,ge1255,geappliancesmartseriesa1255,,,,,,,,"180101 silver\,a1255",a1255,/
5f3ba61f3fd5b671b2200a65,329,5f3ba61f3fd5b671b2200a65,www.buzzillions.com,nikon,s60,60,nik60,nikoncoolpixs6026129bbbpwr,,55.0,4.0,,,,,"148893 black\,26129bbbpwr",26129bbbpwr,/
5f3ba61f3fd5b671b2200a66,330,5f3ba61f3fd5b671b2200a66,www.buzzillions.com,pentax,k30,30,pen30,pentaxk30k30lensbwb,,3.0,,,,16.0,CMOS,"256361 blue\,k30lensbwb",k30lensbwb,/
