key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007cf9184900a77a27bfb,5,23,Steve Coogan,,The Paul and Pauline Calf Audio Experience,363000,English,Paul Calf - Man of Letters,8112
58c007cf9184900a77a27bfc,5,10,Married to Music,,Sweet Kicking and Screaming,167000,English,Two Questions for Each Answer,3656
58c007cf9184900a77a27bfd,4,5,,null,+ SINGLES  (2007),3m 58sec,Jap.,005-,3657
58c007cf9184900a77a27bfe,2,2,Washed Out,10,Split,255,English,Despicable Dogs (Washed Out Remix),3658
58c007cf9184900a77a27bff,5,9,DeCrew,1997,Slackers,131000,English,Two Minutes of Scattered Hate,1398
58c007cf9184900a77a27c00,2,3,,,FineMix,127,English,Steven Carcary and his dance band - Festival Glide,5433
58c007cf9184900a77a27c01,3,16,T. Brinda & T. Mukta,,,3.546,"""Eeparisobagu - T. Brinda & T. Mukta concert at Madras Music Circle, 1968""",,3659
58c007cf9184900a77a27c02,3,7,Fabrizio De André,'09,,3.011,Italian,Un chimico - Non al denaro non all'amore né al cielo,3660
58c007cf9184900a77a27c03,3,12,Charlies,'09,,3.488,Finnish,Nainen mun - Tanssisuosikit 6,1746
58c007cf9184900a77a27c04,2,6,,3,"Iridescence: Sequencer Sketches, Volume 2",371,English,,1335
58c007cf9184900a77a27c05,1,010,Barry Goldberg,1994,Return of the Living Dead 3,00:54,,Julie Comes Back to Life (Return of the Living Dead 3),3661
58c007cf9184900a77a27c06,1,0A3,Dysphemic,2004,When the Shit Hits the Fans,03:12,,Wave of Terror (When the Shit Hits the Fans),3662
58c007cf9184900a77a27c07,3,7,Taru Nyman,'07,,2.017,Finnish,Kätes oli kylmät - Vaikka kaikki näkisivät lävitseni,1939
58c007cf9184900a77a27c08,3,10,UCF Praise Band,,,3.103,English,Dance -H Your Love Abounds,9088
58c007cf9184900a77a27c09,5,13,Lützenkirchen,2008,Loveparade: The Official Compilation 2008: Highway to Love,249920,English,3 Tage Wach (Tube & Berger “Verschallert” remix),3663
58c007cf9184900a77a27c0a,4,5,Maurice Ravel,null,Debussy: La Mer / Prelude to the Afternoon of a Faun; Ravel: Pavanne for a Dead Princess (1996),6m 37sec,Eng.,005-Pavanne for a Dead Princess,2273
58c007cf9184900a77a27c0b,5,15,"Кабаре-дуэт """"Академия""""",,"Хочешь, но молчишь!..",243000,Russian,Тома,1604
58c007cf9184900a77a27c0c,5,6,Gaia,,2009-05-28: A State of Trance #406,469000,English,Tuvan,3664
58c007cf9184900a77a27c0d,3,16,Al Petteway,,,2.417,English,The Pond at Woodburn Hill - The Waters and the Wild,2480
58c007cf9184900a77a27c0e,4,A2,Kid Koala,null,Carpal Tunnel Syndrome (2000),unknown,Eng.,0A2-Nerdball,3665
58c007cf9184900a77a27c0f,2,1,,,"Motown Dance Party!, Volume 1",175,Eglish,The Contours - Do You Love Me,3666
58c007cf9184900a77a27c10,5,7,Die Flippers,1984,Sha la la I love you,163000,German,Nur ein Bild von dir,2382
58c007cf9184900a77a27c11,3,5,B.B. King,'78,,5.589,English,Never Make a Move Too Soon - Midnight Believer,3667
58c007cf9184900a77a27c12,5,4,The James Taylor Quartet,2001,Check It Out,278960,English,Whole Lotta Love,4588
58c007cf9184900a77a27c13,1,009,eastern youth,2006,Don Quijote,04:43,,El Rancho de Tokio (Don Quijote),3668
58c007cf9184900a77a27c14,4,unk.,Aaron Sprinkle,null,Water & Guns (2013),3m 19sec,Eng.,009-I've Missed You,2982
58c007cf9184900a77a27c15,4,5,Lol CoxVhill,null,Spectral Soprano (2002),4m 3sec,En.,005-Not the North,3036
58c007cf9184900a77a27c16,3,15,Slave,'06,,7.083,English,Just a Touch of Love (Jazzy instrumental version) - The Definitive Groove Collection,3669
58c007cf9184900a77a27c17,5,8,Captain_&_Tennille,2005,20th_Century_Masters:_The__Millennium_Collection:_The_Best_of_Captain_&_Tennille,166746,English,iCrcles,5268
58c007cf9184900a77a27c18,4,24,Generation X,null,Ready Steady Go (unknown),2m 24sec,Eng.,024-Gimme Some Truth,3670
58c007cf9184900a77a27c19,4,10,Buzzcocks,null,Modern (1999),3m 30sec,Eng.,010-Under the Sun,121
58c007cf9184900a77a27c1a,5,4,Yurdal Tokcan,,Bende Can,305000,,Bende Can,8405
58c007cf9184900a77a27c1b,2,10,,05,"Afterdark, Volume 1",252,null,Muzzaaik feat. Mia - You Can Turn Me On (Belocca & Soneec remix),3671
58c007cf9184900a77a27c1c,5,4,王菲,1997,浮躁,243413,Chinese,分裂,3672
58c007cf9184900a77a27c1d,5,7,Crystal Gayle,2008,"Hollywood, Tennessee / True Love",161666,English,"Love, Crazy Love",4803
58c007cf9184900a77a27c1e,4,,Western Wind,null,Chanukkah: in story and song (2001),1m 34sec,Eng.,013-Rock of Ages / Maoz Tzur,3673
58c007cf9184900a77a27c1f,2,4,,04,Straight Outta Ca$hville,266,En glish,Young Buck - Look at Me Now (feat. Mr. Porter),5046
58c007cf9184900a77a27c20,5,21,Thomas Newman,2011,The Iron Lady,291000,English,Steady the Buffs,3674
58c007cf9184900a77a27c21,2,3,,96,Hit Collection,178,English,Boney M. - Living Like a Moviestar,2331
58c007cf9184900a77a27c22,3,1,Embargo!,'99,Embargo!,6.8,English,Embargo! (club edit),2639
58c007cf9184900a77a27c23,1,014,Jean Plum,2010,I Get My Groove - Crossover Soul From the Deep South,00:00,,Here I Go Again (I Get My Groove - Crossover Soul From the Deep South),3675
58c007cf9184900a77a27c24,2,2,,82,Happening,null,[Multiple languages],Jean Néplin & Individual State - Arcane 17,6107
58c007cf9184900a77a27c25,2,3 0,,8,"World's Best Kids Songs, Volume 2",138,English,ABC For Kdis - Jamaica Farewell,2669
58c007cf9184900a77a27c26,1,012,Zelda Reorchestrated,,Twilight Symphony,04:10,,Hyrule Field (Twilight Symphony),3676
58c007cf9184900a77a27c27,1,003,null,,Kinder Unsere - Unsere Zukunft,03:23,,Die Blumen blüh'n überall gleich (Unsere Kinder - Unsere Zukunft),3677
58c007cf9184900a77a27c28,1,004,Door into Emptiness,,Radio,02:35,,Ličyłka vołata (Radio Ja),3678
58c007cf9184900a77a27c29,1,013,Stephen the Levite,2012,The Last Missionary,02:17,,Dead Beat (The Last Missionary),3679
58c007cf9184900a77a27c2a,4,12,Dublin City Ramblers,null,Flight of Earls (unknown),4m 25sec,Eng.,012-Steal Away,9994
58c007cf9184900a77a27c2b,2,8,,01,Two Worlds,293,English,ATB - Bring It Back,5428
58c007cf9184900a77a27c2c,2,1,,,Atzilut,308,null,Fourth World - Dror Yikra,3680
58c007cf9184900a77a27c2d,2,6,,,"Best of Bluegrass: Preachin', Prayin', and Singin'",156,English,The Osborne Brothers - Lost Highway,3681
58c007cf9184900a77a27c2e,3,5,Polina Manoilă,'04,,2.483,Romanian,"În stânga țin icoana, cu dreaptaa îmi fac cruce - Colinde penttru suflete românești",3682
58c007cf9184900a77a27c2f,3,9,Gabe Dixon Band,'08,,3.183,English,And the World Turned - The Gabe Dixon Band,3683
58c007cf9184900a77a27c30,4,3,Elvis Presley,null,The Complete Elvis Presley Masters (2010),1m 37sec,Eng.,003-Riding the Rainbow,9843
58c007cf9184900a77a27c31,5,13,Grünschnabel,2014,Mini Disco Hits,236320,German,Sowas von (Jopllin),849
58c007cf9184900a77a27c32,1,017,Ennio Morricone,1996,Barbablù / La monaca di Monza,03:08,,La monaca di Monza: Falsa tranquillità (Barbablù / La monaca di Monza),7150
58c007cf9184900a77a27c33,4,5,Dustbox,null,Triangle (2004),3m 29sec,Eng.,005-Pieces of My Heart,3684
58c007cf9184900a77a27c34,1,007,Ella Fitzgerald,1989,Jazz at the Santa Monica Civic '72,04:14,,Spring Can Really Hang You Up the Most (Jazz at the Santa Monica Civic '72),7927
58c007cf9184900a77a27c35,5,13,Still Sad,1999,For Lucio Fulci: A Symphony of Fear,314000,[Multiple languages],Sette Note in Nero,3685
58c007cf9184900a77a27c36,4,10,,null,MOON (unknown),1m 43sec,Jap.,010-,3686
58c007cf9184900a77a27c37,3,11,Infectious Grooves,'91,,1.329,English,Turn Your Head - The Plague That Makes Your Booty Move... It's the Infectious Grooves,7667
58c007cf9184900a77a27c38,5,4,Nine Inch Nails,,"2005-10-07: Allstate Arena, Rosemont, IL, USA",301000,English,Terrible Lie,3687
58c007cf9184900a77a27c39,1,011,Faintest Idea,2012,The Voice of Treason,04:28,,Youth (The Voice of Treason),2613
58c007cf9184900a77a27c3a,3,13,ENV(itre),'07,,5.361,English,Seth - Hescsecpalm Nowa Plyta,3688
58c007cf9184900a77a27c3b,1,004,Pink Floyd,,1967–1994: Bear in Tree,02:44,,Run Like Hell (demo) (1967–1994: Bear in Tree),1419
58c007cf9184900a77a27c3c,1,0B3,Trio,1982,Livei m Frühjahr 82,04:40,,Da da da (Live im Frühjahr 82),3689
58c007cf9184900a77a27c3d,2,11,,9,ChillO ut,408,Spanish,Joee Crepúsculo - Diririrí dirarará,4844
58c007cf9184900a77a27c3e,3,9,Νίκος Παπάζογλου,'95,,3.52,Greek,Για τ ο χαμόγελο - Όταν κινδυνεύεις παίξε την πουρούδα,3690
58c007cf9184900a77a27c3f,4,3,The Broadcasters,null,The Broadcast EP (2012),4m 57sec,Eng.,003-Guardian,3691
58c007cf9184900a77a27c40,4,3,Jimmy Reed,null,Lost In The Shuffle (unknown),2m 47sec,Eng.,003-Bright Big City,979
58c007cf9184900a77a27c41,4,9,Robert Schumann,null,Arrau Heritage: Schumann (2003),6m 38sec,Fre.,"009-Sonata No. 2 in G minor, Op. 22: I. So rasch wie moglich-Schneller-Noch schneller",1081
58c007cf9184900a77a27c42,4,55,[no artist],null,"The Very Best of Show Enhancers, Volumes 14 (unknown)",0m 13sec,Eng.,055-Casey Casem,6364
58c007cf9184900a77a27c43,3,2,Frédéric_Chopin,,,5.0,English,"No. 2 in A flat, Op. 34 No. 1 - Tonight Chopin: 19 Waltzes (feat. piano: Nikita Magaloff)",3460
58c007cf9184900a77a27c44,5,22,[unknown],,Ultimate TV Themes,59306,English,Bewitched,3692
58c007cf9184900a77a27c45,2,6,,,Uncle Penguin's Brain,47,English,Frank - Preamble,3693
58c007cf9184900a77a27c46,1,011,Odyssey,,10 Hits of the 80's,04:12,,"Use It Up, Wear It Out (100 Hits of the 80's)",9354
58c007cf9184900a77a27c47,3,2,G.E.N.E.,'96,,10.433,English,And Flowers - Flowers & Soul,9647
58c007cf9184900a77a27c48,3,1,Spender feat. Gotye,'13,Hotel Home,4.217,English,Hotel Home,3694
58c007cf9184900a77a27c49,1,053,Beatles,2003,"Private Tapes, Volume 1",00:00,,"Strawberry Fields Forever (demo / 3 Stereo remix) (Private Tapes, Volume 1)",3695
58c007cf9184900a77a27c4a,5,17,Claude Debussy,1987,Œuvres pour piano,135666,French,Bruyères,9627
58c007cf9184900a77a27c4b,5,21,NRA,,Groetjes uit Holland,99640,English,Not Today,3696
58c007cf9184900a77a27c4c,5,12,Ophelia'sDream,1997,All Beauty Is Sad,405826,Engish,Fairy-Dance,3697
58c007cf9184900a77a27c4d,1,004,Yexlp,9196,Larmende Opptog I Taushetsgata,04:29,,Rejected (Larmende Opptog I Taushetsgata),5634
58c007cf9184900a77a27c4e,5,24,Die Toten Hosen,1995,All die ganzen Jahre: Raritäten ’79–’84,118000,German,FRÜHSTÜCKSKORN,5333
58c007cf9184900a77a27c4f,2,11,,,Dagboek van 'n Dromer,189,Dutch,Albert de Wet - As Ek Droom,1618
58c007cf9184900a77a27c50,4,4,KISS,null,80s Metal Mania (2008),3m 57sec,Eng.,004-Lick It Up,3698
58c007cf9184900a77a27c51,4,16,Mester es tanitvanyai,null,Best of (2008),4m 47sec,unknown,016-Reaching Out,2504
58c007cf9184900a77a27c52,4,4,The Johnny Cash Family,null,Christmas (1972),1m 40sec,Eng.,004-Jingle Bells,3699
58c007cf9184900a77a27c53,5,9,André Heller,,Bestheller 1967-2007,259906,German,Mir träumte,7786
58c007cf9184900a77a27c54,5,1,Rosinha de Valença,2006,Rosinha de Valença Som Livre Masters,277893,Portuguese,Caboclo Ubiratan,3700
58c007cf9184900a77a27c55,3,13,"Chris Liberator, KN, DJ Cunt, DJ Cydeboard & DJ 2003",'06,,6.533,English,"Classic Silvermin - Music for a Harder Generation, Volume 4",3136
58c007cf9184900a77a27c56,4,15,Andrew Lloyd Webber,null,Sunset Boulevard (1995 Toronto cast) (1996),6m 9sec,Eng.,015-As If We Never Said Goodbye,922
58c007cf9184900a77a27c57,4,5,Marianne Nowottny,null,Manmade Girl (2001),unknown,Eng,005-Barely Nearly,6231
58c007cf9184900a77a27c58,5,8,Tom Robinson Band,1982,Tom Robinson Band,272000,English,Don't Take No for an Answer,3701
58c007cf9184900a77a27c59,4,B1,Point of Few,null,Beneath the Surface (1999),unknown,Eng.,0B1-The Awakening,3702
58c007cf9184900a77a27c5a,3,12,Miko Mission,'98,,6.336,English,I Believe - Dolce Vita 2: Lo mejor del Italo-Dance,7631
58c007cf9184900a77a27c5b,5,8,Guthrie Thomas,2011,Medicine Man,276440,Engliish,We Got Somethin',6164
58c007cf9184900a77a27c5c,2,10,,11,Inception,426,English,Hans Zimmer - End Credits,3703
58c007cf9184900a77a27c5d,3,3,Paul Krugman,'07,,4.001,English,D02T03 - The Conscience of a Liberal,3704
58c007cf9184900a77a27c5e,1,002,Cosima De Vito,,Cosima,00:00,,Cost Of Love (Cosima),3705
58c007cf9184900a77a27c5f,5,10,Sansa,,Sansa,149827,English,Is It You,3706
58c007cf9184900a77a27c60,5,8,Beck & The Flaming Lips,,"2002-10-14: Claremont, CA, USA",389893,English,Fight Test,3707
58c007cf9184900a77a27c61,3,9,Professional Murder Music,'01,,3.988,English,Slow - The Return of Evil Minky,3708
58c007cf9184900a77a27c62,5,6,Agallah,,Doomsday,,English,Don't Wanna Be the Last,3709
58c007cf9184900a77a27c63,5,19,Alannah Myles,2001,"Platin, Volume 10",239000,German,Like Flames,8481
58c007cf9184900a77a27c64,1,010,Ron Jones,2010,Star Trek: The Next Generation: The Ron Jones Project,00:46,,The High Ground: Planet of Discontent (M11) / Abduction (M12) (Star Trek: The Next Generation: The Ron Jones Project),3710
58c007cf9184900a77a27c65,1,010,Red Earth & Rust,2010,Dark Mercy,02:58,,Tango Man (Dark Mercy),3711
58c007cf9184900a77a27c66,5,4,Brendan Quin,1995,The Mystery,211533,English,Hearts on the Highway,3712
58c007cf9184900a77a27c67,3,4,Wynton Kelly,,,11.782,English,Stardust / Old Folks - Wynton Kelly Trio With Joe Henderson: Complete Recordings,1375
58c007cf9184900a77a27c68,4,4,Jason McCoy,null,Honky Tonk Sonatas (2001),3m 15sec,Eng.,004-Ten Million Teardrops,3713
58c007cf9184900a77a27c69,5,1,DJ Sakin & Friends,1999,Nomansland (David's Song),216000,Enuglish,Nomansland (David's Song) (vocal radio edit),3714
58c007cf9184900a77a27c6a,4,18,De Limburgse Zusjes,null,Nostalgia Deel 1 (2010),2m 37sec,Dut.,018-De boerinnekesdans,3715
58c007cf9184900a77a27c6b,3,4,Simianitcs,'12,,7.283,English,Pandemonium - Freaky Shamanic Rituals,7892
58c007cf9184900a77a27c6c,4,11,Sparks,null,Indiscreet (1975),2m 12sec,Eng.,011-In the Future,3716
58c007cf9184900a77a27c6d,1,013,Decemberists,,"2008-01-31: The Moore Theater, Seattle, WA, USA",08:36,,"The Perfect Crime #2 (2008-01-31: The Moore Theater, Seattle, WA, USA)",3717
58c007cf9184900a77a27c6e,5,1,Lio,2004,Mega 80 (disc 3),150293,[Multiple languages],Banana Split,3718
58c007cf9184900a77a27c6f,4,8,dj scotch egg,null,(2010),unknown,Jap.,080-,3719
58c007cf9184900a77a27c70,4,1,Baaba Maal,null,Sidiki (1994),3m 51sec,nuuknown,001-Sidiki (Groucho's radio edit),4493
58c007cf9184900a77a27c71,4,8,S.P.R.Y.,null,Heptagrammaton (2012),2m 51sec,Eng.,008-Lurkluster,9930
58c007cf9184900a77a27c72,4,16,,null,Soundtrack,0m 16sec,Jap.,,502
58c007cf9184900a77a27c73,4,8,Steel Prophet,null,Eyes of the Prophet - Visions Past (2004),2m 31sec,Eng.,008-Firestarter,3720
58c007cf9184900a77a27c74,1,016,Romo,2008,More fieles,00:00,,Barrio H (05 remember) (More fieles),3721
58c007cf9184900a77a27c75,3,4,Sushree Sangeeta,'82,,,Hindi,"O Mother Mary Teri Sharn Me Jo Aaye, Jeevan Safal Ho Jaye - Bheegi Palkein",2805
58c007cf9184900a77a27c76,3,6,Baby Huey,'99,,4.799,English,California Dreamin' - The Baby Huey Story,7502
58c007cf9184900a77a27c77,4,3,Senru,2013,The What EP 2013-01: April,2m 46sec,Eng.,003-Cool Beans (Microdot),526
58c007cf9184900a77a27c78,2,9,,06,Fake Chemical State,189,English,Skin - Fooling Yourself,3722
58c007cf9184900a77a27c79,1,002,SOL,2012,SPECIAL FINAL IN DOME MEMORIAL COLLECTION,00:00,,WEDDING DRESS ENGLISH VERSION (SPECIAL FINAL IN DOME MEMORIAL COLECTION),1195
58c007cf9184900a77a27c7a,4,69,Oliver F. Koelling,null,Suspense Atmo (unknown),0m 30sec,Eng.,069-Psycho & Horror: Vertigo Groove (30 second version),1794
58c007cf9184900a77a27c7b,5,9,Noisia,2098,Drum & Bass Arena Presents: Friction & Fabio,3531000,EEnglish,Diplodocus,3723
58c007cf9184900a77a27c7c,1,003,Boxcar Willie,,The Best of Boxcar Willie,03:27,,Phantom 309 (The Best of Boxcar Willie),3724
58c007cf9184900a77a27c7d,2,19,,93,Válogatás: Koncz Zsuzsa összes nagylemeze a Fonográffal,241,Hungarian,Koncz Zsuzsa - Élünk csendesen,8083
58c007cf9184900a77a27c7e,1,013,Dieter Thomas Kuhn,2007,Musik ist Trumpf,03:29,,Wunder gibt es immer wieder (Musik ist Trumpf),3725
58c007cf9184900a77a27c7f,5,14,Dušan Rapoš,,Love Songs,262000,Eglish,Angela,8247
58c007cf9184900a77a27c80,4,1,Johann Sebastian Bach,null,Die Sonaten und Partiten fur Violine solo (Dmitry Sitkovetsky) [CD1.2] (1985),4m 23sec,Ger.,"Sonata #1 in Sol Minor, BWV 1001 - Adagio",3726
58c007cf9184900a77a27c81,4,6,Alex Parks,null,Honesty (2005),3m 50sec,Eng.,006-Get Out,3727
58c007cf9184900a77a27c82,3,6,H-O-M-E,'01,,,English,The Last Day - Nothing Will Be Like Yesterday,6327
58c007cf9184900a77a27c83,2,10,,03,200 Solstik,243,[Multiple languages],Peter Kent - It's a Real Good Feeling,3728
58c007cf9184900a77a27c84,3, 9,eastern youth,'06,,4.722,Japanese,El Rancho de Tokio - Don Quijote,3668
58c007cf9184900a77a27c85,3,5,Billy McComiskey & Andy O'Brien,'98,,1.85,English,Reel: Reilly of the White Hill - Celtic Dances: Jigs & Reels From Ireland,2424
58c007cf9184900a77a27c86,3,2,Absolute Ensemble feat. Joe Zawinul,'09,,9.362,English,Sultan - Asbolute Zawinul,3729
58c007cf9184900a77a27c87,1,016,Seven Wiser,2004,The Punisher,03:06,,Sick (The Punisher),9865
58c007cf9184900a77a27c88,3,3,Full Blown Rose,,,3.217,English,Somebody Help Me (Tru Calling) - TV Theme Songs - KMN Edition,9311
58c007cf9184900a77a27c89,4,1,Acheron,null,Decade Infernus 1988-1998 (2004),5m 6sec,Eng.,001-Out of Body,3730
58c007cf9184900a77a27c8a,2,,,,The Whites of Our Lies,233,English,Cyrenic - Descend,3731
58c007cf9184900a77a27c8b,1,001,Sarah McLachlan,,VH1 Story Tellers,04:42,,Good Enough (VH1 Story Tellers),3732
58c007cf9184900a77a27c8c,3,1,Toehider,'09,,1.967,English,Ding Dong Merrily on High - Under the Mistletoe,6805
58c007cf9184900a77a27c8d,4,5,Apocryphon,null,Apocryphon (2011),4m 57sec,Eng.,05-Psychedelic Warrior,7409
58c007cf9184900a77a27c8e,5,6,Ludwig van Beethoven,1994,The Late String Quartets Nnos. 12-16 (Lindsay String Quartet),141000,English,"Quartet for 2 Violins, Viola, and Cello No. 14 in C-sharp minor, Op. 131: VI. Adagio quasi un poco andante",4701
58c007cf9184900a77a27c8f,4,15,Sound Ideas,null,6011 Construction 1 (unknown),0m 37sec,unknown,"015-SINGLE JACK HAMMER, AMBIENCE, CONSTRUCTION",3733
58c007cf9184900a77a27c90,1,002,Bad Boys Blue,,A Train to Nowhere,03:55,,A Train to Nowhere (radio edit),3734
58c007cf9184900a77a27c91,2,1,,00,"Simple Pleasures, The English Country Dance Collection Volume 3",234,English,Bare Necessities - The Ragg,3735
58c007cf9184900a77a27c92,4,1,Hildegard Knef,null,A Woman and a Half (2003),1m 48sec,Gir.,"001-Nachklang: Wer war froh, da es Dich gab",2592
58c007cf9184900a77a27c93,2,15,,,Most Wanted of 2009 (Mixed by MC Mario),215,[Multiple languages],Double C; Blizz; Dvocalz - Back  It Up,3736
58c007cf9184900a77a27c94,5,4,Kalk&Welk,1996,Kalk&Welk,273626,German,Autoren-Alltag,4301
58c007cf9184900a77a27c95,5,3,Plush,2006,Rough Trade Shops: Singer Songwriter 1,210000,English,I've Changed My Number,664
58c007cf9184900a77a27c96,3,8,Alabama Thunderpussy,'01,,6.183,English,Esteem Fiend - Staring at the Divine,3737
58c007cf9184900a77a27c97,3,5,Los Gatos,'69,,5.883,Spanish,Mujer de carbón - Rock de la mujer eprdida,8240
58c007cf9184900a77a27c98,2,12,,05,Credenciales,224,Spanish,Ricardo Leyva y Sur Caribe - Quiéreme tù,3738
58c007cf9184900a77a27c99,2,4,,94,Symphony in D minor / Symphonic Variations (Vienna Philharmonic Orchestra feat. conductor: Carlos Maria Giulini),981,English,unknown,3739
58c007cf9184900a77a27c9a,5,n.a.,Cliff & Rexonah,,Das ganz grosse Glueck (im Zug nach OsnabrueckM),186000,German,Das ganz grosse Glueck (im Zug nach Osnabrueck),4198
58c007cf9184900a77a27c9b,4,11,Loefah,null,Tectonic Plates (2006),2m 2sec,Enng.,011-System,3740
58c007cf9184900a77a27c9c,1,003,DC & the Washingtons,,DC & the Washingtons,02:43,,Wish Wash (DC &G the Washingtons),3741
58c007cf9184900a77a27c9d,2,27,,09,30+30 Goue Sokkie Treffers 12,88,English,DJ Retro - I Will Survive,5941
58c007cf9184900a77a27c9e,5,13,They Might Be Giants,,"2004-09-25: Variety Playhouse, Atlanta, GA, USA",,English,It's Kickin In,6902
58c007cf9184900a77a27c9f,2,2,,11,Tusk,128,English,Fleetwood Mac -The Ledge,4393
58c007cf9184900a77a27ca0,1,003,Alva Ntoo,2008,Transform,10:09,,Module 3 (Transform),9629
58c007cf9184900a77a27ca1,4,B3,Oasis,null,Heathen Chemistry (2009),4m 52sec,Eng.,0B3-Little by Little,3742
58c007cf9184900a77a27ca2,5,10,Wheelhouse,,SPEBSQSA 2003: Top Twenty Quartets,124106,English,You're Nobody 'Til Somebody Loves You,974
58c007cf9184900a77a27ca3,4,6,  ,null,100 Must-Have Lullaby Baby Classics (2012),3m 10sec,Eng.,"006-The Nutcracker, Op. 71, Act II, Scene XII: E. Dance of the Toy Flutes",3743
58c007cf9184900a77a27ca4,3,12,Trina,,,0.65,English,Answering Machine Skit - Da Baddest Bitch,5774
58c007cf9184900a77a27ca5,5,1,Members of Mayday,1994,Mayday: Rave Olympia,190826,English,Enter the Arena,3744
58c007cf9184900a77a27ca6,4,8,Shells Shells,null,The Collector (unknown),5m 18sec,unknown,008-The Fall,3745
58c007cf9184900a77a27ca7,3,11,Exploited,'01,,2.348,English,TheyWon'tStopTroopsofTomorrow,6479
58c007cf9184900a77a27ca8,3,11,Janet Jackson,'95,,4.086,English,What'll I Do - janet.,3746
58c007cf9184900a77a27ca9,1,014,Pepe Habichuela & The Bollywood Strings,2007,The Essential Guide to Latin Dance,04:26,,Yerbagüena (Oriente) (The Essential Guide to Latin Dance),4568
58c007cf9184900a77a27caa,5,30,Haitham Al Hamwi,2003,Arabian Fusion,30000,English,Habibi Wana,1360
58c007cf9184900a77a27cab,5,3,Grateful Dead,,"1977-05-08: Ithaca, NY, USA",,English,ElPaso,3747
58c007cf9184900a77a27cac,2,13,,07,Nedir Ne Değildir (Affetmem Seni),172,Turkish,Edip Akbayram - Kaşların Arasına,6052
58c007cf9184900a77a27cad,1,009,Abram,2005,Necrópolis,00:00,,21 gramos (Necrópolis),5525
58c007cf9184900a77a27cae,5,3,SininZe,2012,I’m Dreaming,330000,English,I’m Dreaming (Brief.Pastiche remix),2772
58c007cf9184900a77a27caf,2,2,,,Peppers Hangout,324,English,Jimmy Johnson - Married Woman Blues,3815
58c007cf9184900a77a27cb0,3,7,Sound Design,'99,,,English,"Feelin' Lonely - Hit Explosion: '99, Volume 6",3748
58c007cf9184900a77a27cb1,5,2,The Harlem Gospel Singers,,Rock My Soul,201680,,Its Me Oh Lord (live),8908
58c007cf9184900a77a27cb2,4,1,Hannu Hovi,null,Kuolemattomat levytykset (2007),2m 36sec,Fin.,001-Rakkautta huhtikuussa (April love),2627
58c007cf9184900a77a27cb3,3,unk.,Sun Kil Moon,'10,,7.236,English,Third and Seneca - Admiral Fell Promises,3749
58c007cf9184900a77a27cb4,2,8,,71,Recital,142,Czech,Hana Hegerová - A medl,2068
58c007cf9184900a77a27cb5,3,12,Yes,'10,,4.416,English,Owner of a Lonely Heart - 100 Hits: Electric Eighties,2836
58c007cf9184900a77a27cb6,4,10,Silvina Garre,null,Trovas Rosarinas (unknown),3m 11sec,Spa.,010-Los suenos incompletos,3750
58c007cf9184900a77a27cb7,5,22,John Williams,2010,FamEily Plot,395466,English,The Stonecutter,8034
58c007cf9184900a77a27cb8,4,2,"Pierre Dac & Louis Rognoni feat. Anne Caprile, Alain Rolland, Roger Carel & Paul Preboist",null,"Bons baisers de partout : L'Operation Tupeutla, Vol. III (2013)",2m 18sec,Fre.,002-Les Otages auto-liberes,3751
58c007cf9184900a77a27cb9,2,1,,98,Global Underground 008: Nick Warren in Brazil,389,Englsh,PMT - Marching Powder,3752
58c007cf9184900a77a27cba,5,1,Jewel,2008,Perfectly Clear,242693,English,Stronger Woman,61
58c007cf9184900a77a27cbb,2,17,,06,House of Om: Colette & DJ Heather,371,Egnlish,- Words,3753
58c007cf9184900a77a27cbc,3,49,Phil Garrod & Reed Hays,,,0.333,English,"Prelude to Victory E - Broadcast Sports, Volume 1",3754
58c007cf9184900a77a27cbd,2,97,,,Peaktime Television, 6,English,Colin Sheen & Derek Watkins - Palldium 2,3849
58c007cf9184900a77a27cbe,3,1,Raphael Rudd,'01,,1.773,English,Raga - The Oceanic Concerts,9242
58c007cf9184900a77a27cbf,4,3,Depeche Mode,null,"DJ Mix, Vol. III (unknown)",4m 41sec,Egn.,003-Never Let Me Down Again (remixed by REM DM),7167
58c007cf9184900a77a27cc0,1,005,Astor Piazzolla,,Hommage a Astor Piazzolla,02:41,,Pigmalion (Hommage a Astor Piazzolla),3755
58c007cf9184900a77a27cc1,5,4,David Byrne,1994,David Byrne,238226,English,A Self-Made Man,3756
58c007cf9184900a77a27cc2,4,4,Chronic Future,null,Lines in My Face (2004),3m 39sec,Eng.,004-Stop Pretending,3874
58c007cf9184900a77a27cc3,4,10,Les Gauff' Au Suc',null,"Ze Live u """"Mon Dentier"""" (unknown)",5m 41sec,unknown,010-Helle,3757
58c007cf9184900a77a27cc4,1,010,Derailers,,Reverb Deluxe,03:27,,Tear s In Your Eyes (Reverb Deluxe),3758
58c007cf9184900a77a27cc5,1,008,Solar System,2097,New Visions,06:33,,Dark Star (New Visions),3759
58c007cf9184900a77a27cc6,2,23,,6,God Bless Tiny Tim,78,English,Tiny Tim - Sadie the Seal,3760
58c007cf9184900a77a27cc7,2,1,,70,Quarteto 1111,null,Portuguese,Quarteto 1111 - Prólogo,9775
58c007cf9184900a77a27cc8,5,1,U2,,"The Lost Broadcasts, Volume 1",163466,English,Touch,3761
