,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52
110,www.buzzillions.com_www.camerafarm.com.au.csv,3,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,89.8,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,0.58,0.4,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,0.55,0.33,99999.0,99999.0,99999.0,99999.0,99999.0,1.0
111,buy.net_www.gosale.com.csv,4,100.0,100.0,0.0,0.0,100.0,88.47,100.0,100.0,80.95,100.0,99999.0,99999.0,0.17,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.73,0.33,99999.0,0.15,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.77,0.14,99999.0,0.0,99999.0,99999.0,0.0,99999.0
112,buy.net_www.wexphotographic.com.csv,7,100.0,100.0,0.0,0.0,100.0,26.44,5.75,5.75,8.05,6.9,99999.0,99999.0,0.3,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.76,0.49,99999.0,0.68,0.0,0.0,0.0,0.67,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.0,0.11,0.0,1.0,99999.0,99999.0,0.82,0.4,99999.0,1.0,0.0,0.0,0.0,1.0
113,www.shopbot.com.au_www.henrys.com.csv,6,100.0,100.0,0.0,0.0,100.0,87.72,43.86,43.86,90.06,100.0,99999.0,99999.0,0.28,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.64,0.43,99999.0,0.13,0.07,0.07,0.2,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,0.96,0.96,99999.0,99999.0,99999.0,0.56,0.22,99999.0,0.0,0.0,0.0,0.0,99999.0
114,www.henrys.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.28,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.63,0.41,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.59,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
115,www.canon-europe.com_www.gosale.com.csv,4,100.0,100.0,0.0,0.0,100.0,78.85,100.0,100.0,77.88,100.0,99999.0,99999.0,0.26,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.62,0.29,99999.0,0.45,99999.0,99999.0,0.02,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.39,99999.0,99999.0,99999.0,0.67,0.11,99999.0,0.3,99999.0,99999.0,0.0,99999.0
116,buy.net_www.price-hunt.com.csv,8,100.0,100.0,0.0,0.0,46.45,45.16,7.1,7.1,8.39,7.1,99999.0,99999.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.71,0.31,0.61,0.57,0.0,0.0,0.0,0.55,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,99999.0,99999.0,0.74,0.07,1.0,0.73,0.0,0.0,0.0,0.39
117,www.camerafarm.com.au_www.wexphotographic.com.csv,5,100.0,100.0,0.0,0.0,100.0,100.0,4.0,4.0,96.0,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,0.0,0.0,1.0,99999.0,99999.0,99999.0,0.67,0.62,99999.0,99999.0,0.04,0.04,1.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.53,0.6,99999.0,99999.0,0.0,0.0,1.0,99999.0
118,www.henrys.com_www.price-hunt.com.csv,8,100.0,100.0,0.0,0.0,35.35,21.21,8.08,8.08,51.52,4.04,99999.0,99999.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.67,0.32,0.71,0.55,0.34,0.3,0.6,0.56,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.6,0.14,1.0,0.5,0.0,0.0,0.85,0.33
119,www.camerafarm.com.au_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.69,0.52,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.62,0.5,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
